Population	 Frequency at Bottleneck 10	 Frequency at Bottleneck 20	 Frequency at Bottleneck 30	 Frequency at Bottleneck 40	 Frequency at Bottleneck 50	 Frequency at Bottleneck 60	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 30	 Whole Population Fitness Average at Bottleneck 40	 Whole Population Fitness Average at Bottleneck 50	 Whole Population Fitness Average at Bottleneck 60
POP-29 	 0.812183 	 0.997142 	 1 	 1 	 1 	 1 	 1.27136 	 2.16498 	 4.47558 	 7.63582 	 11.1416 	 27.4302 
POP-30 	 0.0926333 	 0.00105833 	 0 	 0 	 0 	 0 	 1.39535 	 2.01178 	 3.99721 	 7.52784 	 15.1115 	 33.6567 
POP-31 	 0.952933 	 1 	 1 	 1 	 1 	 1 	 1.4763 	 3.7785 	 5.40774 	 9.85159 	 22.853 	 41.8793 
POP-32 	 0.156617 	 1.66667e-05 	 0 	 0 	 0 	 0 	 1.48158 	 3.30635 	 7.16532 	 12.3124 	 20.2728 	 38.4665 
POP-33 	 0.702158 	 1 	 1 	 1 	 1 	 1 	 1.41351 	 2.66565 	 4.95829 	 9.03719 	 17.3795 	 23.1215 
POP-34 	 0.948675 	 1 	 1 	 1 	 1 	 1 	 1.34468 	 2.83702 	 5.5253 	 10.9464 	 21.1104 	 46.2812 
POP-35 	 0.173267 	 0 	 0 	 0 	 0 	 0 	 1.52816 	 2.9628 	 4.55634 	 7.91146 	 13.2337 	 26.5871 
POP-36 	 0.166892 	 0 	 0 	 0 	 0 	 0 	 1.33999 	 2.23755 	 4.28007 	 7.3825 	 12.8806 	 21.1523 
POP-37 	 0.206733 	 0.002825 	 0 	 0 	 0 	 0 	 1.37107 	 2.03695 	 3.5875 	 6.32196 	 10.6931 	 26.1084 
POP-38 	 0.00770833 	 0 	 0 	 0 	 0 	 0 	 1.37747 	 2.05528 	 3.81415 	 7.33348 	 12.2226 	 18.8586 
POP-39 	 0.241775 	 0.4596 	 4.16667e-05 	 0 	 0 	 0 	 1.30306 	 2.1085 	 4.67378 	 6.66003 	 12.4725 	 21.9185 
POP-40 	 1.66667e-05 	 0 	 0 	 0 	 0 	 0 	 1.76028 	 2.92008 	 5.47985 	 10.0285 	 21.2381 	 36.8262 
POP-41 	 0.982992 	 1 	 1 	 1 	 1 	 1 	 1.45954 	 3.15582 	 6.7684 	 9.59272 	 16.8425 	 40.6738 
POP-42 	 0.983975 	 1 	 1 	 1 	 1 	 1 	 1.83018 	 2.63313 	 4.83531 	 10.0552 	 17.656 	 30.9225 
POP-43 	 0.999883 	 1 	 1 	 1 	 1 	 1 	 1.63038 	 2.8101 	 5.93611 	 10.6186 	 16.527 	 32.968 
POP-44 	 0.813008 	 0.979025 	 0.997275 	 1 	 1 	 1 	 1.42623 	 3.06665 	 4.64451 	 8.49362 	 15.0683 	 26.1251 
POP-45 	 0.258542 	 0.000191667 	 0 	 0 	 0 	 0 	 1.46993 	 2.27516 	 3.94958 	 7.10794 	 13.1636 	 23.1384 
POP-46 	 0.450617 	 0 	 0 	 0 	 0 	 0 	 1.41556 	 2.86565 	 5.78095 	 10.9491 	 23.7445 	 38.1701 
POP-47 	 0.999883 	 1 	 1 	 1 	 1 	 1 	 1.62179 	 2.67749 	 4.71174 	 11.1926 	 17.8727 	 27.5131 
POP-48 	 0.006575 	 0 	 0 	 0 	 0 	 0 	 1.38961 	 2.75481 	 4.68199 	 8.52921 	 12.5773 	 23.1071 
POP-49 	 0.00539167 	 0 	 0 	 0 	 0 	 0 	 2.11561 	 3.10523 	 6.46351 	 9.73577 	 18.0421 	 39.2741 
POP-50 	 0.985083 	 1 	 1 	 1 	 1 	 1 	 1.36311 	 2.49257 	 6.04788 	 11.6019 	 23.5416 	 39.1414 
POP-51 	 0.9905 	 1 	 1 	 1 	 1 	 1 	 1.6728 	 3.22367 	 6.29818 	 14.7805 	 24.7835 	 44.1835 
POP-52 	 0.01675 	 0 	 0 	 0 	 0 	 0 	 1.40532 	 2.23545 	 3.26257 	 6.31525 	 12.1613 	 22.7872 
POP-53 	 0.8498 	 0.999992 	 1 	 1 	 1 	 1 	 1.35374 	 2.6806 	 5.59499 	 8.02736 	 15.741 	 25.3549 
POP-54 	 0.8826 	 1 	 1 	 1 	 1 	 1 	 1.42931 	 2.84615 	 4.24327 	 6.77625 	 14.5499 	 25.6331 
POP-55 	 0.955042 	 0.970892 	 0.989192 	 1 	 1 	 1 	 1.65706 	 2.31443 	 4.46726 	 6.98409 	 16.293 	 28.3522 
POP-56 	 0.358783 	 0.832658 	 1 	 1 	 1 	 1 	 1.38052 	 2.19438 	 6.26177 	 9.59137 	 20.6691 	 67.7873 
POP-57 	 0.958442 	 1 	 1 	 1 	 1 	 1 	 1.4231 	 2.76776 	 4.80348 	 7.28052 	 13.4656 	 28.3709 
POP-58 	 0.397192 	 0.0729667 	 8.33333e-06 	 0 	 0 	 0 	 1.28362 	 2.41943 	 3.9384 	 6.41039 	 15.0393 	 28.7995 
POP-59 	 0.929525 	 0.996158 	 1 	 1 	 1 	 1 	 1.35652 	 2.20649 	 5.70084 	 13.0897 	 32.6279 	 47.136 
POP-60 	 0.400117 	 8.33333e-05 	 0 	 0 	 0 	 0 	 1.45965 	 2.98958 	 5.13898 	 9.31571 	 14.2429 	 26.5118 
POP-61 	 0.957908 	 1 	 1 	 1 	 1 	 1 	 1.49799 	 2.83171 	 5.00357 	 10.7128 	 18.4136 	 31.8366 
POP-62 	 0.995458 	 1 	 1 	 1 	 1 	 1 	 1.40813 	 2.5058 	 3.74623 	 6.76244 	 14.9292 	 24.1953 
POP-63 	 0.989008 	 1 	 1 	 1 	 1 	 1 	 1.46049 	 2.6077 	 4.58125 	 8.87342 	 15.7726 	 28.1048 
POP-64 	 0.864508 	 1 	 1 	 1 	 1 	 1 	 1.50685 	 2.42071 	 4.33085 	 9.31238 	 14.5262 	 24.1652 
POP-65 	 0.0011 	 0 	 0 	 0 	 0 	 0 	 1.48336 	 2.75816 	 4.51818 	 8.19508 	 14.0807 	 27.3568 
POP-66 	 0.0706417 	 0.0114667 	 0 	 0 	 0 	 0 	 1.39647 	 2.28773 	 4.34509 	 6.29938 	 9.7156 	 21.4293 
POP-67 	 0.997792 	 1 	 1 	 1 	 1 	 1 	 1.59012 	 2.76972 	 4.69505 	 7.95348 	 13.9339 	 26.6325 
POP-68 	 0.991333 	 1 	 1 	 1 	 1 	 1 	 1.5586 	 3.12526 	 5.60832 	 8.57926 	 16.0416 	 25.4092 
POP-69 	 0.82445 	 0.999658 	 1 	 1 	 1 	 1 	 1.47318 	 2.63948 	 4.82745 	 8.35018 	 13.7928 	 22.4987 
POP-70 	 0.486825 	 0.002775 	 0 	 0 	 0 	 0 	 1.34303 	 2.33396 	 3.60917 	 6.55343 	 12.0842 	 24.0895 
POP-71 	 0.997133 	 1 	 1 	 1 	 1 	 1 	 1.46748 	 2.78481 	 6.30047 	 11.1593 	 26.2584 	 47.3808 
POP-72 	 0.302825 	 0.00905 	 0 	 0 	 0 	 0 	 1.40198 	 2.31608 	 3.81186 	 6.22274 	 10.2671 	 20.5832 
POP-73 	 0.994683 	 1 	 1 	 1 	 1 	 1 	 1.48065 	 3.37269 	 8.67012 	 19.5502 	 45.2922 	 71.857 
POP-74 	 0.648408 	 0.429717 	 0.919642 	 0.999933 	 1 	 1 	 1.38446 	 2.34 	 3.93431 	 7.33338 	 13.6552 	 24.0668 
POP-75 	 0.2718 	 3.33333e-05 	 0 	 0 	 0 	 0 	 1.47217 	 3.40911 	 6.14783 	 11.1775 	 21.0767 	 36.2159 
POP-76 	 0.646192 	 0.02515 	 0.0291417 	 0 	 0 	 0 	 1.42002 	 1.96568 	 4.41162 	 7.29985 	 13.0574 	 28.9682 
POP-77 	 0.0108417 	 0 	 0 	 0 	 0 	 0 	 1.42669 	 2.70653 	 5.87269 	 11.5236 	 26.0088 	 44.2485 
POP-78 	 0.0927 	 0 	 0 	 0 	 0 	 0 	 1.3139 	 2.23611 	 3.60398 	 5.96654 	 11.2933 	 20.2461 
POP-79 	 0.984275 	 1 	 1 	 1 	 1 	 1 	 1.43021 	 2.42063 	 4.80128 	 8.08915 	 17.6821 	 27.2009 
POP-80 	 0.016 	 0 	 0 	 0 	 0 	 0 	 1.4133 	 2.6607 	 4.21415 	 7.73012 	 13.6345 	 22.3448 
POP-81 	 0.879567 	 1 	 1 	 1 	 1 	 1 	 1.36762 	 2.67073 	 5.04817 	 7.75384 	 13.1392 	 29.618 
POP-82 	 0.999192 	 1 	 1 	 1 	 1 	 1 	 1.48242 	 2.71611 	 4.52447 	 8.03385 	 18.016 	 36.7345 
POP-83 	 0.00429167 	 0 	 0 	 0 	 0 	 0 	 1.41834 	 2.85685 	 5.58291 	 8.64641 	 20.606 	 41.351 
POP-84 	 0.909342 	 1 	 1 	 1 	 1 	 1 	 1.42127 	 2.83286 	 6.3449 	 11.8732 	 29.549 	 57.8858 
POP-85 	 0.99945 	 1 	 1 	 1 	 1 	 1 	 1.7159 	 3.22437 	 7.26885 	 11.8494 	 24.9387 	 45.6517 
POP-86 	 0.999642 	 1 	 1 	 1 	 1 	 1 	 1.95293 	 3.44707 	 6.04696 	 9.28693 	 17.6803 	 26.6532 
POP-87 	 0.999758 	 1 	 1 	 1 	 1 	 1 	 1.68876 	 3.43473 	 5.30128 	 7.66647 	 16.767 	 32.7885 
POP-88 	 0.979758 	 1 	 1 	 1 	 1 	 1 	 1.3614 	 2.44005 	 4.57269 	 9.5377 	 15.2457 	 25.2914 
POP-89 	 0.831817 	 1 	 1 	 1 	 1 	 1 	 1.41758 	 2.88622 	 5.47554 	 10.4382 	 20.2964 	 31.9605 
POP-90 	 0.00129167 	 0 	 0 	 0 	 0 	 0 	 1.50245 	 2.69769 	 3.82881 	 7.7668 	 15.0264 	 28.9658 
POP-91 	 0.00848333 	 0 	 0 	 0 	 0 	 0 	 1.42773 	 2.39309 	 3.67845 	 7.63486 	 16.3514 	 27.6667 
POP-92 	 0.000391667 	 0 	 0 	 0 	 0 	 0 	 1.57502 	 2.90552 	 5.12447 	 9.00065 	 19.9215 	 30.7113 
POP-93 	 0.122967 	 0 	 0 	 0 	 0 	 0 	 1.38989 	 3.24927 	 5.06115 	 8.20564 	 16.6888 	 37.2008 
POP-94 	 0.407983 	 0.043725 	 0 	 0 	 0 	 0 	 1.38856 	 1.91241 	 3.30155 	 8.612 	 19.6511 	 36.0638 
POP-95 	 0.996858 	 1 	 1 	 1 	 1 	 1 	 1.44639 	 2.73623 	 4.35848 	 7.17088 	 14.246 	 25.8198 
POP-96 	 0.003925 	 0 	 0 	 0 	 0 	 0 	 1.53051 	 2.85173 	 4.09054 	 6.6991 	 12.1305 	 23.9287 
POP-97 	 0.982383 	 1 	 1 	 1 	 1 	 1 	 1.45866 	 2.64948 	 5.08833 	 9.25029 	 18.4554 	 27.3552 
POP-98 	 0.995108 	 1 	 1 	 1 	 1 	 1 	 1.50112 	 3.1649 	 6.26844 	 13.9762 	 19.7366 	 33.9163 
POP-99 	 0.0005 	 0 	 0 	 0 	 0 	 0 	 1.52722 	 2.42879 	 3.82175 	 6.50684 	 11.2431 	 22.1245 
POP-100 	 0.118958 	 0.000275 	 0 	 0 	 0 	 0 	 1.39684 	 2.32471 	 3.68569 	 5.98426 	 9.81372 	 18.2996 
