Population	 Frequency at Bottleneck 10	 Frequency at Bottleneck 20	 Frequency at Bottleneck 30	 Frequency at Bottleneck 40	 Frequency at Bottleneck 50	 Frequency at Bottleneck 60	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 30	 Whole Population Fitness Average at Bottleneck 40	 Whole Population Fitness Average at Bottleneck 50	 Whole Population Fitness Average at Bottleneck 60
POP-48 	 1 	 1 	 1 	 1 	 1 	 1 	 49.5592 	 1909.61 	 127212 	 9.58753e+06 	 8.161e+08 	 6.43345e+10 
POP-49 	 0 	 0 	 0 	 0 	 0 	 0 	 44.5346 	 2433.74 	 318564 	 1.76143e+07 	 1.70849e+09 	 7.88075e+10 
POP-50 	 0.99955 	 1 	 1 	 1 	 1 	 1 	 34.939 	 2421.41 	 496085 	 2.21081e+07 	 2.53355e+09 	 1.17885e+11 
POP-51 	 0.000341667 	 0 	 0 	 0 	 0 	 0 	 39.5592 	 3499.47 	 163581 	 9.8379e+06 	 7.54616e+08 	 9.56215e+10 
POP-52 	 0 	 0 	 0 	 0 	 0 	 0 	 30.2419 	 1540.59 	 73521 	 3.65921e+06 	 1.79648e+08 	 7.18028e+09 
POP-53 	 1 	 1 	 1 	 1 	 1 	 1 	 37.6939 	 1212.21 	 109417 	 5.06814e+06 	 1.78652e+08 	 1.05969e+10 
POP-54 	 0 	 0 	 0 	 0 	 0 	 0 	 60.3691 	 8207.1 	 583236 	 3.13756e+07 	 3.42606e+09 	 2.11693e+11 
POP-55 	 1 	 1 	 1 	 1 	 1 	 1 	 87.1447 	 4172.51 	 1.24722e+06 	 7.05367e+07 	 3.75453e+09 	 1.35843e+11 
POP-56 	 1 	 1 	 1 	 1 	 1 	 1 	 34.7004 	 1860.63 	 361746 	 2.82255e+07 	 1.69953e+09 	 1.72489e+11 
POP-57 	 1 	 1 	 1 	 1 	 1 	 1 	 74.8925 	 7145.1 	 297719 	 4.01778e+07 	 1.88693e+09 	 2.93671e+11 
POP-58 	 0 	 0 	 0 	 0 	 0 	 0 	 43.626 	 2084.93 	 123923 	 6.88868e+06 	 4.04595e+08 	 3.78565e+10 
POP-59 	 0 	 0 	 0 	 0 	 0 	 0 	 33.3057 	 2350.09 	 99156.6 	 5.04384e+06 	 4.29648e+08 	 3.17231e+10 
POP-60 	 0 	 0 	 0 	 0 	 0 	 0 	 47.355 	 6981.61 	 773654 	 8.01226e+07 	 2.83262e+09 	 2.47922e+11 
POP-61 	 1 	 1 	 1 	 1 	 1 	 1 	 30.2366 	 924.668 	 52304.3 	 3.51332e+06 	 2.5957e+08 	 9.54844e+09 
POP-62 	 0 	 0 	 0 	 0 	 0 	 0 	 36.2373 	 7445.49 	 209333 	 4.94063e+07 	 5.10257e+09 	 3.333e+11 
POP-63 	 1 	 1 	 1 	 1 	 1 	 1 	 34.6846 	 8744.25 	 895272 	 7.77268e+07 	 3.03956e+09 	 2.07147e+11 
POP-64 	 0 	 0 	 0 	 0 	 0 	 0 	 42.7382 	 2199.39 	 258308 	 1.19127e+07 	 9.65243e+08 	 6.10391e+10 
POP-65 	 1 	 1 	 1 	 1 	 1 	 1 	 61.4697 	 3822.32 	 412688 	 5.02386e+07 	 3.75832e+09 	 1.01801e+12 
POP-66 	 0.0015 	 0 	 0 	 0 	 0 	 0 	 26.8305 	 1672.74 	 107448 	 6.17009e+06 	 3.93051e+08 	 2.68241e+10 
POP-67 	 1 	 1 	 1 	 1 	 1 	 1 	 71.4633 	 5872.98 	 448189 	 3.59012e+07 	 5.20529e+09 	 3.39502e+11 
POP-68 	 1 	 1 	 1 	 1 	 1 	 1 	 50.7932 	 1801.03 	 86936.1 	 3.71407e+06 	 2.21328e+08 	 1.90308e+10 
POP-69 	 1 	 1 	 1 	 1 	 1 	 1 	 58.2859 	 2808.44 	 365533 	 5.34778e+07 	 2.08457e+09 	 1.23565e+11 
POP-70 	 1 	 1 	 1 	 1 	 1 	 1 	 51.8625 	 6463.44 	 671165 	 2.90969e+07 	 1.84334e+09 	 2.6535e+11 
POP-71 	 0.99995 	 1 	 1 	 1 	 1 	 1 	 39.797 	 5272.98 	 278437 	 2.87905e+07 	 1.47214e+09 	 1.08402e+11 
POP-72 	 1 	 1 	 1 	 1 	 1 	 1 	 50.5527 	 4433.83 	 378762 	 2.21896e+07 	 1.29924e+09 	 5.81993e+10 
POP-73 	 0.999217 	 1 	 1 	 1 	 1 	 1 	 18.9397 	 2580.49 	 221401 	 3.09492e+07 	 5.038e+09 	 1.27013e+11 
POP-74 	 0 	 0 	 0 	 0 	 0 	 0 	 28.5034 	 1387.24 	 104354 	 7.4093e+06 	 2.73642e+08 	 7.12758e+09 
POP-75 	 0.846867 	 1 	 1 	 1 	 1 	 1 	 28.4615 	 1138.33 	 185919 	 1.52958e+07 	 4.63481e+08 	 2.01481e+10 
POP-76 	 1 	 1 	 1 	 1 	 1 	 1 	 33.0051 	 991.153 	 96484.6 	 7.1604e+06 	 5.13919e+08 	 2.66321e+10 
POP-77 	 0 	 0 	 0 	 0 	 0 	 0 	 26.6387 	 1257.24 	 164524 	 6.64302e+06 	 5.79829e+08 	 9.81178e+10 
POP-78 	 1 	 1 	 1 	 1 	 1 	 1 	 31.9696 	 4242.34 	 174000 	 3.64564e+07 	 1.03961e+09 	 5.41026e+10 
POP-79 	 1 	 1 	 1 	 1 	 1 	 1 	 78.7816 	 4132.79 	 402576 	 3.8776e+07 	 3.15037e+09 	 5.07532e+11 
POP-80 	 2.5e-05 	 0 	 0 	 0 	 0 	 0 	 22.5417 	 1319.7 	 95468.4 	 3.70455e+06 	 5.05631e+08 	 3.91093e+10 
POP-81 	 1 	 1 	 1 	 1 	 1 	 1 	 194.639 	 5758.92 	 786066 	 1.00356e+08 	 4.79657e+09 	 2.79033e+11 
POP-82 	 0 	 0 	 0 	 0 	 0 	 0 	 29.993 	 1790.36 	 115652 	 4.53942e+06 	 6.10018e+08 	 3.48039e+10 
POP-83 	 0 	 0 	 0 	 0 	 0 	 0 	 105.398 	 34649.5 	 3.15441e+06 	 9.92612e+07 	 5.99166e+09 	 1.01011e+12 
POP-84 	 0 	 0 	 0 	 0 	 0 	 0 	 58.0509 	 3839.27 	 77711.4 	 4.07936e+06 	 5.89552e+08 	 7.47453e+10 
POP-85 	 0.999958 	 1 	 1 	 1 	 1 	 1 	 27.5605 	 2284.35 	 561771 	 1.55096e+08 	 5.18197e+09 	 2.33424e+11 
POP-86 	 0 	 0 	 0 	 0 	 0 	 0 	 37.7892 	 1804.59 	 174532 	 4.2336e+07 	 5.40516e+09 	 5.54725e+11 
POP-87 	 1 	 1 	 1 	 1 	 1 	 1 	 29.3708 	 1949.42 	 63104.2 	 1.11277e+07 	 2.96634e+08 	 1.14753e+10 
POP-88 	 0 	 0 	 0 	 0 	 0 	 0 	 25.5252 	 2094.99 	 106136 	 1.06675e+07 	 1.39852e+09 	 1.06238e+12 
POP-89 	 1 	 1 	 1 	 1 	 1 	 1 	 46.0996 	 6633.07 	 766483 	 3.7087e+07 	 3.53997e+09 	 2.71894e+11 
POP-90 	 1 	 1 	 1 	 1 	 1 	 1 	 59.2118 	 4199.06 	 687355 	 6.99266e+07 	 5.4274e+09 	 6.91066e+11 
POP-91 	 0.000108333 	 0 	 0 	 0 	 0 	 0 	 44.4151 	 2447.53 	 343527 	 1.89588e+07 	 4.40602e+08 	 5.91387e+10 
POP-92 	 1 	 1 	 1 	 1 	 1 	 1 	 31.9747 	 7656.49 	 456334 	 4.34341e+07 	 5.48547e+09 	 2.17984e+11 
POP-93 	 0 	 0 	 0 	 0 	 0 	 0 	 91.9076 	 9907.07 	 1.39102e+06 	 1.83984e+08 	 1.19463e+10 	 1.73239e+12 
POP-94 	 1 	 1 	 1 	 1 	 1 	 1 	 33.8037 	 5975.24 	 459809 	 8.36148e+07 	 4.82932e+09 	 1.67423e+11 
POP-95 	 1 	 1 	 1 	 1 	 1 	 1 	 30.289 	 1825.21 	 114898 	 7.40778e+06 	 2.93724e+08 	 2.74615e+10 
POP-96 	 0 	 0 	 0 	 0 	 0 	 0 	 35.3498 	 2923.14 	 144291 	 1.19691e+07 	 5.56018e+08 	 2.09409e+10 
POP-97 	 0 	 0 	 0 	 0 	 0 	 0 	 58.7204 	 5559.7 	 288959 	 7.50468e+06 	 2.44861e+08 	 3.27425e+10 
POP-98 	 1 	 1 	 1 	 1 	 1 	 1 	 67.0124 	 2153.78 	 192649 	 7.86337e+06 	 7.45628e+08 	 7.3128e+10 
POP-99 	 0 	 0 	 0 	 0 	 0 	 0 	 20.7272 	 6553.57 	 331966 	 4.2672e+07 	 5.45154e+09 	 2.26056e+11 
POP-100 	 1 	 1 	 1 	 1 	 1 	 1 	 107.339 	 11662.2 	 330467 	 2.43383e+07 	 1.52991e+09 	 3.70154e+10 
