Population	 Frequency at Bottleneck 10	 Frequency at Bottleneck 20	 Frequency at Bottleneck 30	 Frequency at Bottleneck 40	 Frequency at Bottleneck 50	 Frequency at Bottleneck 60	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 30	 Whole Population Fitness Average at Bottleneck 40	 Whole Population Fitness Average at Bottleneck 50	 Whole Population Fitness Average at Bottleneck 60
POP-21 	 0.4988 	 0.504192 	 0.492158 	 0.482817 	 0.445442 	 0.3874 	 1.00001 	 1.00004 	 1.00012 	 1.00036 	 1.00137 	 1.0044 
POP-22 	 0.505125 	 0.510233 	 0.519558 	 0.51125 	 0.492475 	 0.329267 	 1.00002 	 1.00008 	 1.0003 	 1.00129 	 1.00582 	 1.02199 
POP-23 	 0.497608 	 0.492358 	 0.43615 	 0.159225 	 0.0212167 	 0.00545833 	 1.00002 	 1.00052 	 1.00613 	 1.03247 	 1.04553 	 1.04722 
POP-24 	 0.515175 	 0.526058 	 0.547417 	 0.557783 	 0.611908 	 0.716192 	 1 	 1.00001 	 1.00008 	 1.00058 	 1.00273 	 1.01145 
POP-25 	 0.501025 	 0.501483 	 0.491492 	 0.451183 	 0.239167 	 0.0509 	 1.00001 	 1.00007 	 1.00046 	 1.00406 	 1.02158 	 1.03852 
POP-26 	 0.51475 	 0.506558 	 0.5077 	 0.5233 	 0.552483 	 0.636192 	 1.00003 	 1.00012 	 1.00067 	 1.00266 	 1.00885 	 1.01856 
POP-27 	 0.505808 	 0.509092 	 0.523908 	 0.510375 	 0.524833 	 0.5383 	 1 	 1 	 1.00002 	 1.00007 	 1.00032 	 1.00156 
POP-28 	 0.4955 	 0.502225 	 0.499767 	 0.527717 	 0.621717 	 0.842025 	 1.00001 	 1.00006 	 1.00041 	 1.00254 	 1.0142 	 1.04049 
POP-29 	 0.496908 	 0.491592 	 0.502092 	 0.521183 	 0.546283 	 0.605658 	 1 	 1.00001 	 1.00009 	 1.00055 	 1.00352 	 1.01513 
POP-30 	 0.49435 	 0.490125 	 0.485358 	 0.489117 	 0.419417 	 0.120967 	 1 	 1 	 1.00006 	 1.00065 	 1.00833 	 1.03834 
POP-31 	 0.51675 	 0.517725 	 0.523558 	 0.513083 	 0.53235 	 0.577358 	 1 	 1 	 1.00001 	 1.00016 	 1.00063 	 1.00326 
POP-32 	 0.490642 	 0.488408 	 0.497258 	 0.49765 	 0.561992 	 0.848808 	 1 	 1.00002 	 1.00011 	 1.00084 	 1.00785 	 1.03755 
POP-33 	 0.493242 	 0.489375 	 0.487125 	 0.495483 	 0.536408 	 0.655725 	 1.00001 	 1.00005 	 1.0003 	 1.00135 	 1.00621 	 1.01835 
POP-34 	 0.5087 	 0.509592 	 0.503508 	 0.346192 	 0.0694 	 0.00528333 	 1.00002 	 1.00025 	 1.00212 	 1.01562 	 1.04139 	 1.05045 
POP-35 	 0.498717 	 0.496842 	 0.491392 	 0.493692 	 0.470458 	 0.385067 	 1 	 1.00002 	 1.00007 	 1.00024 	 1.00145 	 1.00759 
POP-36 	 0.5005 	 0.506533 	 0.507158 	 0.516158 	 0.498592 	 0.429558 	 1.00001 	 1.00011 	 1.00062 	 1.00333 	 1.01286 	 1.02634 
POP-37 	 0.498475 	 0.511183 	 0.533942 	 0.5423 	 0.565267 	 0.633792 	 1.00001 	 1.00003 	 1.0001 	 1.0004 	 1.00147 	 1.00561 
POP-38 	 0.499683 	 0.479475 	 0.480025 	 0.48685 	 0.436325 	 0.314192 	 1.00001 	 1.00001 	 1.00013 	 1.00068 	 1.00423 	 1.01659 
POP-39 	 0.500133 	 0.488017 	 0.458333 	 0.343108 	 0.0858333 	 0.00975833 	 1.00001 	 1.00016 	 1.00171 	 1.01249 	 1.03402 	 1.04084 
POP-40 	 0.5079 	 0.5178 	 0.528583 	 0.536575 	 0.613575 	 0.736783 	 1.00002 	 1.00006 	 1.00032 	 1.00253 	 1.01247 	 1.0279 
POP-41 	 0.497258 	 0.502308 	 0.51725 	 0.541842 	 0.597242 	 0.806833 	 1.00002 	 1.00007 	 1.0003 	 1.00158 	 1.00716 	 1.02936 
POP-42 	 0.494517 	 0.499725 	 0.498475 	 0.487175 	 0.425308 	 0.24705 	 1.00001 	 1.00006 	 1.00022 	 1.001 	 1.00466 	 1.01555 
POP-43 	 0.503142 	 0.509 	 0.50045 	 0.423067 	 0.184992 	 0.0380917 	 1.00001 	 1.0001 	 1.00086 	 1.00625 	 1.02325 	 1.0352 
POP-44 	 0.500108 	 0.512725 	 0.507633 	 0.491942 	 0.473892 	 0.414717 	 1.00001 	 1.00002 	 1.00009 	 1.00057 	 1.00265 	 1.01206 
POP-45 	 0.494025 	 0.501833 	 0.506233 	 0.535092 	 0.672075 	 0.8711 	 1.00002 	 1.00005 	 1.00048 	 1.00294 	 1.0133 	 1.02773 
POP-46 	 0.487425 	 0.495117 	 0.497317 	 0.500158 	 0.4882 	 0.420575 	 1 	 1.00001 	 1.00009 	 1.00046 	 1.00195 	 1.00735 
POP-47 	 0.500667 	 0.49555 	 0.50285 	 0.54995 	 0.854675 	 0.985517 	 1.00001 	 1.00004 	 1.00042 	 1.00658 	 1.03999 	 1.05783 
POP-48 	 0.4973 	 0.498942 	 0.4996 	 0.515833 	 0.59635 	 0.754308 	 1.00002 	 1.00011 	 1.00045 	 1.00221 	 1.00961 	 1.02236 
POP-49 	 0.4925 	 0.4916 	 0.49 	 0.491258 	 0.513392 	 0.575783 	 1.00001 	 1.00002 	 1.00011 	 1.00035 	 1.00112 	 1.00371 
POP-50 	 0.506608 	 0.505883 	 0.528133 	 0.621983 	 0.841783 	 0.937142 	 1.00003 	 1.00021 	 1.00146 	 1.0093 	 1.02661 	 1.0343 
POP-51 	 0.495183 	 0.504908 	 0.488692 	 0.386983 	 0.11215 	 0.011375 	 1.00001 	 1.00011 	 1.00092 	 1.00892 	 1.03444 	 1.04375 
POP-52 	 0.50295 	 0.514317 	 0.513475 	 0.509967 	 0.505217 	 0.509042 	 1 	 1 	 1.00002 	 1.00008 	 1.00028 	 1.001 
POP-53 	 0.500858 	 0.505108 	 0.48755 	 0.486192 	 0.48925 	 0.490383 	 1 	 1.00001 	 1.00005 	 1.00016 	 1.00084 	 1.00362 
POP-54 	 0.509425 	 0.514192 	 0.527267 	 0.586583 	 0.710392 	 0.87975 	 1.00004 	 1.00025 	 1.00106 	 1.00374 	 1.01067 	 1.02289 
POP-55 	 0.503558 	 0.506608 	 0.499792 	 0.506442 	 0.48755 	 0.461333 	 1 	 1.00002 	 1.00008 	 1.00022 	 1.00088 	 1.00426 
POP-56 	 0.491658 	 0.492433 	 0.477617 	 0.47405 	 0.415842 	 0.206933 	 1 	 1.00001 	 1.0001 	 1.00078 	 1.00613 	 1.02561 
POP-57 	 0.507983 	 0.488842 	 0.500092 	 0.550067 	 0.72845 	 0.880058 	 1.00001 	 1.00008 	 1.00063 	 1.00414 	 1.01814 	 1.0327 
POP-58 	 0.496925 	 0.48955 	 0.495083 	 0.503492 	 0.484758 	 0.393892 	 1 	 1 	 1.00002 	 1.00017 	 1.00102 	 1.0059 
POP-59 	 0.493367 	 0.502308 	 0.5122 	 0.516475 	 0.521425 	 0.557 	 1 	 1.00001 	 1.00006 	 1.00015 	 1.00085 	 1.00583 
POP-60 	 0.502275 	 0.493733 	 0.487233 	 0.520617 	 0.715092 	 0.874983 	 1.00001 	 1.0001 	 1.00052 	 1.0045 	 1.02086 	 1.03517 
POP-61 	 0.491358 	 0.486833 	 0.487792 	 0.458717 	 0.3259 	 0.093575 	 1.00001 	 1.00004 	 1.00026 	 1.00248 	 1.01402 	 1.03271 
POP-62 	 0.495925 	 0.495475 	 0.505 	 0.475658 	 0.337942 	 0.113883 	 1.00001 	 1.00004 	 1.00038 	 1.00247 	 1.01349 	 1.03042 
POP-63 	 0.487333 	 0.505233 	 0.511275 	 0.525283 	 0.573592 	 0.757933 	 1 	 1.00001 	 1.0001 	 1.00073 	 1.00456 	 1.01674 
POP-64 	 0.505158 	 0.508042 	 0.51865 	 0.526825 	 0.682308 	 0.930742 	 1.00002 	 1.00008 	 1.00039 	 1.00323 	 1.01981 	 1.04219 
POP-65 	 0.500325 	 0.510017 	 0.524433 	 0.488317 	 0.203 	 0.023675 	 1.00001 	 1.00004 	 1.00042 	 1.00471 	 1.03021 	 1.04629 
POP-66 	 0.486433 	 0.485792 	 0.485192 	 0.451533 	 0.276858 	 0.0767167 	 1 	 1.00006 	 1.00046 	 1.00321 	 1.01489 	 1.02904 
POP-67 	 0.501025 	 0.506675 	 0.481408 	 0.348075 	 0.117758 	 0.0298 	 1.00004 	 1.00034 	 1.00212 	 1.01155 	 1.02753 	 1.03336 
POP-68 	 0.507258 	 0.513508 	 0.507183 	 0.519758 	 0.658975 	 0.891133 	 1 	 1.00004 	 1.00038 	 1.00201 	 1.01003 	 1.02958 
POP-69 	 0.49415 	 0.491125 	 0.490733 	 0.47285 	 0.4613 	 0.414158 	 1 	 1.00001 	 1.00008 	 1.00031 	 1.00114 	 1.00447 
POP-70 	 0.4928 	 0.501783 	 0.5023 	 0.487042 	 0.416017 	 0.188792 	 1.00001 	 1.00002 	 1.0001 	 1.0008 	 1.00569 	 1.0228 
POP-71 	 0.505217 	 0.490767 	 0.493783 	 0.504975 	 0.532658 	 0.63435 	 1.00001 	 1.00008 	 1.00036 	 1.00212 	 1.0093 	 1.02197 
POP-72 	 0.483017 	 0.485058 	 0.492108 	 0.553883 	 0.769092 	 0.951767 	 1.00002 	 1.00006 	 1.00055 	 1.00435 	 1.02056 	 1.03474 
POP-73 	 0.50175 	 0.507567 	 0.513442 	 0.546842 	 0.690833 	 0.855725 	 1.00002 	 1.00009 	 1.00068 	 1.00432 	 1.01812 	 1.03072 
POP-74 	 0.500125 	 0.499225 	 0.498317 	 0.498517 	 0.504058 	 0.518925 	 1 	 1.00001 	 1.00003 	 1.00008 	 1.00034 	 1.00139 
POP-75 	 0.481358 	 0.493158 	 0.493083 	 0.530358 	 0.669975 	 0.874108 	 1.00001 	 1.00009 	 1.0006 	 1.003 	 1.01382 	 1.02886 
POP-76 	 0.488567 	 0.4851 	 0.4883 	 0.4767 	 0.330683 	 0.0724833 	 1 	 1.00001 	 1.00013 	 1.00176 	 1.01514 	 1.03744 
POP-77 	 0.494483 	 0.480567 	 0.488183 	 0.483858 	 0.448283 	 0.271633 	 1.00001 	 1.00002 	 1.00006 	 1.00028 	 1.00224 	 1.02271 
POP-78 	 0.5092 	 0.514367 	 0.5222 	 0.526883 	 0.544358 	 0.574217 	 1 	 1.00004 	 1.00009 	 1.00029 	 1.00119 	 1.00495 
POP-79 	 0.495367 	 0.499842 	 0.47795 	 0.396267 	 0.201492 	 0.0801417 	 1.00002 	 1.00024 	 1.00153 	 1.00798 	 1.02217 	 1.03172 
POP-80 	 0.488842 	 0.4889 	 0.472592 	 0.454875 	 0.341825 	 0.108658 	 1.00001 	 1.00003 	 1.00027 	 1.0019 	 1.01219 	 1.03261 
POP-81 	 0.505158 	 0.506917 	 0.539325 	 0.735 	 0.93695 	 0.9841 	 1.00003 	 1.00042 	 1.00353 	 1.02111 	 1.03876 	 1.04192 
POP-82 	 0.4873 	 0.484583 	 0.4861 	 0.499825 	 0.511517 	 0.4934 	 1.00001 	 1.00004 	 1.0002 	 1.00106 	 1.00545 	 1.01803 
POP-83 	 0.515175 	 0.527133 	 0.5274 	 0.54815 	 0.62735 	 0.694783 	 1.00001 	 1.00009 	 1.00051 	 1.00349 	 1.0142 	 1.0284 
POP-84 	 0.495075 	 0.501692 	 0.492567 	 0.451792 	 0.292625 	 0.0946 	 1.00001 	 1.00006 	 1.00053 	 1.00316 	 1.01462 	 1.02911 
POP-85 	 0.484567 	 0.476575 	 0.458325 	 0.441792 	 0.375725 	 0.211125 	 1 	 1.00002 	 1.00016 	 1.00101 	 1.00515 	 1.01603 
POP-86 	 0.500567 	 0.498533 	 0.49515 	 0.500208 	 0.392017 	 0.154583 	 1.00001 	 1.00004 	 1.00025 	 1.00169 	 1.00988 	 1.02656 
POP-87 	 0.508442 	 0.519925 	 0.522867 	 0.549942 	 0.773358 	 0.955525 	 1.00001 	 1.00006 	 1.00055 	 1.00468 	 1.02545 	 1.04026 
POP-88 	 0.512875 	 0.521117 	 0.514008 	 0.525925 	 0.6032 	 0.782717 	 1 	 1.00007 	 1.00035 	 1.00162 	 1.00799 	 1.02164 
POP-89 	 0.504508 	 0.507942 	 0.504533 	 0.482067 	 0.371633 	 0.229967 	 1.00001 	 1.00005 	 1.00053 	 1.00391 	 1.01993 	 1.03561 
POP-90 	 0.49945 	 0.490408 	 0.475592 	 0.376492 	 0.116375 	 0.0216083 	 1.00002 	 1.00018 	 1.00128 	 1.01054 	 1.03438 	 1.0424 
POP-91 	 0.499292 	 0.502492 	 0.514675 	 0.543183 	 0.608392 	 0.648917 	 1.00002 	 1.00017 	 1.00078 	 1.00391 	 1.01323 	 1.0237 
POP-92 	 0.499867 	 0.500025 	 0.496025 	 0.469442 	 0.429592 	 0.360583 	 1.00002 	 1.00011 	 1.00049 	 1.00276 	 1.0099 	 1.02129 
POP-93 	 0.499517 	 0.50645 	 0.506992 	 0.515933 	 0.58065 	 0.805808 	 1.00001 	 1.00001 	 1.00008 	 1.00091 	 1.00817 	 1.02967 
POP-94 	 0.514083 	 0.516817 	 0.507125 	 0.484283 	 0.481833 	 0.517633 	 1.00001 	 1.00009 	 1.00074 	 1.00475 	 1.01782 	 1.03008 
POP-95 	 0.507308 	 0.526725 	 0.532808 	 0.522867 	 0.506425 	 0.525458 	 1 	 1.00002 	 1.00005 	 1.00024 	 1.00101 	 1.00518 
POP-96 	 0.496158 	 0.500467 	 0.439667 	 0.143133 	 0.00389167 	 5e-05 	 1.00002 	 1.00039 	 1.00589 	 1.03886 	 1.07873 	 1.09268 
POP-97 	 0.504183 	 0.504325 	 0.501708 	 0.522258 	 0.573867 	 0.698758 	 1 	 1.00004 	 1.0003 	 1.00165 	 1.00775 	 1.02103 
POP-98 	 0.509208 	 0.501567 	 0.493092 	 0.511083 	 0.560225 	 0.801517 	 1.00001 	 1.00001 	 1.00008 	 1.00073 	 1.00677 	 1.02754 
POP-99 	 0.498658 	 0.500842 	 0.499242 	 0.510467 	 0.508183 	 0.508617 	 1.00001 	 1.00004 	 1.00011 	 1.00047 	 1.00195 	 1.00833 
POP-100 	 0.505917 	 0.511333 	 0.515017 	 0.517133 	 0.529842 	 0.534817 	 1 	 1.00002 	 1.00006 	 1.00027 	 1.00127 	 1.00561 
