Population	 Frequency at Bottleneck 10	 Frequency at Bottleneck 20	 Frequency at Bottleneck 30	 Frequency at Bottleneck 40	 Frequency at Bottleneck 50	 Frequency at Bottleneck 60	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 30	 Whole Population Fitness Average at Bottleneck 40	 Whole Population Fitness Average at Bottleneck 50	 Whole Population Fitness Average at Bottleneck 60
POP-35 	 0.775325 	 0.971183 	 1 	 1 	 1 	 1 	 1.24323 	 1.68918 	 2.69267 	 3.66091 	 5.3567 	 8.41396 
POP-36 	 0.0412833 	 0 	 0 	 0 	 0 	 0 	 1.44654 	 1.99562 	 2.9539 	 4.83582 	 9.99528 	 15.1961 
POP-37 	 0.999992 	 1 	 1 	 1 	 1 	 1 	 1.73794 	 4.15562 	 5.832 	 9.67435 	 21.0083 	 33.2702 
POP-38 	 0.0571917 	 0 	 0 	 0 	 0 	 0 	 1.24354 	 1.92709 	 2.56086 	 5.46832 	 8.10991 	 10.8675 
POP-39 	 0.993967 	 1 	 1 	 1 	 1 	 1 	 1.41978 	 1.92418 	 2.97419 	 5.17562 	 7.21131 	 19.5847 
POP-40 	 0.468817 	 0.0480917 	 0 	 0 	 0 	 0 	 1.02698 	 1.36476 	 2.29017 	 3.75809 	 5.4148 	 7.05615 
POP-41 	 0.00544167 	 0 	 0 	 0 	 0 	 0 	 2.053 	 5.45966 	 7.22388 	 15.5082 	 26.6003 	 43.1647 
POP-42 	 0.0142167 	 0 	 0 	 0 	 0 	 0 	 1.39381 	 2.54621 	 3.585 	 4.78492 	 7.55733 	 10.5551 
POP-43 	 0.726458 	 7.5e-05 	 0 	 0 	 0 	 0 	 1.33352 	 2.23218 	 4.78305 	 7.5646 	 15.6441 	 45.145 
POP-44 	 0.999933 	 1 	 1 	 1 	 1 	 1 	 1.55435 	 3.48722 	 6.193 	 19.9451 	 28.7831 	 68.5706 
POP-45 	 0.880708 	 1 	 1 	 1 	 1 	 1 	 1.45306 	 2.03554 	 3.89072 	 5.80964 	 12.704 	 18.8122 
POP-46 	 0.01605 	 0 	 0 	 0 	 0 	 0 	 1.41543 	 1.79758 	 2.96262 	 4.10329 	 6.27912 	 9.37926 
POP-47 	 0.999517 	 1 	 1 	 1 	 1 	 1 	 1.58668 	 2.99123 	 4.69469 	 6.24685 	 9.65361 	 15.6492 
POP-48 	 0.172 	 0 	 0 	 0 	 0 	 0 	 1.18023 	 2.27836 	 3.93082 	 5.89645 	 8.99275 	 14.0432 
POP-49 	 0.99765 	 1 	 1 	 1 	 1 	 1 	 1.44686 	 2.23599 	 6.40503 	 10.5394 	 14.5964 	 22.9846 
POP-50 	 0.706458 	 0.477942 	 0.00045 	 0 	 0 	 0 	 1.25702 	 1.49586 	 2.30503 	 3.68912 	 7.34677 	 14.4794 
POP-51 	 0.000291667 	 0 	 0 	 0 	 0 	 0 	 1.41974 	 3.11102 	 3.81157 	 4.93427 	 6.26761 	 10.0268 
POP-52 	 0.990283 	 1 	 1 	 1 	 1 	 1 	 1.43238 	 2.13732 	 4.73449 	 6.91112 	 10.4127 	 17.7134 
POP-53 	 0.335583 	 0.999992 	 1 	 1 	 1 	 1 	 1.17659 	 2.15221 	 4.20171 	 5.49583 	 9.39897 	 20.7555 
POP-54 	 0.489317 	 0 	 0 	 0 	 0 	 0 	 1.028 	 2.91735 	 4.38231 	 8.25486 	 14.2335 	 27.9929 
POP-55 	 0.368325 	 0.54135 	 0.166792 	 0.9992 	 1 	 1 	 1.26515 	 1.36268 	 2.03386 	 3.70652 	 5.83108 	 7.94553 
POP-56 	 1 	 1 	 1 	 1 	 1 	 1 	 1.74747 	 2.8253 	 5.3246 	 10.5779 	 14.3876 	 25.0606 
POP-57 	 0.9495 	 0.980633 	 1 	 1 	 1 	 1 	 1.39732 	 1.69376 	 4.01923 	 6.72411 	 11.8781 	 16.3636 
POP-58 	 0.00100833 	 0 	 0 	 0 	 0 	 0 	 1.40986 	 2.83679 	 4.38288 	 7.07134 	 11.1703 	 15.0357 
POP-59 	 0.987692 	 1 	 1 	 1 	 1 	 1 	 1.85544 	 2.30198 	 3.43007 	 5.26082 	 6.36985 	 7.93077 
POP-60 	 0.088375 	 0 	 0 	 0 	 0 	 0 	 1.35036 	 1.50726 	 1.95609 	 3.62701 	 5.67501 	 9.27091 
POP-61 	 0.0590833 	 0 	 0 	 0 	 0 	 0 	 1.31213 	 1.89964 	 2.45591 	 4.36446 	 9.26782 	 13.852 
POP-62 	 0.539342 	 1 	 1 	 1 	 1 	 1 	 1.09966 	 2.14117 	 4.321 	 6.22363 	 10.9181 	 19.5789 
POP-63 	 0.970883 	 1 	 1 	 1 	 1 	 1 	 1.59855 	 1.79978 	 2.7602 	 3.64601 	 5.04502 	 7.92596 
POP-64 	 0.346008 	 0.683125 	 1 	 1 	 1 	 1 	 1.24129 	 1.88495 	 3.74419 	 6.22703 	 11.202 	 16.5505 
POP-65 	 0.955033 	 1 	 1 	 1 	 1 	 1 	 1.34782 	 1.94819 	 2.33522 	 3.97274 	 6.61319 	 9.64959 
POP-66 	 0.841533 	 1 	 1 	 1 	 1 	 1 	 1.17636 	 1.70038 	 3.18208 	 4.28719 	 6.33435 	 7.52628 
POP-67 	 0.0455333 	 0 	 0 	 0 	 0 	 0 	 1.56791 	 2.29478 	 3.00154 	 6.5383 	 8.63662 	 17.3988 
POP-68 	 0.00133333 	 0 	 0 	 0 	 0 	 0 	 1.5418 	 2.24267 	 3.26118 	 5.69173 	 8.22856 	 15.498 
POP-69 	 5e-05 	 0 	 0 	 0 	 0 	 0 	 1.66615 	 2.21307 	 2.84861 	 5.94899 	 11.1602 	 20.9902 
POP-70 	 0.0159833 	 0 	 0 	 0 	 0 	 0 	 1.79043 	 3.16933 	 4.82485 	 6.33541 	 11.2699 	 17.9417 
POP-71 	 0.288533 	 1 	 1 	 1 	 1 	 1 	 1.35559 	 2.16882 	 2.78165 	 4.48777 	 9.2204 	 14.2329 
POP-72 	 0.001425 	 0 	 0 	 0 	 0 	 0 	 1.39695 	 1.78363 	 3.12279 	 4.78738 	 6.24657 	 12.3213 
POP-73 	 0.818392 	 0.984217 	 1 	 1 	 1 	 1 	 1.25687 	 1.53408 	 2.17279 	 4.55714 	 6.50252 	 16.408 
POP-74 	 0.0500083 	 0 	 0 	 0 	 0 	 0 	 1.2351 	 2.60989 	 3.13226 	 5.81272 	 8.53379 	 20.2964 
POP-75 	 0.90305 	 1 	 1 	 1 	 1 	 1 	 1.5003 	 2.25387 	 2.83328 	 6.14287 	 11.128 	 16.7461 
POP-76 	 0.00705833 	 0 	 0 	 0 	 0 	 0 	 1.53524 	 2.76429 	 3.96969 	 5.40904 	 7.21718 	 12.7296 
POP-77 	 0.913275 	 1 	 1 	 1 	 1 	 1 	 1.34315 	 1.67823 	 2.16442 	 3.5499 	 5.65435 	 7.69797 
POP-78 	 0.974975 	 1 	 1 	 1 	 1 	 1 	 1.37909 	 1.96867 	 2.50891 	 4.54255 	 7.21086 	 10.0823 
POP-79 	 0.159617 	 5e-05 	 0 	 0 	 0 	 0 	 1.41267 	 1.98419 	 3.88658 	 8.52672 	 14.4797 	 19.8497 
POP-80 	 0.055525 	 0 	 0 	 0 	 0 	 0 	 1.26857 	 2.12501 	 5.24516 	 6.78972 	 19.6446 	 33.6319 
POP-81 	 0.249842 	 0.999492 	 1 	 1 	 1 	 1 	 1.64908 	 2.66729 	 4.47783 	 6.08036 	 8.55395 	 18.5636 
POP-82 	 2.5e-05 	 0 	 0 	 0 	 0 	 0 	 1.73268 	 2.46952 	 3.82115 	 6.43682 	 11.4562 	 18.6368 
POP-83 	 0.000133333 	 0 	 0 	 0 	 0 	 0 	 1.95712 	 2.63956 	 3.87286 	 5.94711 	 10.6841 	 14.7029 
POP-84 	 0.999892 	 1 	 1 	 1 	 1 	 1 	 1.66499 	 2.39204 	 3.15797 	 7.74166 	 12.5701 	 19.644 
POP-85 	 0.145058 	 0 	 0 	 0 	 0 	 0 	 1.39802 	 2.07117 	 2.81953 	 4.6911 	 8.20068 	 12.4574 
POP-86 	 0.5583 	 1 	 1 	 1 	 1 	 1 	 1.07006 	 2.6097 	 3.71712 	 4.9197 	 6.40446 	 13.1799 
POP-87 	 0.000225 	 0 	 0 	 0 	 0 	 0 	 1.46533 	 1.73572 	 2.81996 	 4.79561 	 6.27683 	 12.9715 
POP-88 	 0.0992417 	 5.83333e-05 	 0 	 0 	 0 	 0 	 1.29755 	 2.19557 	 3.30314 	 6.35938 	 8.38119 	 9.97028 
POP-89 	 0.150033 	 0.000166667 	 0 	 0 	 0 	 0 	 1.46826 	 2.19047 	 3.22212 	 4.21572 	 6.62595 	 9.27004 
POP-90 	 0.0166583 	 0 	 0 	 0 	 0 	 0 	 1.61398 	 3.05779 	 3.99711 	 6.39352 	 10.0217 	 15.726 
POP-91 	 4.16667e-05 	 0 	 0 	 0 	 0 	 0 	 1.57178 	 2.29046 	 3.6545 	 5.01251 	 7.85203 	 11.0877 
POP-92 	 0.000191667 	 0 	 0 	 0 	 0 	 0 	 1.39622 	 1.94693 	 4.30692 	 7.07536 	 10.6633 	 19.4448 
POP-93 	 0.094275 	 0 	 0 	 0 	 0 	 0 	 1.32085 	 2.14922 	 3.85602 	 5.19116 	 6.58761 	 12.7042 
POP-94 	 0.52355 	 0.000216667 	 0 	 0 	 0 	 0 	 1.08226 	 1.97283 	 3.86418 	 5.97114 	 10.1439 	 18.7396 
POP-95 	 0.01685 	 0 	 0 	 0 	 0 	 0 	 1.34448 	 2.59619 	 3.72571 	 4.68673 	 7.3342 	 10.8095 
POP-96 	 0.265 	 0.00045 	 0 	 0 	 0 	 0 	 1.30079 	 2.03989 	 3.23271 	 4.61324 	 6.38519 	 9.67332 
POP-97 	 0.998775 	 1 	 1 	 1 	 1 	 1 	 1.69081 	 4.36608 	 6.86327 	 12.9393 	 25.428 	 34.543 
POP-98 	 0.999867 	 1 	 1 	 1 	 1 	 1 	 1.75491 	 2.77878 	 4.80674 	 7.58991 	 11.5369 	 16.4449 
POP-99 	 0.514708 	 0.999917 	 1 	 1 	 1 	 1 	 1.53086 	 2.60448 	 4.5335 	 6.4105 	 9.49213 	 11.8004 
POP-100 	 0.634467 	 0.999975 	 1 	 1 	 1 	 1 	 1.36246 	 2.13916 	 4.11016 	 6.64576 	 9.46047 	 22.1272 
