Population	 Frequency at Bottleneck 10	 Frequency at Bottleneck 20	 Frequency at Bottleneck 30	 Frequency at Bottleneck 40	 Frequency at Bottleneck 50	 Frequency at Bottleneck 60	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 30	 Whole Population Fitness Average at Bottleneck 40	 Whole Population Fitness Average at Bottleneck 50	 Whole Population Fitness Average at Bottleneck 60
POP-11 	 0.499508 	 0.502192 	 0.49225 	 0.478325 	 0.454325 	 0.35905 	 1 	 1 	 1.00004 	 1.00016 	 1.00145 	 1.00858 
POP-12 	 0.488317 	 0.489075 	 0.485325 	 0.4862 	 0.503025 	 0.50735 	 1 	 1 	 1.00001 	 1.00005 	 1.00022 	 1.0008 
POP-13 	 0.498917 	 0.50655 	 0.5037 	 0.488708 	 0.358583 	 0.0911167 	 1 	 1.00003 	 1.00018 	 1.00156 	 1.01195 	 1.03297 
POP-14 	 0.4972 	 0.501475 	 0.494275 	 0.497733 	 0.473042 	 0.4372 	 1 	 1 	 1.00006 	 1.00031 	 1.00119 	 1.00415 
POP-15 	 0.4889 	 0.484708 	 0.477608 	 0.469158 	 0.455058 	 0.359658 	 1 	 1.00002 	 1.00008 	 1.00042 	 1.00191 	 1.00834 
POP-16 	 0.499275 	 0.490325 	 0.4799 	 0.480192 	 0.470858 	 0.477992 	 1 	 1 	 1.00001 	 1.00001 	 1.00002 	 1.00007 
POP-17 	 0.505167 	 0.491525 	 0.493058 	 0.490833 	 0.4919 	 0.503633 	 1 	 1.00001 	 1.00001 	 1.00001 	 1.00002 	 1.00015 
POP-18 	 0.5131 	 0.513192 	 0.52785 	 0.672942 	 0.949783 	 0.997733 	 1 	 1.0001 	 1.00148 	 1.01673 	 1.04536 	 1.05492 
POP-19 	 0.518383 	 0.51065 	 0.5104 	 0.515892 	 0.5082 	 0.4947 	 1 	 1.00001 	 1.00001 	 1.00001 	 1.00001 	 1.00002 
POP-20 	 0.497158 	 0.497092 	 0.488742 	 0.486617 	 0.495342 	 0.506533 	 1 	 1 	 1 	 1.00001 	 1.00001 	 1.00001 
POP-21 	 0.499242 	 0.499633 	 0.511592 	 0.514183 	 0.502342 	 0.449075 	 1 	 1.00001 	 1.00002 	 1.00015 	 1.00077 	 1.00328 
POP-22 	 0.506767 	 0.490392 	 0.486383 	 0.495508 	 0.4986 	 0.537408 	 1.00001 	 1.00002 	 1.00009 	 1.00027 	 1.00083 	 1.00274 
POP-23 	 0.513125 	 0.513975 	 0.512333 	 0.514217 	 0.505117 	 0.497433 	 1 	 1 	 1 	 1 	 1 	 1.00006 
POP-24 	 0.492767 	 0.495633 	 0.500042 	 0.493342 	 0.497175 	 0.460217 	 1 	 1.00001 	 1.00004 	 1.00017 	 1.00062 	 1.00253 
POP-25 	 0.494742 	 0.493883 	 0.4968 	 0.498842 	 0.510767 	 0.510392 	 1 	 1 	 1 	 1 	 1.00001 	 1.00012 
POP-26 	 0.500633 	 0.506725 	 0.515175 	 0.519708 	 0.5639 	 0.905108 	 1 	 1 	 1 	 1.00015 	 1.00596 	 1.04978 
POP-27 	 0.496017 	 0.491492 	 0.483033 	 0.382325 	 0.0829 	 0.006475 	 1.00002 	 1.00006 	 1.00078 	 1.01114 	 1.04245 	 1.05004 
POP-28 	 0.49785 	 0.498933 	 0.495767 	 0.504042 	 0.504017 	 0.5273 	 1 	 1.00001 	 1.00003 	 1.00008 	 1.00022 	 1.00064 
POP-29 	 0.48905 	 0.498908 	 0.50545 	 0.491058 	 0.485808 	 0.482375 	 1 	 1 	 1.00001 	 1.00005 	 1.00015 	 1.00161 
POP-30 	 0.511508 	 0.507 	 0.511417 	 0.514142 	 0.519492 	 0.5092 	 1 	 1 	 1 	 1 	 1 	 1.00001 
POP-31 	 0.490817 	 0.483467 	 0.475733 	 0.467917 	 0.471317 	 0.487033 	 1 	 1.00002 	 1.00009 	 1.00021 	 1.00055 	 1.00164 
POP-32 	 0.500058 	 0.496825 	 0.545575 	 0.726367 	 0.954392 	 0.995658 	 1.00003 	 1.00022 	 1.00271 	 1.01894 	 1.03885 	 1.04252 
POP-33 	 0.497992 	 0.485442 	 0.487767 	 0.545475 	 0.830717 	 0.982008 	 1.00001 	 1.00003 	 1.00055 	 1.00579 	 1.03129 	 1.04427 
POP-34 	 0.503967 	 0.515617 	 0.517542 	 0.5227 	 0.544417 	 0.540367 	 1 	 1 	 1 	 1 	 1.00001 	 1.00001 
POP-35 	 0.499483 	 0.50075 	 0.499175 	 0.501383 	 0.48445 	 0.407925 	 1.00001 	 1.00003 	 1.00008 	 1.00034 	 1.0013 	 1.00573 
POP-36 	 0.495233 	 0.493617 	 0.479775 	 0.482858 	 0.47865 	 0.482142 	 1 	 1 	 1.00001 	 1.00001 	 1.00006 	 1.0005 
POP-37 	 0.508858 	 0.492808 	 0.487983 	 0.503058 	 0.548542 	 0.662308 	 1.00001 	 1.00002 	 1.00014 	 1.00056 	 1.0025 	 1.00985 
POP-38 	 0.5055 	 0.505858 	 0.4996 	 0.505592 	 0.512925 	 0.501475 	 1 	 1 	 1 	 1 	 1 	 1.00002 
POP-39 	 0.495708 	 0.493267 	 0.485358 	 0.4899 	 0.70585 	 0.987717 	 1 	 1 	 1.00002 	 1.00115 	 1.02832 	 1.06475 
POP-40 	 0.491525 	 0.478658 	 0.48075 	 0.528192 	 0.80105 	 0.982058 	 1 	 1.00002 	 1.00022 	 1.00395 	 1.03072 	 1.0482 
POP-41 	 0.504692 	 0.503908 	 0.485075 	 0.476367 	 0.464783 	 0.468525 	 1 	 1 	 1 	 1 	 1 	 1 
POP-42 	 0.486883 	 0.490908 	 0.479983 	 0.483717 	 0.491417 	 0.435517 	 1 	 1 	 1.00001 	 1.00009 	 1.00071 	 1.00492 
POP-43 	 0.516858 	 0.525867 	 0.529792 	 0.526533 	 0.523092 	 0.52635 	 1 	 1.00001 	 1.00001 	 1.00001 	 1.00002 	 1.00003 
POP-44 	 0.497067 	 0.476883 	 0.483692 	 0.4877 	 0.496467 	 0.514192 	 1 	 1 	 1 	 1.00002 	 1.00005 	 1.00342 
POP-45 	 0.505858 	 0.506792 	 0.514783 	 0.522442 	 0.491992 	 0.258983 	 1 	 1.00001 	 1.00004 	 1.00029 	 1.00329 	 1.02074 
POP-46 	 0.493667 	 0.493025 	 0.493533 	 0.499617 	 0.519475 	 0.601033 	 1.00001 	 1.00004 	 1.00011 	 1.0004 	 1.00157 	 1.00549 
POP-47 	 0.496258 	 0.486025 	 0.482667 	 0.479075 	 0.482433 	 0.479692 	 1 	 1 	 1 	 1 	 1 	 1 
POP-48 	 0.500542 	 0.50985 	 0.519658 	 0.513875 	 0.529883 	 0.52595 	 1 	 1 	 1 	 1 	 1.00001 	 1.00005 
POP-49 	 0.510108 	 0.50825 	 0.505908 	 0.496883 	 0.499192 	 0.510958 	 1 	 1 	 1 	 1 	 1 	 1 
POP-50 	 0.497792 	 0.486942 	 0.474883 	 0.481167 	 0.465242 	 0.371642 	 1 	 1.00003 	 1.00008 	 1.00037 	 1.00183 	 1.00741 
POP-51 	 0.500608 	 0.496567 	 0.495167 	 0.48245 	 0.455325 	 0.3726 	 1.00001 	 1.00005 	 1.00016 	 1.00055 	 1.00188 	 1.00539 
POP-52 	 0.503575 	 0.509167 	 0.509225 	 0.513217 	 0.506433 	 0.486333 	 1 	 1 	 1.00001 	 1.00005 	 1.00013 	 1.00075 
POP-53 	 0.509692 	 0.516708 	 0.515275 	 0.521025 	 0.530083 	 0.769942 	 1 	 1 	 1.00001 	 1.00002 	 1.00037 	 1.05043 
POP-54 	 0.511967 	 0.527425 	 0.521658 	 0.521708 	 0.4357 	 0.247933 	 1 	 1.00004 	 1.00025 	 1.00126 	 1.00496 	 1.01528 
POP-55 	 0.496108 	 0.505375 	 0.528592 	 0.533475 	 0.545967 	 0.575458 	 1 	 1 	 1 	 1.00002 	 1.00029 	 1.00358 
POP-56 	 0.504425 	 0.503417 	 0.491458 	 0.499992 	 0.488808 	 0.479758 	 1 	 1 	 1 	 1 	 1.00003 	 1.00028 
POP-57 	 0.488625 	 0.482108 	 0.474108 	 0.48075 	 0.510533 	 0.620375 	 1 	 1.00002 	 1.00006 	 1.00029 	 1.00161 	 1.00909 
POP-58 	 0.500383 	 0.493325 	 0.494642 	 0.518717 	 0.60475 	 0.780567 	 1.00001 	 1.00007 	 1.00039 	 1.00168 	 1.00611 	 1.01612 
POP-59 	 0.493125 	 0.49705 	 0.501375 	 0.489733 	 0.494358 	 0.495575 	 1 	 1 	 1.00001 	 1.00005 	 1.00009 	 1.00026 
POP-60 	 0.501358 	 0.501008 	 0.541492 	 0.771683 	 0.973775 	 0.997275 	 1.00003 	 1.00028 	 1.00316 	 1.02413 	 1.04321 	 1.04544 
POP-61 	 0.48445 	 0.480667 	 0.482258 	 0.464942 	 0.479767 	 0.555283 	 1 	 1 	 1.00002 	 1.00015 	 1.00096 	 1.00638 
POP-62 	 0.503125 	 0.493767 	 0.4969 	 0.5193 	 0.714067 	 0.96335 	 1 	 1.00002 	 1.00011 	 1.0021 	 1.02122 	 1.04586 
POP-63 	 0.50205 	 0.509842 	 0.515975 	 0.509092 	 0.503133 	 0.510925 	 1.00001 	 1.00001 	 1.00002 	 1.00005 	 1.00014 	 1.00049 
POP-64 	 0.5025 	 0.499792 	 0.474558 	 0.475225 	 0.430825 	 0.331817 	 1 	 1.00003 	 1.0001 	 1.00068 	 1.00417 	 1.01646 
POP-65 	 0.5075 	 0.511033 	 0.508317 	 0.513733 	 0.50025 	 0.501875 	 1 	 1 	 1 	 1 	 1 	 1.00001 
POP-66 	 0.503267 	 0.495983 	 0.486542 	 0.482867 	 0.46685 	 0.397592 	 1.00001 	 1.00001 	 1.00006 	 1.00024 	 1.0014 	 1.00625 
POP-67 	 0.501658 	 0.478583 	 0.481683 	 0.480225 	 0.4783 	 0.477642 	 1 	 1 	 1 	 1.00001 	 1.00001 	 1.00001 
POP-68 	 0.48205 	 0.491167 	 0.489308 	 0.479742 	 0.476833 	 0.479733 	 1 	 1 	 1 	 1.00001 	 1.00004 	 1.00015 
POP-69 	 0.521033 	 0.523642 	 0.521208 	 0.529175 	 0.528642 	 0.531625 	 1 	 1 	 1 	 1.00001 	 1.00001 	 1.00002 
POP-70 	 0.490667 	 0.495658 	 0.505567 	 0.5044 	 0.511042 	 0.519867 	 1 	 1 	 1 	 1.00001 	 1.00001 	 1.00001 
POP-71 	 0.489783 	 0.49145 	 0.4779 	 0.482775 	 0.44215 	 0.155867 	 1 	 1 	 1.00001 	 1.00022 	 1.00434 	 1.03745 
POP-72 	 0.506908 	 0.489125 	 0.508525 	 0.495567 	 0.460733 	 0.303967 	 1 	 1.00002 	 1.00015 	 1.00082 	 1.00394 	 1.01362 
POP-73 	 0.494308 	 0.491975 	 0.504142 	 0.498717 	 0.505467 	 0.491658 	 1 	 1.00001 	 1.00001 	 1.00002 	 1.00007 	 1.00034 
POP-74 	 0.509 	 0.501633 	 0.50695 	 0.49445 	 0.506342 	 0.67085 	 1 	 1 	 1 	 1.00002 	 1.00083 	 1.02348 
POP-75 	 0.5046 	 0.510383 	 0.513658 	 0.50815 	 0.506667 	 0.497192 	 1 	 1 	 1.00001 	 1.00001 	 1.00004 	 1.0002 
POP-76 	 0.497517 	 0.503675 	 0.4971 	 0.497467 	 0.525683 	 0.646942 	 1 	 1.00002 	 1.00012 	 1.00074 	 1.00308 	 1.01025 
POP-77 	 0.493258 	 0.483975 	 0.480567 	 0.489267 	 0.492983 	 0.511058 	 1 	 1 	 1.00001 	 1.00002 	 1.00011 	 1.00084 
POP-78 	 0.4982 	 0.511517 	 0.508108 	 0.507192 	 0.518858 	 0.570733 	 1 	 1 	 1.00002 	 1.00015 	 1.00089 	 1.00566 
POP-79 	 0.487925 	 0.486767 	 0.69135 	 0.987942 	 0.999625 	 0.999875 	 1.00001 	 1.0007 	 1.02813 	 1.06995 	 1.07163 	 1.07167 
POP-80 	 0.491133 	 0.503292 	 0.521608 	 0.6621 	 0.92595 	 0.993183 	 1.00001 	 1.00014 	 1.00155 	 1.01336 	 1.03664 	 1.04252 
POP-81 	 0.489 	 0.478533 	 0.489183 	 0.495217 	 0.498267 	 0.489142 	 1 	 1 	 1 	 1.00001 	 1.00001 	 1.00002 
POP-82 	 0.49595 	 0.515458 	 0.527767 	 0.5139 	 0.774775 	 0.996392 	 1 	 1.00001 	 1.00005 	 1.00089 	 1.04333 	 1.08047 
POP-83 	 0.498642 	 0.502825 	 0.511158 	 0.517875 	 0.529792 	 0.547133 	 1 	 1.00001 	 1.00002 	 1.00005 	 1.00024 	 1.00093 
POP-84 	 0.491208 	 0.490075 	 0.502742 	 0.497958 	 0.476017 	 0.390592 	 1 	 1.00001 	 1.00005 	 1.00025 	 1.00134 	 1.00661 
POP-85 	 0.510167 	 0.514033 	 0.517217 	 0.509592 	 0.513692 	 0.356533 	 1 	 1 	 1 	 1.00001 	 1.00055 	 1.02401 
POP-86 	 0.507433 	 0.493992 	 0.4922 	 0.495092 	 0.48535 	 0.334042 	 1 	 1 	 1.00001 	 1.00012 	 1.0016 	 1.016 
POP-87 	 0.482808 	 0.463258 	 0.460892 	 0.464242 	 0.468275 	 0.476275 	 1 	 1 	 1 	 1 	 1 	 1.00002 
POP-88 	 0.484875 	 0.490833 	 0.487933 	 0.500175 	 0.532383 	 0.623567 	 1 	 1.00001 	 1.00007 	 1.00038 	 1.00178 	 1.00577 
POP-89 	 0.512575 	 0.527983 	 0.5293 	 0.528533 	 0.524375 	 0.400533 	 1 	 1.00001 	 1.00001 	 1.00011 	 1.00113 	 1.00887 
POP-90 	 0.502417 	 0.506375 	 0.497725 	 0.489992 	 0.48855 	 0.485067 	 1 	 1.00001 	 1.00003 	 1.0001 	 1.00028 	 1.00078 
POP-91 	 0.5098 	 0.508608 	 0.494617 	 0.504417 	 0.48355 	 0.470517 	 1 	 1.00001 	 1.00007 	 1.00018 	 1.00046 	 1.00109 
POP-92 	 0.495675 	 0.484 	 0.482767 	 0.473642 	 0.430758 	 0.318533 	 1 	 1.00002 	 1.00008 	 1.00057 	 1.00277 	 1.01067 
POP-93 	 0.51465 	 0.521925 	 0.51065 	 0.521767 	 0.506633 	 0.4528 	 1 	 1.00001 	 1.0002 	 1.00168 	 1.01148 	 1.03226 
POP-94 	 0.499783 	 0.497492 	 0.498167 	 0.5043 	 0.502808 	 0.510108 	 1 	 1 	 1.00001 	 1.00002 	 1.00006 	 1.00027 
POP-95 	 0.50435 	 0.503467 	 0.521683 	 0.600233 	 0.852358 	 0.979158 	 1 	 1.00009 	 1.00098 	 1.00731 	 1.02624 	 1.0365 
POP-96 	 0.497767 	 0.489792 	 0.487308 	 0.493808 	 0.499708 	 0.495133 	 1 	 1 	 1 	 1 	 1.00001 	 1.00005 
POP-97 	 0.524933 	 0.526067 	 0.537375 	 0.543133 	 0.49755 	 0.468683 	 1.00001 	 1.00007 	 1.0006 	 1.00518 	 1.02547 	 1.03901 
POP-98 	 0.506542 	 0.513942 	 0.528417 	 0.531858 	 0.5513 	 0.556017 	 1 	 1 	 1 	 1 	 1 	 1 
POP-99 	 0.501808 	 0.495 	 0.499092 	 0.506783 	 0.50165 	 0.492883 	 1 	 1.00001 	 1.00001 	 1.00001 	 1.00003 	 1.00008 
POP-100 	 0.501558 	 0.499742 	 0.495842 	 0.495425 	 0.4867 	 0.49065 	 1 	 1 	 1.00001 	 1.00003 	 1.00005 	 1.00013 
