Population	 Frequency at Bottleneck 10	 Frequency at Bottleneck 20	 Frequency at Bottleneck 30	 Frequency at Bottleneck 40	 Frequency at Bottleneck 50	 Frequency at Bottleneck 60	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 30	 Whole Population Fitness Average at Bottleneck 40	 Whole Population Fitness Average at Bottleneck 50	 Whole Population Fitness Average at Bottleneck 60
POP-14 	 0.497442 	 0.512667 	 0.498608 	 0.444142 	 0.285383 	 0.186367 	 1.00006 	 1.00032 	 1.0018 	 1.00962 	 1.0253 	 1.03288 
POP-15 	 0.500867 	 0.498842 	 0.44915 	 0.216108 	 0.0410417 	 0.00296667 	 1.00005 	 1.00092 	 1.01149 	 1.04547 	 1.07941 	 1.09713 
POP-16 	 0.498367 	 0.504592 	 0.522217 	 0.58635 	 0.518383 	 0.317775 	 1.00008 	 1.00048 	 1.00279 	 1.01571 	 1.03601 	 1.04489 
POP-17 	 0.496208 	 0.491292 	 0.4458 	 0.21595 	 0.0622833 	 0.0152083 	 1.00008 	 1.0007 	 1.00652 	 1.0311 	 1.04754 	 1.05978 
POP-18 	 0.490925 	 0.493308 	 0.472642 	 0.320008 	 0.0701083 	 0.00693333 	 1.00002 	 1.00027 	 1.0022 	 1.01672 	 1.04273 	 1.06279 
POP-19 	 0.5082 	 0.502567 	 0.522508 	 0.653992 	 0.835117 	 0.868317 	 1.00004 	 1.00024 	 1.00225 	 1.01505 	 1.0336 	 1.0389 
POP-20 	 0.499242 	 0.501183 	 0.504083 	 0.484508 	 0.421025 	 0.251525 	 1.00002 	 1.00008 	 1.00034 	 1.00181 	 1.01018 	 1.0293 
POP-21 	 0.504708 	 0.510867 	 0.530408 	 0.5686 	 0.762758 	 0.914883 	 1.00003 	 1.00017 	 1.00106 	 1.00738 	 1.0298 	 1.04341 
POP-22 	 0.505017 	 0.506325 	 0.511283 	 0.514167 	 0.474067 	 0.381033 	 1.00002 	 1.00008 	 1.00033 	 1.00164 	 1.00706 	 1.0185 
POP-23 	 0.4987 	 0.498267 	 0.503933 	 0.512608 	 0.440425 	 0.187025 	 1.00002 	 1.00011 	 1.00046 	 1.0026 	 1.0147 	 1.05224 
POP-24 	 0.498392 	 0.499758 	 0.521817 	 0.566317 	 0.613567 	 0.647233 	 1.00008 	 1.00045 	 1.00298 	 1.0155 	 1.0355 	 1.04867 
POP-25 	 0.502108 	 0.503667 	 0.525267 	 0.5384 	 0.508192 	 0.351125 	 1.00002 	 1.00018 	 1.00135 	 1.00868 	 1.02867 	 1.03952 
POP-26 	 0.491967 	 0.490275 	 0.497167 	 0.562333 	 0.757217 	 0.935492 	 1.00003 	 1.00014 	 1.00085 	 1.00493 	 1.01942 	 1.0329 
POP-27 	 0.5042 	 0.508425 	 0.522492 	 0.578125 	 0.778433 	 0.917692 	 1.00002 	 1.00013 	 1.00095 	 1.00571 	 1.02214 	 1.0341 
POP-28 	 0.496558 	 0.508367 	 0.490475 	 0.495825 	 0.411667 	 0.210475 	 1.00002 	 1.00011 	 1.00057 	 1.00363 	 1.01837 	 1.03832 
POP-29 	 0.499717 	 0.504983 	 0.517508 	 0.557058 	 0.7216 	 0.894333 	 1.00003 	 1.00014 	 1.00083 	 1.00468 	 1.02092 	 1.03978 
POP-30 	 0.505917 	 0.490542 	 0.430167 	 0.124767 	 0.0101583 	 0.00193333 	 1.00005 	 1.00057 	 1.0077 	 1.03786 	 1.04966 	 1.05271 
POP-31 	 0.491183 	 0.494258 	 0.478 	 0.441192 	 0.2899 	 0.134617 	 1.00002 	 1.0001 	 1.00076 	 1.00483 	 1.0189 	 1.03346 
POP-32 	 0.509417 	 0.512758 	 0.504625 	 0.415442 	 0.189925 	 0.0796167 	 1.00005 	 1.00036 	 1.00225 	 1.01641 	 1.04212 	 1.04973 
POP-33 	 0.509 	 0.520292 	 0.504725 	 0.395725 	 0.216508 	 0.2782 	 1.00002 	 1.00024 	 1.00189 	 1.0143 	 1.03874 	 1.0478 
POP-34 	 0.486575 	 0.477042 	 0.467333 	 0.450742 	 0.425058 	 0.481992 	 1.00002 	 1.00008 	 1.00031 	 1.00173 	 1.0081 	 1.02241 
POP-35 	 0.505267 	 0.512875 	 0.584758 	 0.8538 	 0.981908 	 0.998375 	 1.00007 	 1.00078 	 1.00689 	 1.02951 	 1.04085 	 1.04287 
POP-36 	 0.52695 	 0.524142 	 0.527817 	 0.590325 	 0.76185 	 0.93075 	 1.00002 	 1.0002 	 1.0009 	 1.00461 	 1.01744 	 1.02988 
POP-37 	 0.500333 	 0.493533 	 0.564608 	 0.934975 	 0.99915 	 1 	 1.00001 	 1.00031 	 1.00863 	 1.06035 	 1.08837 	 1.10484 
POP-38 	 0.486192 	 0.472683 	 0.471483 	 0.453133 	 0.362242 	 0.215483 	 1.00002 	 1.00015 	 1.00089 	 1.00588 	 1.027 	 1.05048 
POP-39 	 0.495467 	 0.489467 	 0.489075 	 0.43435 	 0.314475 	 0.203158 	 1.00005 	 1.00038 	 1.00302 	 1.01709 	 1.03594 	 1.04275 
POP-40 	 0.4998 	 0.496417 	 0.501917 	 0.496925 	 0.441567 	 0.3189 	 1.00003 	 1.00017 	 1.00086 	 1.00471 	 1.01819 	 1.03308 
POP-41 	 0.503558 	 0.496433 	 0.491475 	 0.515992 	 0.629167 	 0.73925 	 1.00003 	 1.00035 	 1.00239 	 1.01444 	 1.03335 	 1.03995 
POP-42 	 0.50815 	 0.499242 	 0.4815 	 0.4161 	 0.32045 	 0.253483 	 1.00006 	 1.00041 	 1.00211 	 1.00879 	 1.02198 	 1.03125 
POP-43 	 0.499433 	 0.50395 	 0.546467 	 0.771758 	 0.935433 	 0.9664 	 1.00003 	 1.00036 	 1.00447 	 1.02774 	 1.04461 	 1.05037 
POP-44 	 0.496233 	 0.498083 	 0.5098 	 0.552275 	 0.68775 	 0.810667 	 1.00002 	 1.00014 	 1.00118 	 1.00852 	 1.03139 	 1.04269 
POP-45 	 0.5011 	 0.500275 	 0.47685 	 0.345933 	 0.117367 	 0.0278167 	 1.00003 	 1.00034 	 1.00219 	 1.01261 	 1.03007 	 1.03795 
POP-46 	 0.4954 	 0.497758 	 0.482225 	 0.496425 	 0.558933 	 0.6354 	 1.00002 	 1.00012 	 1.00058 	 1.00301 	 1.01107 	 1.02283 
POP-47 	 0.510642 	 0.52395 	 0.520625 	 0.493517 	 0.304458 	 0.128567 	 1.00003 	 1.00023 	 1.00145 	 1.00958 	 1.03148 	 1.04214 
POP-48 	 0.500408 	 0.494717 	 0.493017 	 0.484525 	 0.44805 	 0.397508 	 1.00002 	 1.00006 	 1.00023 	 1.00115 	 1.00591 	 1.01749 
POP-49 	 0.510542 	 0.506417 	 0.510483 	 0.5083 	 0.49315 	 0.353275 	 1.00001 	 1.00005 	 1.00037 	 1.00242 	 1.01363 	 1.03413 
POP-50 	 0.490692 	 0.495917 	 0.493117 	 0.432675 	 0.274783 	 0.180925 	 1.00003 	 1.00026 	 1.0023 	 1.01331 	 1.03098 	 1.03799 
POP-51 	 0.485983 	 0.466467 	 0.455817 	 0.421025 	 0.3662 	 0.282667 	 1.00009 	 1.00088 	 1.00702 	 1.02843 	 1.04202 	 1.05375 
POP-52 	 0.492658 	 0.489025 	 0.512883 	 0.579825 	 0.766483 	 0.892992 	 1.00003 	 1.0002 	 1.00125 	 1.00777 	 1.02473 	 1.03631 
POP-53 	 0.49965 	 0.4935 	 0.329333 	 0.05205 	 0.00838333 	 0.00249167 	 1.00012 	 1.00168 	 1.01915 	 1.04599 	 1.04989 	 1.05026 
POP-54 	 0.503667 	 0.5024 	 0.512642 	 0.595733 	 0.766675 	 0.842242 	 1.00004 	 1.00029 	 1.00201 	 1.01037 	 1.02591 	 1.03342 
POP-55 	 0.503633 	 0.5137 	 0.508117 	 0.467525 	 0.274033 	 0.0539917 	 1.00002 	 1.0001 	 1.00065 	 1.00386 	 1.02099 	 1.03995 
POP-56 	 0.484883 	 0.493042 	 0.490083 	 0.485175 	 0.443383 	 0.36295 	 1.00002 	 1.00013 	 1.00073 	 1.00325 	 1.01247 	 1.02705 
POP-57 	 0.504683 	 0.50175 	 0.467917 	 0.370575 	 0.256517 	 0.427708 	 1.00003 	 1.00035 	 1.00333 	 1.02075 	 1.04218 	 1.05908 
POP-58 	 0.508883 	 0.499867 	 0.490675 	 0.454558 	 0.327975 	 0.169108 	 1.00003 	 1.00015 	 1.00082 	 1.00413 	 1.01602 	 1.03088 
POP-59 	 0.509367 	 0.506692 	 0.496467 	 0.4339 	 0.258458 	 0.102467 	 1.00002 	 1.00012 	 1.00084 	 1.005 	 1.01983 	 1.03376 
POP-60 	 0.508475 	 0.50405 	 0.482133 	 0.368192 	 0.2051 	 0.125725 	 1.00007 	 1.00043 	 1.00279 	 1.01357 	 1.03038 	 1.03706 
POP-61 	 0.495167 	 0.492 	 0.478958 	 0.409033 	 0.186417 	 0.06075 	 1.00004 	 1.00022 	 1.00127 	 1.00802 	 1.02689 	 1.04214 
POP-62 	 0.498775 	 0.506858 	 0.6022 	 0.94035 	 0.998675 	 1 	 1.00004 	 1.00072 	 1.0117 	 1.0529 	 1.07773 	 1.10737 
POP-63 	 0.490108 	 0.491117 	 0.504042 	 0.530417 	 0.724175 	 0.932333 	 1.00001 	 1.00005 	 1.0004 	 1.00361 	 1.02146 	 1.03949 
POP-64 	 0.493875 	 0.484867 	 0.481008 	 0.499992 	 0.549317 	 0.628858 	 1.00002 	 1.00015 	 1.00071 	 1.00319 	 1.01194 	 1.02371 
POP-65 	 0.490883 	 0.4915 	 0.497367 	 0.552775 	 0.71345 	 0.840483 	 1.00003 	 1.00023 	 1.00112 	 1.00565 	 1.01905 	 1.03271 
POP-66 	 0.487442 	 0.468 	 0.466142 	 0.490917 	 0.574358 	 0.667 	 1.0001 	 1.00094 	 1.00789 	 1.02999 	 1.04018 	 1.04269 
POP-67 	 0.507592 	 0.507025 	 0.499975 	 0.455675 	 0.265483 	 0.0960417 	 1.00002 	 1.00014 	 1.00083 	 1.0053 	 1.02004 	 1.03434 
POP-68 	 0.5136 	 0.517092 	 0.507317 	 0.487008 	 0.486425 	 0.516042 	 1.00004 	 1.00012 	 1.0007 	 1.00368 	 1.01523 	 1.03039 
POP-69 	 0.493383 	 0.488317 	 0.427567 	 0.0962917 	 0.00655 	 0.000958333 	 1.00002 	 1.00041 	 1.00843 	 1.04472 	 1.0551 	 1.05972 
POP-70 	 0.511067 	 0.508908 	 0.52165 	 0.586092 	 0.715767 	 0.792167 	 1.00003 	 1.00029 	 1.0021 	 1.012 	 1.03053 	 1.0377 
POP-71 	 0.488183 	 0.489525 	 0.468675 	 0.4268 	 0.462075 	 0.559867 	 1.00007 	 1.00047 	 1.00354 	 1.01824 	 1.03666 	 1.0442 
POP-72 	 0.501933 	 0.501983 	 0.500275 	 0.456292 	 0.2872 	 0.117233 	 1.00003 	 1.0002 	 1.00092 	 1.00505 	 1.01832 	 1.03162 
POP-73 	 0.509317 	 0.511858 	 0.540192 	 0.693558 	 0.882283 	 0.948258 	 1.00007 	 1.0006 	 1.00433 	 1.0215 	 1.03744 	 1.04404 
POP-74 	 0.493092 	 0.498675 	 0.504633 	 0.461733 	 0.287017 	 0.0956917 	 1.00002 	 1.0001 	 1.00063 	 1.00394 	 1.01449 	 1.02648 
POP-75 	 0.496633 	 0.49605 	 0.502175 	 0.480692 	 0.370233 	 0.216867 	 1.00002 	 1.00012 	 1.00063 	 1.00306 	 1.01339 	 1.02864 
POP-76 	 0.510317 	 0.504892 	 0.511517 	 0.499058 	 0.428933 	 0.2295 	 1.00002 	 1.00008 	 1.00041 	 1.00269 	 1.01384 	 1.03218 
POP-77 	 0.498017 	 0.490192 	 0.494633 	 0.584275 	 0.807092 	 0.908217 	 1.00006 	 1.00039 	 1.00269 	 1.01756 	 1.03865 	 1.04455 
POP-78 	 0.501058 	 0.488392 	 0.486017 	 0.545158 	 0.783275 	 0.929383 	 1.00005 	 1.0003 	 1.0021 	 1.01508 	 1.04315 	 1.05248 
POP-79 	 0.4897 	 0.482233 	 0.483967 	 0.496075 	 0.592167 	 0.792333 	 1.00001 	 1.00013 	 1.00058 	 1.00362 	 1.01811 	 1.03701 
POP-80 	 0.504742 	 0.50435 	 0.504183 	 0.533433 	 0.697858 	 0.859692 	 1.00002 	 1.00015 	 1.00072 	 1.0048 	 1.02217 	 1.03855 
POP-81 	 0.509942 	 0.50385 	 0.514292 	 0.479483 	 0.429375 	 0.367225 	 1.00003 	 1.00009 	 1.0005 	 1.00221 	 1.00876 	 1.02197 
POP-82 	 0.489267 	 0.500017 	 0.486067 	 0.451475 	 0.366617 	 0.292042 	 1.00003 	 1.0002 	 1.00167 	 1.01175 	 1.03483 	 1.04788 
POP-83 	 0.481783 	 0.485308 	 0.482058 	 0.485375 	 0.422333 	 0.206717 	 1.00001 	 1.00006 	 1.00031 	 1.00219 	 1.01691 	 1.04172 
POP-84 	 0.50155 	 0.498208 	 0.496517 	 0.537608 	 0.634075 	 0.64515 	 1.00005 	 1.00033 	 1.00192 	 1.01 	 1.02709 	 1.03504 
POP-85 	 0.494192 	 0.509658 	 0.635383 	 0.951408 	 0.998217 	 0.999733 	 1.00011 	 1.00125 	 1.01621 	 1.06543 	 1.08715 	 1.09153 
POP-86 	 0.490633 	 0.479075 	 0.472958 	 0.431883 	 0.416625 	 0.470017 	 1.00005 	 1.00037 	 1.00258 	 1.01362 	 1.02985 	 1.0368 
POP-87 	 0.503267 	 0.499408 	 0.503025 	 0.477642 	 0.3775 	 0.2305 	 1.00003 	 1.00016 	 1.00091 	 1.00427 	 1.01535 	 1.02806 
POP-88 	 0.500608 	 0.499242 	 0.493225 	 0.416542 	 0.175867 	 0.038575 	 1.00002 	 1.00019 	 1.0013 	 1.00882 	 1.03166 	 1.0469 
POP-89 	 0.504292 	 0.505617 	 0.519242 	 0.565658 	 0.669775 	 0.736333 	 1.00005 	 1.00028 	 1.00149 	 1.00795 	 1.02203 	 1.03113 
POP-90 	 0.51645 	 0.5233 	 0.544783 	 0.675658 	 0.904608 	 0.976 	 1.00006 	 1.00032 	 1.00275 	 1.01682 	 1.04 	 1.04932 
POP-91 	 0.497208 	 0.487983 	 0.495975 	 0.50165 	 0.571533 	 0.6546 	 1.00002 	 1.0001 	 1.0007 	 1.00433 	 1.018 	 1.03225 
POP-92 	 0.501525 	 0.4998 	 0.49205 	 0.419867 	 0.271042 	 0.278292 	 1.00004 	 1.00032 	 1.0018 	 1.00896 	 1.02668 	 1.03941 
POP-93 	 0.496142 	 0.500092 	 0.51875 	 0.577858 	 0.822908 	 0.980083 	 1.00004 	 1.00012 	 1.0008 	 1.00597 	 1.02867 	 1.05165 
POP-94 	 0.494808 	 0.4859 	 0.4821 	 0.453358 	 0.431717 	 0.467525 	 1.00008 	 1.00041 	 1.00242 	 1.0104 	 1.02478 	 1.03302 
POP-95 	 0.501625 	 0.49685 	 0.512983 	 0.597617 	 0.924083 	 0.99695 	 1.00002 	 1.00008 	 1.00082 	 1.01001 	 1.04791 	 1.06035 
POP-96 	 0.4988 	 0.5027 	 0.496392 	 0.409167 	 0.238258 	 0.194008 	 1.00002 	 1.00024 	 1.00155 	 1.01161 	 1.03404 	 1.04161 
POP-97 	 0.511458 	 0.515492 	 0.533675 	 0.601292 	 0.735367 	 0.828433 	 1.00007 	 1.00052 	 1.00342 	 1.01496 	 1.03012 	 1.03558 
POP-98 	 0.485317 	 0.488917 	 0.509483 	 0.555842 	 0.566325 	 0.471133 	 1.00005 	 1.00042 	 1.00263 	 1.01201 	 1.02936 	 1.03995 
POP-99 	 0.502192 	 0.493208 	 0.497033 	 0.49625 	 0.593117 	 0.827475 	 1.00002 	 1.00008 	 1.00031 	 1.00194 	 1.01248 	 1.0332 
POP-100 	 0.50015 	 0.507275 	 0.52725 	 0.5868 	 0.793542 	 0.918583 	 1.00003 	 1.00021 	 1.00138 	 1.00712 	 1.02354 	 1.03357 
