Population	 Frequency at Bottleneck 10	 Frequency at Bottleneck 20	 Frequency at Bottleneck 30	 Frequency at Bottleneck 40	 Frequency at Bottleneck 50	 Frequency at Bottleneck 60	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 30	 Whole Population Fitness Average at Bottleneck 40	 Whole Population Fitness Average at Bottleneck 50	 Whole Population Fitness Average at Bottleneck 60
POP-27 	 1 	 1 	 1 	 1 	 1 	 1 	 48376.9 	 5.24486e+09 	 4.00131e+14 	 3.44683e+19 	 1.91545e+24 	 2.57848e+29 
POP-28 	 1 	 1 	 1 	 1 	 1 	 1 	 21928.9 	 5.30302e+09 	 4.71971e+14 	 2.58297e+19 	 5.33315e+24 	 4.16892e+30 
POP-29 	 1 	 1 	 1 	 1 	 1 	 1 	 36795.9 	 1.71154e+09 	 2.48264e+14 	 3.40054e+19 	 1.22548e+25 	 5.1196e+30 
POP-30 	 1 	 1 	 1 	 1 	 1 	 1 	 17148.2 	 1.94143e+09 	 3.76013e+14 	 1.3311e+20 	 3.23085e+25 	 7.43687e+30 
POP-31 	 1 	 1 	 1 	 1 	 1 	 1 	 190532 	 3.16059e+10 	 3.1145e+16 	 1.81688e+21 	 4.06712e+26 	 2.1222e+31 
POP-32 	 1 	 1 	 1 	 1 	 1 	 1 	 31892.3 	 5.98712e+09 	 2.31027e+15 	 1.77035e+21 	 2.95107e+25 	 9.43817e+29 
POP-33 	 1 	 1 	 1 	 1 	 1 	 1 	 34519.1 	 4.15043e+09 	 1.02339e+15 	 7.47319e+19 	 1.59279e+25 	 7.60826e+29 
POP-34 	 0 	 0 	 0 	 0 	 0 	 0 	 25698.5 	 1.28559e+09 	 1.5322e+14 	 1.18674e+19 	 6.91032e+23 	 4.48884e+28 
POP-35 	 0 	 0 	 0 	 0 	 0 	 0 	 35230 	 1.57205e+09 	 8.53962e+13 	 1.40559e+19 	 1.93924e+24 	 4.4162e+28 
POP-36 	 0 	 0 	 0 	 0 	 0 	 0 	 44483.2 	 1.24647e+09 	 5.62792e+13 	 4.89914e+19 	 1.71329e+24 	 5.14915e+29 
POP-37 	 1 	 1 	 1 	 1 	 1 	 1 	 37210.5 	 2.71681e+09 	 1.16175e+14 	 2.55758e+19 	 1.53601e+25 	 3.51906e+30 
POP-38 	 0 	 0 	 0 	 0 	 0 	 0 	 141911 	 1.81869e+10 	 3.79086e+15 	 6.7187e+20 	 7.04652e+25 	 2.78579e+30 
POP-39 	 0 	 0 	 0 	 0 	 0 	 0 	 161932 	 1.87713e+10 	 1.76082e+15 	 1.67092e+20 	 2.14566e+25 	 2.20167e+31 
POP-40 	 0 	 0 	 0 	 0 	 0 	 0 	 28469.7 	 7.12433e+08 	 2.61749e+13 	 2.68928e+18 	 1.92711e+23 	 9.73112e+27 
POP-41 	 0 	 0 	 0 	 0 	 0 	 0 	 54451.4 	 3.9537e+09 	 7.20226e+13 	 6.79705e+18 	 8.4932e+23 	 9.78005e+28 
POP-42 	 0 	 0 	 0 	 0 	 0 	 0 	 63022.3 	 2.38598e+10 	 4.80734e+15 	 3.39521e+20 	 2.56489e+25 	 1.04541e+30 
POP-43 	 1 	 1 	 1 	 1 	 1 	 1 	 18584.9 	 1.96345e+09 	 1.95975e+14 	 1.87022e+19 	 5.56215e+23 	 1.16518e+29 
POP-44 	 0 	 0 	 0 	 0 	 0 	 0 	 25060.1 	 1.60037e+09 	 4.92938e+14 	 3.46385e+19 	 7.48146e+24 	 2.95234e+29 
POP-45 	 1 	 1 	 1 	 1 	 1 	 1 	 54999.2 	 8.34103e+09 	 4.79239e+14 	 1.19252e+20 	 2.35429e+25 	 1.07207e+31 
POP-46 	 1 	 1 	 1 	 1 	 1 	 1 	 15210.5 	 2.1215e+09 	 4.76257e+14 	 1.6367e+19 	 2.30571e+24 	 9.1301e+29 
POP-47 	 0 	 0 	 0 	 0 	 0 	 0 	 96742.7 	 2.65442e+09 	 2.87437e+14 	 5.00414e+18 	 1.51092e+24 	 1.72548e+29 
POP-48 	 0 	 0 	 0 	 0 	 0 	 0 	 74557.6 	 3.8474e+09 	 1.41574e+15 	 2.11151e+21 	 2.75309e+26 	 5.63194e+31 
POP-49 	 0 	 0 	 0 	 0 	 0 	 0 	 104003 	 3.87837e+10 	 4.05791e+15 	 1.18818e+20 	 4.21379e+24 	 1.38625e+29 
POP-50 	 1 	 1 	 1 	 1 	 1 	 1 	 53408.2 	 4.59326e+10 	 3.51378e+15 	 7.65318e+20 	 2.70965e+25 	 3.19725e+30 
POP-51 	 1 	 1 	 1 	 1 	 1 	 1 	 93224.1 	 8.68665e+09 	 2.33316e+14 	 4.86185e+18 	 3.97046e+23 	 1.34492e+29 
POP-52 	 0 	 0 	 0 	 0 	 0 	 0 	 19725.6 	 2.11803e+09 	 1.77062e+14 	 1.23957e+18 	 1.67378e+24 	 7.93477e+29 
POP-53 	 0 	 0 	 0 	 0 	 0 	 0 	 295417 	 3.81252e+10 	 2.57224e+15 	 1.7436e+21 	 1.96094e+26 	 3.20916e+31 
POP-54 	 1 	 1 	 1 	 1 	 1 	 1 	 34744.7 	 4.66872e+09 	 2.36845e+14 	 4.91656e+19 	 2.78703e+25 	 1.52415e+30 
POP-55 	 0 	 0 	 0 	 0 	 0 	 0 	 40058.3 	 1.61527e+09 	 1.40461e+14 	 6.89422e+19 	 2.0352e+25 	 2.56578e+30 
POP-56 	 0 	 0 	 0 	 0 	 0 	 0 	 7748.52 	 1.02934e+08 	 2.03259e+13 	 2.02193e+18 	 4.57744e+23 	 1.42294e+29 
POP-57 	 0 	 0 	 0 	 0 	 0 	 0 	 232128 	 2.79276e+10 	 8.28997e+15 	 3.99248e+20 	 4.99078e+25 	 1.24014e+31 
POP-58 	 0 	 0 	 0 	 0 	 0 	 0 	 7865.9 	 3.47467e+09 	 2.66628e+14 	 2.80972e+19 	 4.88042e+24 	 4.51815e+29 
POP-59 	 0 	 0 	 0 	 0 	 0 	 0 	 47622.8 	 7.87229e+09 	 6.2281e+14 	 1.40367e+20 	 7.51233e+24 	 1.52179e+30 
POP-60 	 0 	 0 	 0 	 0 	 0 	 0 	 39084.8 	 3.99985e+09 	 4.14077e+14 	 3.07573e+20 	 5.32784e+25 	 4.51637e+30 
POP-61 	 0 	 0 	 0 	 0 	 0 	 0 	 42837.2 	 1.59455e+09 	 5.43353e+14 	 2.12188e+20 	 9.24851e+24 	 6.58596e+29 
POP-62 	 1 	 1 	 1 	 1 	 1 	 1 	 165396 	 2.00055e+10 	 1.30099e+15 	 9.3462e+19 	 1.17774e+25 	 1.14632e+30 
POP-63 	 0 	 0 	 0 	 0 	 0 	 0 	 29922 	 2.5039e+10 	 2.8496e+15 	 1.80555e+20 	 4.29025e+25 	 9.87014e+30 
POP-64 	 0 	 0 	 0 	 0 	 0 	 0 	 82932.4 	 1.38289e+10 	 1.18677e+15 	 1.14814e+20 	 6.24036e+24 	 5.35258e+29 
POP-65 	 1 	 1 	 1 	 1 	 1 	 1 	 93040.3 	 3.91672e+10 	 4.97076e+14 	 7.27138e+19 	 5.2532e+24 	 1.42029e+30 
POP-66 	 1 	 1 	 1 	 1 	 1 	 1 	 31537.6 	 1.67524e+09 	 7.58127e+13 	 3.62204e+18 	 6.6416e+22 	 4.48696e+27 
POP-67 	 0 	 0 	 0 	 0 	 0 	 0 	 146936 	 3.65373e+10 	 8.93669e+15 	 1.04983e+22 	 5.88695e+27 	 6.26026e+32 
POP-68 	 0 	 0 	 0 	 0 	 0 	 0 	 37382.9 	 1.01516e+10 	 3.87915e+15 	 1.42976e+20 	 1.32319e+25 	 1.73019e+30 
POP-69 	 0 	 0 	 0 	 0 	 0 	 0 	 49887.8 	 3.33159e+09 	 8.37104e+14 	 2.26641e+19 	 3.58291e+24 	 2.03266e+29 
POP-70 	 0 	 0 	 0 	 0 	 0 	 0 	 111450 	 8.09896e+09 	 2.21864e+15 	 1.73923e+20 	 3.01788e+24 	 4.17693e+29 
POP-71 	 0 	 0 	 0 	 0 	 0 	 0 	 101457 	 8.09273e+09 	 3.82168e+14 	 1.3699e+19 	 4.55239e+23 	 2.03844e+28 
POP-72 	 0 	 0 	 0 	 0 	 0 	 0 	 611334 	 2.92376e+11 	 1.11211e+16 	 3.61371e+20 	 1.51795e+25 	 3.26245e+30 
POP-73 	 0 	 0 	 0 	 0 	 0 	 0 	 37992.9 	 4.97875e+09 	 2.16525e+15 	 8.48169e+20 	 6.87975e+25 	 1.11297e+31 
POP-74 	 1 	 1 	 1 	 1 	 1 	 1 	 46916 	 3.80998e+09 	 7.51806e+14 	 3.96105e+19 	 1.13228e+25 	 2.01344e+31 
POP-75 	 1 	 1 	 1 	 1 	 1 	 1 	 9759.08 	 5.26474e+09 	 9.22154e+14 	 1.32698e+20 	 5.27714e+25 	 8.77266e+29 
POP-76 	 0 	 0 	 0 	 0 	 0 	 0 	 23085 	 5.52635e+09 	 5.16801e+13 	 2.91402e+19 	 1.51624e+24 	 1.80416e+29 
POP-77 	 0 	 0 	 0 	 0 	 0 	 0 	 17533.7 	 4.73743e+08 	 4.06819e+13 	 2.04202e+18 	 1.47448e+23 	 1.07667e+28 
POP-78 	 0 	 0 	 0 	 0 	 0 	 0 	 26068.6 	 4.31133e+09 	 1.08006e+15 	 2.01484e+20 	 1.06828e+25 	 7.29159e+29 
POP-79 	 1 	 1 	 1 	 1 	 1 	 1 	 28185.3 	 1.71753e+09 	 1.07866e+14 	 5.33087e+18 	 4.00841e+23 	 8.53405e+28 
POP-80 	 0 	 0 	 0 	 0 	 0 	 0 	 180200 	 1.1548e+11 	 1.96898e+16 	 7.48656e+21 	 3.64456e+26 	 7.71044e+31 
POP-81 	 1 	 1 	 1 	 1 	 1 	 1 	 81072.7 	 1.75686e+10 	 2.25881e+15 	 9.53966e+20 	 1.60705e+26 	 2.13035e+30 
POP-82 	 0 	 0 	 0 	 0 	 0 	 0 	 21554 	 2.90789e+09 	 2.66204e+13 	 2.56229e+18 	 8.37793e+23 	 1.31394e+29 
POP-83 	 0 	 0 	 0 	 0 	 0 	 0 	 47577.9 	 1.10732e+10 	 1.18811e+15 	 1.19348e+20 	 4.90551e+24 	 1.45386e+29 
POP-84 	 1 	 1 	 1 	 1 	 1 	 1 	 15297.8 	 2.90991e+10 	 1.01518e+15 	 5.84148e+20 	 5.82406e+25 	 6.6557e+30 
POP-85 	 1 	 1 	 1 	 1 	 1 	 1 	 11272.9 	 2.88509e+09 	 1.45832e+14 	 5.92833e+18 	 7.0424e+23 	 5.70983e+28 
POP-86 	 0 	 0 	 0 	 0 	 0 	 0 	 76935.8 	 6.71998e+09 	 7.37975e+14 	 6.6651e+19 	 3.75707e+24 	 1.88692e+30 
POP-87 	 0 	 0 	 0 	 0 	 0 	 0 	 71718.3 	 4.44085e+10 	 1.13314e+15 	 8.06193e+19 	 5.31314e+24 	 1.98127e+30 
POP-88 	 0 	 0 	 0 	 0 	 0 	 0 	 11787.9 	 5.06101e+08 	 4.61976e+13 	 9.84729e+18 	 4.38267e+23 	 1.88456e+29 
POP-89 	 1 	 1 	 1 	 1 	 1 	 1 	 65000.8 	 5.01605e+10 	 2.9645e+16 	 3.13583e+21 	 3.33779e+25 	 1.42162e+30 
POP-90 	 0 	 0 	 0 	 0 	 0 	 0 	 38782.5 	 4.70923e+09 	 7.57602e+13 	 2.45374e+19 	 1.34672e+25 	 1.14493e+30 
POP-91 	 0 	 0 	 0 	 0 	 0 	 0 	 46263.2 	 6.34852e+09 	 5.95923e+14 	 2.4808e+19 	 1.04101e+25 	 3.89551e+29 
POP-92 	 0 	 0 	 0 	 0 	 0 	 0 	 76214.1 	 7.02061e+09 	 5.75569e+14 	 1.46742e+20 	 1.27455e+25 	 2.5158e+30 
POP-93 	 0 	 0 	 0 	 0 	 0 	 0 	 16230.2 	 2.22756e+10 	 1.48717e+15 	 5.22297e+19 	 2.88787e+24 	 2.65672e+29 
POP-94 	 1 	 1 	 1 	 1 	 1 	 1 	 186904 	 3.44273e+09 	 2.93863e+14 	 3.38361e+19 	 8.81911e+23 	 5.77592e+28 
POP-95 	 0 	 0 	 0 	 0 	 0 	 0 	 46653.6 	 2.23708e+10 	 2.49793e+16 	 1.67411e+21 	 3.13409e+26 	 8.88992e+31 
POP-96 	 1 	 1 	 1 	 1 	 1 	 1 	 19836.8 	 3.75872e+09 	 2.71065e+14 	 9.35821e+18 	 1.53703e+24 	 1.35037e+30 
POP-97 	 0 	 0 	 0 	 0 	 0 	 0 	 84921.3 	 6.94733e+09 	 4.33701e+15 	 2.38917e+21 	 9.98573e+27 	 8.35798e+32 
POP-98 	 0 	 0 	 0 	 0 	 0 	 0 	 106434 	 8.90905e+09 	 2.90375e+15 	 2.90496e+20 	 2.71848e+25 	 4.49413e+30 
POP-99 	 0 	 0 	 0 	 0 	 0 	 0 	 56133.6 	 6.0182e+09 	 5.31913e+15 	 2.39548e+20 	 8.8794e+24 	 7.11494e+29 
POP-100 	 1 	 1 	 1 	 1 	 1 	 1 	 26412.9 	 1.31621e+09 	 1.41586e+14 	 3.16079e+19 	 1.29333e+24 	 3.18213e+29 
