Population	 Frequency at Bottleneck 10	 Frequency at Bottleneck 20	 Frequency at Bottleneck 30	 Frequency at Bottleneck 40	 Frequency at Bottleneck 50	 Frequency at Bottleneck 60	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 30	 Whole Population Fitness Average at Bottleneck 40	 Whole Population Fitness Average at Bottleneck 50	 Whole Population Fitness Average at Bottleneck 60
POP-52 	 0 	 0 	 0 	 0 	 0 	 0 	 2.09508 	 3.01507 	 3.88354 	 5.60831 	 8.72833 	 12.615 
POP-53 	 0.118325 	 0.549833 	 0.299317 	 0.017875 	 0 	 0 	 1.28796 	 1.44292 	 1.94234 	 3.16562 	 5.41748 	 8.13113 
POP-54 	 0.993683 	 1 	 1 	 1 	 1 	 1 	 1.42496 	 2.16365 	 2.64092 	 3.71855 	 6.16033 	 7.86748 
POP-55 	 0.318575 	 0.96275 	 1 	 1 	 1 	 1 	 1.3157 	 1.75128 	 2.83114 	 3.99599 	 6.58801 	 9.07733 
POP-56 	 0.0007 	 0 	 0 	 0 	 0 	 0 	 1.37445 	 1.75427 	 2.78339 	 4.42482 	 5.33789 	 8.38447 
POP-57 	 0.985125 	 1 	 1 	 1 	 1 	 1 	 1.44075 	 2.1276 	 3.01212 	 5.56547 	 7.95268 	 12.658 
POP-58 	 0.181783 	 0.00138333 	 0 	 0 	 0 	 0 	 1.29755 	 2.12698 	 2.71839 	 3.38715 	 4.56513 	 6.94497 
POP-59 	 0.015175 	 0 	 0 	 0 	 0 	 0 	 1.29851 	 1.93453 	 3.55222 	 7.14314 	 10.1927 	 18.5316 
POP-60 	 0.437133 	 0.742425 	 0.999917 	 1 	 1 	 1 	 1.20332 	 1.45646 	 2.09108 	 3.56088 	 5.1047 	 9.08502 
POP-61 	 0.940125 	 1 	 1 	 1 	 1 	 1 	 1.36013 	 2.24932 	 2.9292 	 4.03505 	 7.08669 	 9.30633 
POP-62 	 0.672583 	 0.983242 	 0.94315 	 1 	 1 	 1 	 1.16861 	 1.85454 	 3.08606 	 4.683 	 7.74657 	 11.1172 
POP-63 	 0.00188333 	 0 	 0 	 0 	 0 	 0 	 1.39818 	 1.90128 	 3.64815 	 7.1792 	 11.6236 	 17.8903 
POP-64 	 0.0001 	 0 	 0 	 0 	 0 	 0 	 1.88629 	 2.84628 	 5.68434 	 8.5248 	 11.6801 	 17.0518 
POP-65 	 0.232908 	 0.501042 	 0.998375 	 1 	 1 	 1 	 1.31696 	 1.71635 	 2.78034 	 3.75019 	 4.72046 	 6.67597 
POP-66 	 0.877592 	 0.994708 	 1 	 1 	 1 	 1 	 1.28463 	 1.79167 	 2.34964 	 3.23443 	 6.96649 	 10.7551 
POP-67 	 0.519792 	 0.1097 	 2.5e-05 	 0 	 0 	 0 	 1.01506 	 1.29741 	 2.14108 	 3.81807 	 6.04579 	 7.89166 
POP-68 	 0.7417 	 0.991508 	 1 	 1 	 1 	 1 	 1.17673 	 1.70582 	 2.69104 	 4.22689 	 7.01418 	 10.5723 
POP-69 	 0.267925 	 4.16667e-05 	 0 	 0 	 0 	 0 	 1.38444 	 1.92035 	 2.66239 	 4.00591 	 5.80215 	 7.17185 
POP-70 	 0.0780333 	 0.291883 	 0.932825 	 1 	 1 	 1 	 1.22971 	 1.59999 	 2.43482 	 3.36917 	 4.62377 	 8.16996 
POP-71 	 0.50835 	 0 	 0 	 0 	 0 	 0 	 1.14454 	 1.89903 	 2.34028 	 3.28648 	 6.79022 	 8.4931 
POP-72 	 0.967225 	 1 	 1 	 1 	 1 	 1 	 1.5524 	 2.51045 	 3.47043 	 5.52711 	 8.9529 	 12.7358 
POP-73 	 0.31675 	 0.0225083 	 0 	 0 	 0 	 0 	 1.41405 	 2.02193 	 3.38551 	 6.33533 	 9.1478 	 15.512 
POP-74 	 0.99765 	 1 	 1 	 1 	 1 	 1 	 1.4649 	 2.07646 	 3.33951 	 5.08318 	 7.88602 	 12.659 
POP-75 	 0.0402917 	 0 	 0 	 0 	 0 	 0 	 1.41956 	 2.0686 	 3.60577 	 5.52546 	 7.59667 	 13.312 
POP-76 	 0.914017 	 0.970025 	 1 	 1 	 1 	 1 	 1.40471 	 1.85554 	 2.55934 	 4.89991 	 9.18313 	 12.251 
POP-77 	 0.386833 	 0.00123333 	 0 	 0 	 0 	 0 	 1.3839 	 1.74322 	 2.04919 	 3.77693 	 6.21164 	 9.18665 
POP-78 	 0.987742 	 1 	 1 	 1 	 1 	 1 	 1.32542 	 1.75032 	 3.13386 	 4.63608 	 6.40173 	 9.38038 
POP-79 	 0.785592 	 1 	 1 	 1 	 1 	 1 	 1.16962 	 1.93783 	 2.78411 	 3.67098 	 5.64089 	 7.44444 
POP-80 	 0.214858 	 0.996892 	 1 	 1 	 1 	 1 	 1.38145 	 2.32115 	 3.54187 	 5.21494 	 7.41643 	 13.0968 
POP-81 	 0.01145 	 0 	 0 	 0 	 0 	 0 	 1.34423 	 1.99713 	 3.11009 	 5.22019 	 6.36094 	 9.85341 
POP-82 	 0.253883 	 0.354958 	 0.979542 	 1 	 1 	 1 	 1.29855 	 1.68683 	 2.72864 	 3.6963 	 6.10918 	 10.5863 
POP-83 	 0.227483 	 0.000141667 	 0 	 0 	 0 	 0 	 1.36878 	 1.88557 	 2.46241 	 4.14837 	 5.64659 	 8.32363 
POP-84 	 0.427583 	 0.0129833 	 0 	 0 	 0 	 0 	 1.26117 	 1.81677 	 2.35917 	 4.32209 	 6.46708 	 8.54167 
POP-85 	 0.999658 	 1 	 1 	 1 	 1 	 1 	 1.48747 	 4.26916 	 6.04697 	 9.80753 	 13.2928 	 23.1658 
POP-86 	 0.871525 	 0.675733 	 1 	 1 	 1 	 1 	 1.28131 	 2.05344 	 3.35616 	 4.30405 	 7.74158 	 10.715 
POP-87 	 0.661458 	 0.00174167 	 0 	 0 	 0 	 0 	 1.46189 	 1.91413 	 3.88711 	 5.19514 	 6.60193 	 8.47472 
POP-88 	 0.0558333 	 5.83333e-05 	 0 	 0 	 0 	 0 	 1.35736 	 1.73259 	 2.14337 	 3.28427 	 5.92847 	 8.33353 
POP-89 	 0.498383 	 0.82125 	 1 	 1 	 1 	 1 	 1.30996 	 2.09587 	 2.86181 	 4.49823 	 6.13088 	 10.5163 
POP-90 	 0.481633 	 0.441942 	 0.841983 	 0.7891 	 0.964983 	 1 	 1.32319 	 1.87692 	 2.85003 	 4.8663 	 7.28533 	 10.1075 
POP-91 	 0.0602917 	 0 	 0 	 0 	 0 	 0 	 1.56276 	 2.29225 	 3.68582 	 5.92068 	 9.00156 	 15.8902 
POP-92 	 0.00619167 	 0 	 0 	 0 	 0 	 0 	 1.52142 	 2.05719 	 3.94633 	 6.10995 	 8.74817 	 15.4223 
POP-93 	 0.00173333 	 0 	 0 	 0 	 0 	 0 	 1.38375 	 2.18571 	 3.10148 	 4.59282 	 7.76303 	 11.1845 
POP-94 	 0.275542 	 0.00298333 	 0 	 0 	 0 	 0 	 1.27359 	 1.77799 	 3.32968 	 5.11191 	 8.25178 	 14.838 
POP-95 	 0.3164 	 0.21095 	 0.082875 	 0.00276667 	 0 	 0 	 1.31278 	 1.82122 	 2.73588 	 3.86488 	 5.32217 	 7.05678 
POP-96 	 0.989992 	 1 	 1 	 1 	 1 	 1 	 1.40034 	 1.91632 	 2.67397 	 5.04724 	 7.19618 	 10.4358 
POP-97 	 0.55175 	 0.7508 	 0.995817 	 1 	 1 	 1 	 1.02267 	 1.32427 	 2.01819 	 3.82147 	 5.48645 	 10.067 
POP-98 	 0.410167 	 0.00361667 	 0 	 0 	 0 	 0 	 1.20909 	 1.9257 	 3.37079 	 4.4754 	 6.18647 	 9.49793 
POP-99 	 0.030075 	 0 	 0 	 0 	 0 	 0 	 1.34789 	 1.99825 	 2.56529 	 3.7757 	 7.33739 	 14.0169 
POP-100 	 0.000183333 	 0 	 0 	 0 	 0 	 0 	 1.53218 	 3.27727 	 4.4166 	 6.0703 	 10.7738 	 19.3092 
