Population	 Frequency at Bottleneck 10	 Frequency at Bottleneck 20	 Frequency at Bottleneck 30	 Frequency at Bottleneck 40	 Frequency at Bottleneck 50	 Frequency at Bottleneck 60	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 30	 Whole Population Fitness Average at Bottleneck 40	 Whole Population Fitness Average at Bottleneck 50	 Whole Population Fitness Average at Bottleneck 60
POP-15 	 0.495042 	 0.638092 	 0.730183 	 0.999883 	 1 	 1 	 1.00153 	 1.11899 	 1.2271 	 1.31008 	 1.47358 	 1.54079 
POP-16 	 0.488408 	 0.981733 	 0.9973 	 0.999992 	 1 	 1 	 1.00188 	 1.15107 	 1.18084 	 1.30199 	 1.31401 	 1.48863 
POP-17 	 0.49685 	 0.00898333 	 8.33333e-06 	 0 	 0 	 0 	 1.00258 	 1.16803 	 1.31456 	 1.34766 	 1.64518 	 1.96372 
POP-18 	 0.492058 	 0.134025 	 0.794775 	 0.919033 	 0.885517 	 0.207917 	 1.00087 	 1.10165 	 1.21997 	 1.24291 	 1.30592 	 1.49541 
POP-19 	 0.475842 	 0.000266667 	 0 	 0 	 0 	 0 	 1.00565 	 1.24828 	 1.36574 	 1.50065 	 1.60743 	 1.8063 
POP-20 	 0.497467 	 0.983083 	 1 	 1 	 1 	 1 	 1.00073 	 1.15649 	 1.23608 	 1.35242 	 1.60988 	 1.72447 
POP-21 	 0.495292 	 0.750025 	 0.131367 	 0.139233 	 0.00771667 	 0 	 1.00044 	 1.149 	 1.24406 	 1.3508 	 1.42651 	 1.64108 
POP-22 	 0.491792 	 0.541167 	 0.613 	 0.485058 	 0.0155417 	 0.000108333 	 1.00012 	 1.03286 	 1.11778 	 1.15044 	 1.33718 	 1.53142 
POP-23 	 0.504408 	 0.294817 	 0.00674167 	 0 	 0 	 0 	 1.00026 	 1.08839 	 1.25451 	 1.5685 	 1.61285 	 1.83113 
POP-24 	 0.49275 	 0.558192 	 0.135317 	 0.936875 	 0.871367 	 0.994717 	 1.00043 	 1.07361 	 1.15812 	 1.28298 	 1.33544 	 1.47778 
POP-25 	 0.523883 	 0.949692 	 0.999908 	 1 	 1 	 1 	 1.00371 	 1.18018 	 1.29448 	 1.47644 	 1.48056 	 1.62861 
POP-26 	 0.520875 	 0.202383 	 2.5e-05 	 0 	 0 	 0 	 1.00258 	 1.22961 	 1.32144 	 1.44789 	 1.57778 	 1.91599 
POP-27 	 0.498775 	 0.0458917 	 0 	 0 	 0 	 0 	 1.00112 	 1.1604 	 1.34079 	 1.55941 	 1.7677 	 2.00985 
POP-28 	 0.49775 	 0.988842 	 0.998142 	 1 	 1 	 1 	 1.00206 	 1.15694 	 1.27096 	 1.68163 	 1.71722 	 1.89816 
POP-29 	 0.496967 	 0.182917 	 0.000883333 	 0 	 0 	 0 	 1.00019 	 1.10802 	 1.28135 	 1.41272 	 1.50965 	 1.63981 
POP-30 	 0.51325 	 0.577917 	 0.985208 	 0.990842 	 0.999958 	 1 	 1.00014 	 1.01261 	 1.09743 	 1.171 	 1.33684 	 1.49844 
POP-31 	 0.487183 	 0.850767 	 0.992867 	 0.999983 	 1 	 1 	 1.00064 	 1.11963 	 1.16188 	 1.29675 	 1.45523 	 1.70243 
POP-32 	 0.501517 	 0.263942 	 0.00334167 	 0.000658333 	 0 	 0 	 1.00038 	 1.05038 	 1.12622 	 1.22751 	 1.283 	 1.45565 
POP-33 	 0.493117 	 0.617933 	 0.998567 	 1 	 1 	 1 	 1.00007 	 1.03911 	 1.15933 	 1.34328 	 1.51855 	 1.63968 
POP-34 	 0.509775 	 0.958758 	 0.999992 	 1 	 1 	 1 	 1.00126 	 1.11359 	 1.30354 	 1.32463 	 1.47174 	 1.54376 
POP-35 	 0.502267 	 0.543858 	 0.380617 	 0.9343 	 0.99995 	 1 	 1.00146 	 1.11489 	 1.13514 	 1.24043 	 1.38167 	 1.45955 
POP-36 	 0.494883 	 0.139283 	 0.00263333 	 0 	 0 	 0 	 1.00031 	 1.09525 	 1.14916 	 1.26506 	 1.4265 	 1.61632 
POP-37 	 0.505217 	 0.276767 	 0.522292 	 0.1766 	 0.0147667 	 0.001375 	 1.00318 	 1.15089 	 1.19086 	 1.29999 	 1.32191 	 1.4611 
POP-38 	 0.502683 	 0.739333 	 0.994675 	 0.999842 	 1 	 1 	 1.00013 	 1.05823 	 1.12187 	 1.26753 	 1.38877 	 1.46369 
POP-39 	 0.501692 	 0.0466167 	 0.001625 	 0 	 0 	 0 	 1.00113 	 1.14728 	 1.23875 	 1.35227 	 1.41779 	 1.61667 
POP-40 	 0.496683 	 0.646892 	 0.997767 	 1 	 1 	 1 	 1.00013 	 1.0302 	 1.18284 	 1.30905 	 1.3783 	 1.56825 
POP-41 	 0.496042 	 0.00539167 	 0 	 0 	 0 	 0 	 1.00371 	 1.1474 	 1.22582 	 1.32809 	 1.35108 	 1.50346 
POP-42 	 0.467433 	 4.16667e-05 	 0 	 0 	 0 	 0 	 1.01135 	 1.32335 	 1.50632 	 1.56383 	 1.80626 	 2.02181 
POP-43 	 0.496717 	 0.023075 	 8.33333e-06 	 0 	 0 	 0 	 1.00084 	 1.17064 	 1.28606 	 1.33321 	 1.45242 	 1.54233 
POP-44 	 0.604358 	 0.999925 	 1 	 1 	 1 	 1 	 1.03489 	 1.28896 	 1.42707 	 1.52937 	 1.59178 	 1.79598 
POP-45 	 0.495475 	 0.057425 	 0 	 0 	 0 	 0 	 1.00037 	 1.12439 	 1.16113 	 1.30239 	 1.33022 	 1.46766 
POP-46 	 0.49025 	 0.859958 	 0.929983 	 0.807975 	 0.607692 	 0.986575 	 1.00023 	 1.15225 	 1.17203 	 1.26593 	 1.3311 	 1.50329 
POP-47 	 0.502908 	 0.785825 	 0.974725 	 0.999867 	 1 	 1 	 1.00112 	 1.12168 	 1.14315 	 1.28818 	 1.39038 	 1.55044 
POP-48 	 0.446942 	 0.002125 	 0 	 0 	 0 	 0 	 1.01694 	 1.16605 	 1.26235 	 1.36241 	 1.48239 	 1.69397 
POP-49 	 0.497433 	 0.331492 	 0.0120083 	 0.010425 	 0 	 0 	 1.00019 	 1.03412 	 1.1034 	 1.16117 	 1.2932 	 1.4837 
POP-50 	 0.505283 	 0.3433 	 0.3806 	 0.00154167 	 0 	 0 	 1.00057 	 1.09236 	 1.13385 	 1.28361 	 1.39137 	 1.50575 
POP-51 	 0.5132 	 0.892125 	 0.780817 	 0.89845 	 0.999275 	 0.999817 	 1.00186 	 1.12514 	 1.1567 	 1.306 	 1.5265 	 1.53479 
POP-52 	 0.499258 	 0.934033 	 0.996617 	 0.999917 	 1 	 1 	 1.00098 	 1.1072 	 1.13237 	 1.25974 	 1.2925 	 1.40003 
POP-53 	 0.489183 	 0.524458 	 0.191258 	 0.149967 	 0.08145 	 0.000525 	 1.00021 	 1.04189 	 1.12199 	 1.13602 	 1.26223 	 1.36876 
POP-54 	 0.5012 	 0.319717 	 0.476683 	 0.274933 	 0.055025 	 0.0494 	 1.00253 	 1.13354 	 1.20686 	 1.32936 	 1.34059 	 1.3984 
POP-55 	 0.499867 	 0.002475 	 0 	 0 	 0 	 0 	 1.00132 	 1.18778 	 1.18914 	 1.26882 	 1.38739 	 1.48694 
POP-56 	 0.494467 	 0.977692 	 0.999967 	 1 	 1 	 1 	 1.00099 	 1.14071 	 1.30409 	 1.39891 	 1.54467 	 1.70298 
POP-57 	 0.506825 	 0.97485 	 0.9957 	 0.999267 	 1 	 1 	 1.00148 	 1.13875 	 1.14421 	 1.20705 	 1.2615 	 1.35218 
POP-58 	 0.511417 	 0.90555 	 0.999933 	 1 	 1 	 1 	 1.00944 	 1.18381 	 1.35478 	 1.3656 	 1.54025 	 1.64234 
POP-59 	 0.529542 	 0.201017 	 0.422417 	 0.102867 	 0.003025 	 0.000166667 	 1.00647 	 1.19037 	 1.25469 	 1.37673 	 1.47238 	 1.63645 
POP-60 	 0.473833 	 0.0226167 	 0.0001 	 0 	 0 	 0 	 1.00391 	 1.13963 	 1.3597 	 1.43557 	 1.54505 	 1.73722 
POP-61 	 0.501967 	 0.211233 	 0.327842 	 0.037175 	 0.001875 	 0 	 1.00499 	 1.17411 	 1.20955 	 1.37267 	 1.4697 	 1.58672 
POP-62 	 0.489842 	 0.940525 	 0.999375 	 1 	 1 	 1 	 1.00128 	 1.17285 	 1.18553 	 1.4136 	 1.56418 	 1.7184 
POP-63 	 0.488708 	 0.518492 	 0.00391667 	 0 	 0 	 0 	 1.00121 	 1.15395 	 1.31502 	 1.52215 	 1.88147 	 1.93331 
POP-64 	 0.509708 	 0.28705 	 0.000241667 	 0 	 0 	 0 	 1.00648 	 1.15917 	 1.42663 	 1.47338 	 1.62506 	 1.78361 
POP-65 	 0.503325 	 0.719525 	 0.986908 	 0.999908 	 1 	 1 	 1.00231 	 1.17389 	 1.21525 	 1.38597 	 1.61746 	 1.74054 
POP-66 	 0.488917 	 0.0447333 	 0.00200833 	 2.5e-05 	 0 	 0 	 1.00088 	 1.1375 	 1.17299 	 1.29053 	 1.36515 	 1.52693 
POP-67 	 0.507242 	 0.908608 	 0.997275 	 1 	 1 	 1 	 1.01315 	 1.17628 	 1.31957 	 1.39994 	 1.60821 	 1.98853 
POP-68 	 0.501083 	 0.567842 	 0.595925 	 0.999883 	 1 	 1 	 1.00083 	 1.09872 	 1.16971 	 1.33951 	 1.48123 	 1.54294 
POP-69 	 0.497183 	 0.937967 	 0.997133 	 1 	 1 	 1 	 1.00091 	 1.13384 	 1.19055 	 1.3183 	 1.53538 	 1.58229 
POP-70 	 0.489933 	 0.741467 	 0.998317 	 1 	 1 	 1 	 1.00004 	 1.10305 	 1.19792 	 1.41186 	 1.66699 	 1.79163 
POP-71 	 0.498025 	 0.919042 	 0.99995 	 1 	 1 	 1 	 1.01831 	 1.17535 	 1.35207 	 1.38725 	 1.51634 	 1.57946 
POP-72 	 0.624983 	 0.744308 	 0.958933 	 0.205783 	 0.0436083 	 8.33333e-06 	 1.04437 	 1.25084 	 1.31336 	 1.40793 	 1.55061 	 1.658 
POP-73 	 0.48585 	 0.568092 	 0.802383 	 0.802333 	 0.999217 	 1 	 1.00072 	 1.1317 	 1.22718 	 1.42631 	 1.58994 	 1.7171 
POP-74 	 0.413325 	 0.229958 	 0.182617 	 0.156592 	 0.758067 	 0.0839167 	 1.03955 	 1.18344 	 1.3267 	 1.50389 	 1.60211 	 1.76883 
POP-75 	 0.481883 	 0.396017 	 0.656425 	 0.73025 	 0.992175 	 0.999708 	 1.00164 	 1.10139 	 1.1247 	 1.28062 	 1.31093 	 1.36073 
POP-76 	 0.500717 	 0.9439 	 0.995667 	 0.999933 	 1 	 1 	 1.00028 	 1.16262 	 1.18252 	 1.31875 	 1.51451 	 1.56302 
POP-77 	 0.505375 	 0.074125 	 0.00694167 	 0 	 0 	 0 	 1.00149 	 1.1563 	 1.19039 	 1.30905 	 1.48803 	 1.6121 
POP-78 	 0.492533 	 0.961167 	 1 	 1 	 1 	 1 	 1.00114 	 1.12436 	 1.2533 	 1.27609 	 1.44873 	 1.46468 
POP-79 	 0.421842 	 0.00841667 	 8.33333e-06 	 0 	 0 	 0 	 1.02616 	 1.16783 	 1.32973 	 1.33526 	 1.51716 	 1.55535 
POP-80 	 0.486458 	 0.000958333 	 0 	 0 	 0 	 0 	 1.00328 	 1.21686 	 1.38604 	 1.43327 	 1.58128 	 1.69285 
POP-81 	 0.512583 	 0.462708 	 0.188708 	 0.0287 	 3.33333e-05 	 0 	 1.00091 	 1.09103 	 1.1229 	 1.18887 	 1.49171 	 1.72769 
POP-82 	 0.501117 	 0.131925 	 0.0338583 	 8.33333e-06 	 0 	 0 	 1.00233 	 1.13241 	 1.21525 	 1.40633 	 1.4251 	 1.57397 
POP-83 	 0.510008 	 0.318267 	 0.174375 	 0.00228333 	 0 	 0 	 1.00061 	 1.15035 	 1.18201 	 1.35279 	 1.36235 	 1.45908 
POP-84 	 0.482025 	 0.949142 	 0.842158 	 0.99825 	 1 	 1 	 1.00044 	 1.16238 	 1.1898 	 1.38981 	 1.41928 	 1.58644 
POP-85 	 0.505592 	 0.98655 	 1 	 1 	 1 	 1 	 1.00235 	 1.1364 	 1.16073 	 1.32138 	 1.32833 	 1.42315 
POP-86 	 0.486125 	 0.085475 	 0.06525 	 0.0197583 	 0.000116667 	 0 	 1.00084 	 1.11211 	 1.12896 	 1.22804 	 1.31163 	 1.42481 
POP-87 	 0.487558 	 0.698183 	 0.960933 	 1 	 1 	 1 	 1.00172 	 1.12643 	 1.20611 	 1.30738 	 1.4886 	 1.54148 
POP-88 	 0.497392 	 0.527125 	 0.893942 	 0.995383 	 0.999575 	 1 	 1.00005 	 1.00659 	 1.10494 	 1.16407 	 1.31591 	 1.36809 
POP-89 	 0.489425 	 0.504675 	 0.9867 	 1 	 1 	 1 	 1.00032 	 1.0566 	 1.29209 	 1.49771 	 1.52189 	 1.66214 
POP-90 	 0.503717 	 0.447708 	 0.381133 	 0.084 	 0.036125 	 0.000216667 	 1.00016 	 1.05942 	 1.12727 	 1.28538 	 1.3477 	 1.53631 
POP-91 	 0.55145 	 0.998242 	 1 	 1 	 1 	 1 	 1.01376 	 1.17286 	 1.28492 	 1.52256 	 1.70073 	 1.82209 
POP-92 	 0.443192 	 3.33333e-05 	 0 	 0 	 0 	 0 	 1.0209 	 1.19932 	 1.33514 	 1.42452 	 1.54224 	 1.63586 
POP-93 	 0.514325 	 0.870467 	 0.767725 	 0.0128583 	 6.66667e-05 	 0 	 1.00123 	 1.16467 	 1.22637 	 1.36948 	 1.50628 	 1.59019 
POP-94 	 0.4872 	 0.348358 	 0.114092 	 0.00674167 	 0 	 0 	 1.00029 	 1.04026 	 1.13097 	 1.28217 	 1.53549 	 1.5705 
POP-95 	 0.501983 	 0.0485333 	 0.001225 	 0 	 0 	 0 	 1.0002 	 1.17877 	 1.20453 	 1.33641 	 1.35037 	 1.5249 
POP-96 	 0.475617 	 0.123675 	 0.0283083 	 0.139775 	 0.0501833 	 0.00129167 	 1.00092 	 1.10113 	 1.16798 	 1.27556 	 1.33349 	 1.43757 
POP-97 	 0.49675 	 0.688883 	 0.917692 	 0.987183 	 1 	 1 	 1.00132 	 1.10505 	 1.13285 	 1.32189 	 1.46704 	 1.56618 
POP-98 	 0.505317 	 0.950383 	 0.997967 	 1 	 1 	 1 	 1.00229 	 1.10061 	 1.16261 	 1.28604 	 1.42614 	 1.49933 
POP-99 	 0.501133 	 0.371242 	 0.0462667 	 0.000291667 	 0 	 0 	 1.00016 	 1.04547 	 1.14867 	 1.32219 	 1.42501 	 1.53555 
POP-100 	 0.507275 	 0.0291083 	 2.5e-05 	 0 	 0 	 0 	 1.0019 	 1.1361 	 1.34199 	 1.50987 	 1.56031 	 1.70009 
