Population	 Frequency at Bottleneck 10	 Frequency at Bottleneck 20	 Frequency at Bottleneck 30	 Frequency at Bottleneck 40	 Frequency at Bottleneck 50	 Frequency at Bottleneck 60	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 30	 Whole Population Fitness Average at Bottleneck 40	 Whole Population Fitness Average at Bottleneck 50	 Whole Population Fitness Average at Bottleneck 60
POP-49 	 0.00380833 	 0 	 0 	 0 	 0 	 0 	 1.48878 	 1.49397 	 1.74225 	 2.26069 	 2.34224 	 3.29113 
POP-50 	 0.495075 	 0.5115 	 0.999783 	 1 	 1 	 1 	 1 	 1.00572 	 1.25814 	 1.28853 	 1.32199 	 1.55046 
POP-51 	 0.506325 	 0.4759 	 0 	 0 	 0 	 0 	 1 	 1.01482 	 1.27144 	 1.51869 	 1.90417 	 2.43599 
POP-52 	 0.978917 	 0.999908 	 1 	 1 	 1 	 1 	 1.38746 	 1.42937 	 2.27402 	 2.4167 	 2.68525 	 3.49095 
POP-53 	 0.950458 	 1 	 1 	 1 	 1 	 1 	 1.37491 	 1.41896 	 3.2117 	 3.28856 	 4.66655 	 7.18215 
POP-54 	 0.493058 	 0.51695 	 0.00709167 	 0 	 0 	 0 	 1.00003 	 1.26046 	 1.5936 	 2.32053 	 2.321 	 2.90976 
POP-55 	 0.503792 	 0.414717 	 0 	 0 	 0 	 0 	 1 	 1.04607 	 1.25004 	 1.59377 	 1.59452 	 1.79089 
POP-56 	 0.521758 	 1 	 1 	 1 	 1 	 1 	 1.01196 	 1.27254 	 1.27257 	 1.54596 	 1.92447 	 1.95803 
POP-57 	 0.00859167 	 0 	 0 	 0 	 0 	 0 	 1.29695 	 1.70481 	 1.71583 	 2.40743 	 2.41891 	 3.17864 
POP-58 	 0.475258 	 0.474183 	 0.977367 	 1 	 1 	 1 	 1.0134 	 1.25112 	 1.4272 	 1.65929 	 1.96804 	 3.01015 
POP-59 	 0.505 	 0.470208 	 0.000133333 	 0 	 0 	 0 	 1 	 1.01272 	 1.20518 	 1.23078 	 1.50749 	 1.87649 
POP-60 	 0.508417 	 0.737742 	 1 	 1 	 1 	 1 	 1 	 1.11161 	 1.2402 	 1.54573 	 1.60935 	 2.01946 
POP-61 	 0.1278 	 0 	 0 	 0 	 0 	 0 	 1.23958 	 1.41596 	 1.85675 	 2.42272 	 2.42842 	 3.28428 
POP-62 	 0.504208 	 0 	 0 	 0 	 0 	 0 	 1.00232 	 1.32569 	 1.68096 	 1.72447 	 1.92216 	 2.14195 
POP-63 	 0.447408 	 0 	 0 	 0 	 0 	 0 	 1.03207 	 1.42608 	 1.74742 	 2.49177 	 3.4703 	 4.00855 
POP-64 	 0.486208 	 0 	 0 	 0 	 0 	 0 	 1.00012 	 1.43794 	 2.05072 	 3.65538 	 4.68093 	 6.20314 
POP-65 	 0.022975 	 0 	 0 	 0 	 0 	 0 	 1.36646 	 1.86368 	 1.88213 	 2.37264 	 2.60834 	 3.55251 
POP-66 	 0.494533 	 0.998433 	 0.980933 	 0.274783 	 8.33333e-06 	 0 	 1 	 1.30847 	 1.31136 	 1.38966 	 1.7971 	 2.42681 
POP-67 	 0.937258 	 0.713183 	 0.968175 	 1 	 1 	 1 	 1.27079 	 1.29326 	 1.59043 	 2.03058 	 2.03109 	 2.61864 
POP-68 	 0.949375 	 1 	 1 	 1 	 1 	 1 	 1.2566 	 1.40111 	 1.40126 	 1.49907 	 1.61245 	 1.97564 
POP-69 	 0.502883 	 0.00344167 	 0 	 0 	 0 	 0 	 1.00012 	 1.24071 	 1.54126 	 1.55197 	 1.7852 	 2.47032 
POP-70 	 0.524275 	 0.952175 	 0.999125 	 1 	 1 	 1 	 1.00598 	 1.21594 	 1.58587 	 2.47994 	 2.56327 	 3.05328 
POP-71 	 0.563083 	 0.8686 	 1 	 1 	 1 	 1 	 1.02807 	 1.26931 	 1.67577 	 2.24214 	 3.2013 	 4.65541 
POP-72 	 0.51115 	 0.914508 	 0.987558 	 1 	 1 	 1 	 1.00002 	 1.20805 	 1.58569 	 1.63979 	 2.05454 	 2.6458 
POP-73 	 0.4844 	 6.66667e-05 	 0 	 0 	 0 	 0 	 1.00534 	 1.21899 	 1.21904 	 1.44242 	 1.54897 	 1.73575 
POP-74 	 0.502175 	 1 	 1 	 1 	 1 	 1 	 1.00351 	 1.25129 	 1.81503 	 1.81808 	 2.28556 	 3.06249 
POP-75 	 0.560942 	 0.999975 	 1 	 1 	 1 	 1 	 1.03769 	 1.3266 	 1.68167 	 2.60168 	 3.24713 	 4.28377 
POP-76 	 0.493358 	 0.488067 	 0.201658 	 0 	 0 	 0 	 1 	 1.00001 	 1.13405 	 1.22832 	 1.51814 	 1.52982 
POP-77 	 0.504075 	 0.507525 	 0.111425 	 0 	 0 	 0 	 1 	 1 	 1.20894 	 1.26748 	 1.61228 	 1.90202 
POP-78 	 0.612608 	 0.84155 	 0.809308 	 0.999983 	 1 	 1 	 1.06868 	 1.24806 	 1.24865 	 1.62942 	 1.6416 	 1.9302 
POP-79 	 0.573608 	 1 	 1 	 1 	 1 	 1 	 1.03772 	 1.45653 	 1.85993 	 1.86374 	 2.35501 	 2.72135 
POP-80 	 0.4878 	 0.088 	 0 	 0 	 0 	 0 	 1 	 1.19804 	 1.59463 	 1.78224 	 2.71766 	 3.43415 
POP-81 	 0.503233 	 0.506733 	 0.75445 	 1 	 1 	 1 	 1 	 1.00463 	 1.33456 	 1.59365 	 2.03781 	 2.23959 
POP-82 	 0.512633 	 0.512625 	 0.521842 	 0.876092 	 1 	 1 	 1 	 1 	 1.01152 	 1.27609 	 1.75936 	 2.70809 
POP-83 	 0.50925 	 0.0235583 	 0 	 0 	 0 	 0 	 1.00002 	 1.26719 	 1.57866 	 2.10751 	 2.21268 	 2.47685 
POP-84 	 0.896975 	 1 	 1 	 1 	 1 	 1 	 1.24428 	 1.5847 	 1.60171 	 2.33423 	 2.66128 	 2.99536 
POP-85 	 0.496567 	 0.499775 	 0.473842 	 0.961092 	 1 	 1 	 1 	 1.00192 	 1.26792 	 1.38779 	 1.71639 	 2.0276 
POP-86 	 0.647692 	 1 	 1 	 1 	 1 	 1 	 1.07492 	 1.87662 	 1.88002 	 1.88002 	 1.89921 	 2.40646 
POP-87 	 0.50165 	 0.513567 	 0.534375 	 0.969008 	 0.999842 	 1 	 1 	 1 	 1.10921 	 1.2698 	 1.34479 	 1.70649 
POP-88 	 0.623692 	 0.999442 	 1 	 1 	 1 	 1 	 1.07502 	 1.3171 	 1.6176 	 1.65891 	 1.72276 	 1.72829 
POP-89 	 0.506058 	 0.920733 	 0.998458 	 1 	 1 	 1 	 1.00008 	 1.21189 	 1.53819 	 2.12415 	 2.98403 	 3.92726 
POP-90 	 0.488308 	 8.33333e-06 	 0 	 0 	 0 	 0 	 1.00887 	 1.27378 	 1.59381 	 1.93649 	 2.43653 	 2.45629 
POP-91 	 0.435975 	 0 	 0 	 0 	 0 	 0 	 1.04557 	 1.31844 	 1.31844 	 1.3186 	 1.78816 	 2.34829 
POP-92 	 0.492867 	 0.00525833 	 0 	 0 	 0 	 0 	 1.01122 	 1.72601 	 2.10483 	 2.14294 	 2.85094 	 2.86201 
POP-93 	 0.494425 	 0.996842 	 1 	 1 	 1 	 1 	 1.00095 	 1.18677 	 1.50932 	 2.07744 	 2.15659 	 2.53327 
POP-94 	 0.185958 	 0.01815 	 0 	 0 	 0 	 0 	 1.20443 	 1.7485 	 2.29895 	 3.2727 	 3.27545 	 4.0352 
POP-95 	 0.499642 	 0.5071 	 0.552158 	 0.99985 	 1 	 1 	 1 	 1 	 1.02665 	 1.34343 	 1.72041 	 1.81889 
POP-96 	 0.503308 	 0.520625 	 0.531267 	 0.523392 	 0.515642 	 0 	 1 	 1 	 1 	 1 	 1.00571 	 1.32998 
POP-97 	 0.502242 	 0.591075 	 0.999958 	 1 	 1 	 1 	 1 	 1.03875 	 1.229 	 1.61063 	 1.63809 	 1.63815 
POP-98 	 0.48915 	 0.786675 	 1 	 1 	 1 	 1 	 1.02571 	 1.53943 	 2.01805 	 2.23355 	 3.2375 	 3.79047 
POP-99 	 0.50645 	 0.491033 	 0.000225 	 0 	 0 	 0 	 1 	 1 	 1.44726 	 1.61036 	 1.96565 	 2.35731 
POP-100 	 0.478692 	 0.00186667 	 0 	 0 	 0 	 0 	 1.00301 	 1.19874 	 1.67516 	 2.01754 	 2.07778 	 2.65311 
