Population	 Frequency at Bottleneck 10	 Frequency at Bottleneck 20	 Frequency at Bottleneck 30	 Frequency at Bottleneck 40	 Frequency at Bottleneck 50	 Frequency at Bottleneck 60	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 30	 Whole Population Fitness Average at Bottleneck 40	 Whole Population Fitness Average at Bottleneck 50	 Whole Population Fitness Average at Bottleneck 60
POP-30 	 0.503967 	 0.509133 	 0.513417 	 0.518817 	 0.518975 	 0.518992 	 1 	 1 	 1 	 1 	 1 	 1.00003 
POP-31 	 0.495958 	 0.502992 	 0.504125 	 0.4918 	 0.489292 	 0.490825 	 1 	 1 	 1 	 1 	 1 	 1 
POP-32 	 0.502458 	 0.504592 	 0.506317 	 0.496533 	 0.508625 	 0.503033 	 1 	 1 	 1 	 1 	 1.00001 	 1.00001 
POP-33 	 0.507117 	 0.5195 	 0.529275 	 0.536417 	 0.5291 	 0.531608 	 1 	 1 	 1 	 1 	 1 	 1 
POP-34 	 0.50785 	 0.504033 	 0.505333 	 0.509992 	 0.519517 	 0.521067 	 1 	 1 	 1 	 1 	 1.00001 	 1.00001 
POP-35 	 0.4999 	 0.50355 	 0.493708 	 0.485917 	 0.485775 	 0.496158 	 1 	 1.00001 	 1.00001 	 1.00002 	 1.00002 	 1.00004 
POP-36 	 0.500317 	 0.497725 	 0.4945 	 0.488575 	 0.4836 	 0.480675 	 1 	 1 	 1 	 1 	 1 	 1 
POP-37 	 0.497308 	 0.503775 	 0.500608 	 0.518742 	 0.522983 	 0.5259 	 1 	 1 	 1 	 1 	 1 	 1.00001 
POP-38 	 0.496517 	 0.504725 	 0.504283 	 0.493925 	 0.496842 	 0.508033 	 1 	 1 	 1 	 1 	 1 	 1 
POP-39 	 0.494308 	 0.488617 	 0.48695 	 0.477542 	 0.470583 	 0.464408 	 1 	 1 	 1 	 1 	 1 	 1 
POP-40 	 0.4954 	 0.500792 	 0.503517 	 0.497617 	 0.491108 	 0.495075 	 1 	 1 	 1 	 1 	 1.00001 	 1.00001 
POP-41 	 0.509817 	 0.507358 	 0.533875 	 0.522075 	 0.521258 	 0.511467 	 1 	 1 	 1 	 1 	 1 	 1 
POP-42 	 0.506075 	 0.516133 	 0.513658 	 0.513983 	 0.522767 	 0.5368 	 1 	 1 	 1 	 1 	 1.00001 	 1.00004 
POP-43 	 0.512725 	 0.510433 	 0.50935 	 0.500125 	 0.492517 	 0.505242 	 1 	 1 	 1 	 1 	 1 	 1 
POP-44 	 0.504558 	 0.501267 	 0.500792 	 0.496233 	 0.500933 	 0.49375 	 1 	 1 	 1 	 1 	 1 	 1 
POP-45 	 0.518817 	 0.5143 	 0.508858 	 0.501275 	 0.504825 	 0.503317 	 1 	 1 	 1 	 1 	 1 	 1 
POP-46 	 0.507008 	 0.510775 	 0.51015 	 0.5124 	 0.500633 	 0.494883 	 1 	 1 	 1 	 1 	 1 	 1 
POP-47 	 0.491683 	 0.487058 	 0.485042 	 0.486917 	 0.48915 	 0.502 	 1 	 1 	 1 	 1 	 1 	 1 
POP-48 	 0.488725 	 0.48235 	 0.479867 	 0.478067 	 0.476975 	 0.469142 	 1 	 1 	 1.00002 	 1.00005 	 1.00018 	 1.00069 
POP-49 	 0.495392 	 0.496458 	 0.500142 	 0.494658 	 0.490408 	 0.489825 	 1 	 1 	 1 	 1 	 1 	 1 
POP-50 	 0.50425 	 0.503717 	 0.501367 	 0.492558 	 0.485967 	 0.481867 	 1 	 1 	 1 	 1.00002 	 1.00004 	 1.00012 
POP-51 	 0.510092 	 0.519608 	 0.505967 	 0.503508 	 0.494975 	 0.487225 	 1 	 1 	 1 	 1 	 1 	 1 
POP-52 	 0.492467 	 0.496017 	 0.5066 	 0.493925 	 0.499233 	 0.508042 	 1 	 1 	 1 	 1 	 1 	 1 
POP-53 	 0.50075 	 0.497142 	 0.505025 	 0.510583 	 0.525408 	 0.52585 	 1 	 1 	 1 	 1 	 1 	 1 
POP-54 	 0.49935 	 0.493317 	 0.478342 	 0.473825 	 0.466875 	 0.476142 	 1 	 1 	 1 	 1 	 1.00001 	 1 
POP-55 	 0.50395 	 0.505483 	 0.50045 	 0.492425 	 0.496017 	 0.5017 	 1 	 1 	 1 	 1 	 1 	 1 
POP-56 	 0.510175 	 0.519417 	 0.516375 	 0.503292 	 0.510608 	 0.511025 	 1 	 1 	 1 	 1 	 1 	 1 
POP-57 	 0.5052 	 0.499267 	 0.494742 	 0.48615 	 0.4884 	 0.504267 	 1 	 1 	 1 	 1 	 1 	 1 
POP-58 	 0.517925 	 0.517058 	 0.511058 	 0.520183 	 0.5161 	 0.51175 	 1 	 1 	 1 	 1 	 1 	 1 
POP-59 	 0.492617 	 0.500992 	 0.5029 	 0.497267 	 0.496042 	 0.51415 	 1 	 1 	 1 	 1 	 1 	 1 
POP-60 	 0.491575 	 0.492442 	 0.475067 	 0.468483 	 0.478342 	 0.4778 	 1 	 1 	 1 	 1 	 1 	 1 
POP-61 	 0.49555 	 0.506625 	 0.503525 	 0.508825 	 0.501408 	 0.499175 	 1 	 1 	 1 	 1 	 1 	 1.00001 
POP-62 	 0.506883 	 0.500858 	 0.490192 	 0.495567 	 0.49465 	 0.498442 	 1 	 1 	 1 	 1 	 1 	 1 
POP-63 	 0.509383 	 0.506217 	 0.504233 	 0.505233 	 0.5122 	 0.5022 	 1 	 1 	 1 	 1 	 1 	 1 
POP-64 	 0.502875 	 0.507308 	 0.508092 	 0.509508 	 0.50705 	 0.519783 	 1 	 1 	 1 	 1 	 1 	 1 
POP-65 	 0.499642 	 0.489475 	 0.497308 	 0.483842 	 0.496683 	 0.506442 	 1 	 1 	 1 	 1 	 1.00001 	 1.00001 
POP-66 	 0.515583 	 0.519175 	 0.514883 	 0.518917 	 0.522158 	 0.5318 	 1 	 1 	 1 	 1 	 1 	 1 
POP-67 	 0.495442 	 0.483058 	 0.485583 	 0.4883 	 0.484075 	 0.482125 	 1 	 1 	 1 	 1 	 1 	 1 
POP-68 	 0.496658 	 0.494758 	 0.504308 	 0.504633 	 0.495733 	 0.501 	 1 	 1 	 1 	 1 	 1 	 1 
POP-69 	 0.5185 	 0.527008 	 0.539517 	 0.542383 	 0.54345 	 0.528733 	 1 	 1 	 1 	 1.00003 	 1.00012 	 1.00055 
POP-70 	 0.497742 	 0.494992 	 0.476342 	 0.482667 	 0.470892 	 0.465358 	 1 	 1 	 1 	 1 	 1 	 1 
POP-71 	 0.50435 	 0.508125 	 0.50555 	 0.516433 	 0.50575 	 0.498233 	 1 	 1 	 1 	 1 	 1 	 1 
POP-72 	 0.499758 	 0.492183 	 0.480125 	 0.479267 	 0.468792 	 0.459325 	 1 	 1.00001 	 1.00001 	 1.00001 	 1.00001 	 1.00001 
POP-73 	 0.503117 	 0.511592 	 0.513025 	 0.510233 	 0.511275 	 0.508575 	 1 	 1 	 1 	 1 	 1 	 1.00003 
POP-74 	 0.503767 	 0.513008 	 0.511808 	 0.517342 	 0.51545 	 0.511667 	 1 	 1 	 1 	 1.00001 	 1 	 1.00004 
POP-75 	 0.506592 	 0.501325 	 0.49845 	 0.4965 	 0.49035 	 0.4839 	 1 	 1 	 1 	 1 	 1 	 1 
POP-76 	 0.499625 	 0.504458 	 0.5156 	 0.512625 	 0.520233 	 0.508833 	 1 	 1 	 1 	 1 	 1 	 1 
POP-77 	 0.496833 	 0.497908 	 0.489508 	 0.490133 	 0.498183 	 0.495725 	 1 	 1 	 1 	 1 	 1 	 1 
POP-78 	 0.50155 	 0.490758 	 0.479892 	 0.479108 	 0.469958 	 0.476425 	 1 	 1 	 1 	 1 	 1 	 1 
POP-79 	 0.495633 	 0.506342 	 0.513733 	 0.521292 	 0.508017 	 0.510075 	 1 	 1 	 1 	 1 	 1 	 1 
POP-80 	 0.495833 	 0.486067 	 0.479925 	 0.477717 	 0.469625 	 0.464075 	 1 	 1 	 1 	 1 	 1.00002 	 1.00004 
POP-81 	 0.49915 	 0.498225 	 0.504525 	 0.497033 	 0.502758 	 0.500475 	 1 	 1 	 1 	 1 	 1 	 1 
POP-82 	 0.506658 	 0.491658 	 0.497383 	 0.492042 	 0.484458 	 0.4788 	 1 	 1 	 1 	 1 	 1 	 1 
POP-83 	 0.491583 	 0.481308 	 0.479475 	 0.4651 	 0.489783 	 0.4924 	 1 	 1 	 1 	 1 	 1 	 1 
POP-84 	 0.497817 	 0.501933 	 0.508292 	 0.513433 	 0.51735 	 0.519425 	 1 	 1 	 1 	 1 	 1 	 1 
POP-85 	 0.487392 	 0.491167 	 0.4952 	 0.494375 	 0.50895 	 0.50345 	 1 	 1 	 1 	 1 	 1 	 1 
POP-86 	 0.502492 	 0.501033 	 0.502392 	 0.490708 	 0.502458 	 0.505792 	 1 	 1 	 1 	 1 	 1 	 1 
POP-87 	 0.495067 	 0.482308 	 0.47095 	 0.4812 	 0.491767 	 0.504075 	 1 	 1 	 1 	 1 	 1 	 1 
POP-88 	 0.49565 	 0.503608 	 0.50495 	 0.500008 	 0.5062 	 0.500383 	 1 	 1 	 1 	 1 	 1 	 1 
POP-89 	 0.495633 	 0.488067 	 0.491267 	 0.49995 	 0.518808 	 0.525067 	 1 	 1 	 1 	 1 	 1 	 1 
POP-90 	 0.501775 	 0.502575 	 0.504158 	 0.499592 	 0.503525 	 0.503625 	 1 	 1 	 1 	 1 	 1 	 1 
POP-91 	 0.487117 	 0.486108 	 0.491058 	 0.488592 	 0.496458 	 0.51245 	 1 	 1 	 1 	 1 	 1 	 1 
POP-92 	 0.503258 	 0.510225 	 0.51365 	 0.507542 	 0.520483 	 0.582017 	 1 	 1.00001 	 1.00005 	 1.00019 	 1.00089 	 1.00364 
POP-93 	 0.505758 	 0.50405 	 0.503417 	 0.511608 	 0.51885 	 0.520217 	 1 	 1 	 1 	 1 	 1 	 1 
POP-94 	 0.496808 	 0.485333 	 0.494742 	 0.487233 	 0.479267 	 0.478867 	 1 	 1 	 1 	 1 	 1 	 1 
POP-95 	 0.511258 	 0.5056 	 0.503 	 0.517358 	 0.523583 	 0.517558 	 1 	 1 	 1 	 1 	 1 	 1 
POP-96 	 0.489117 	 0.484267 	 0.481242 	 0.463017 	 0.452683 	 0.423525 	 1 	 1 	 1 	 1 	 1.00009 	 1.00235 
POP-97 	 0.495508 	 0.500575 	 0.497633 	 0.492492 	 0.491292 	 0.501417 	 1 	 1 	 1 	 1 	 1.00001 	 1.00002 
POP-98 	 0.499667 	 0.502108 	 0.500342 	 0.501925 	 0.502158 	 0.500275 	 1 	 1.00001 	 1 	 1 	 1 	 1.00001 
POP-99 	 0.505675 	 0.494967 	 0.490775 	 0.495083 	 0.498317 	 0.498125 	 1 	 1 	 1 	 1 	 1 	 1 
POP-100 	 0.498083 	 0.490942 	 0.486283 	 0.484342 	 0.498675 	 0.497983 	 1 	 1 	 1 	 1 	 1 	 1.00003 
