Population	 Frequency at Bottleneck 5	 Frequency at Bottleneck 10	 Frequency at Bottleneck 15	 Frequency at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 5	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 15	 Whole Population Fitness Average at Bottleneck 20
POP-27 	 0.49075 	 0.4843 	 0.4764 	 0.475275 	 1 	 1 	 1 	 1 
POP-28 	 0.503775 	 0.504983 	 0.50195 	 0.492375 	 1 	 1 	 1 	 1 
POP-29 	 0.496008 	 0.498425 	 0.499975 	 0.499075 	 1 	 1 	 1 	 1 
POP-30 	 0.502167 	 0.500083 	 0.494367 	 0.504308 	 1 	 1 	 1 	 1 
POP-31 	 0.497817 	 0.493358 	 0.483992 	 0.4762 	 1 	 1 	 1 	 1 
POP-32 	 0.4958 	 0.500442 	 0.5032 	 0.503925 	 1 	 1 	 1 	 1 
POP-33 	 0.489742 	 0.490142 	 0.49 	 0.496817 	 1 	 1 	 1 	 1 
POP-34 	 0.505383 	 0.494258 	 0.493425 	 0.496192 	 1 	 1 	 1 	 1 
POP-35 	 0.513958 	 0.515492 	 0.5093 	 0.505258 	 1 	 1 	 1 	 1 
POP-36 	 0.506958 	 0.51405 	 0.515458 	 0.520183 	 1 	 1 	 1 	 1 
POP-37 	 0.500508 	 0.498633 	 0.49275 	 0.492825 	 1 	 1 	 1 	 1 
POP-38 	 0.492317 	 0.49175 	 0.494175 	 0.489925 	 1 	 1 	 1 	 1 
POP-39 	 0.500342 	 0.506883 	 0.5047 	 0.508633 	 1 	 1 	 1 	 1 
POP-40 	 0.503583 	 0.506467 	 0.509433 	 0.50745 	 1 	 1 	 1 	 1 
POP-41 	 0.49455 	 0.498992 	 0.497817 	 0.495242 	 1 	 1 	 1 	 1 
POP-42 	 0.496117 	 0.503775 	 0.509825 	 0.5087 	 1 	 1 	 1 	 1 
POP-43 	 0.4961 	 0.486233 	 0.487758 	 0.492425 	 1 	 1 	 1 	 1 
POP-44 	 0.492008 	 0.49645 	 0.484825 	 0.4939 	 1 	 1 	 1 	 1 
POP-45 	 0.494042 	 0.490642 	 0.483075 	 0.488192 	 1 	 1 	 1 	 1 
POP-46 	 0.49385 	 0.49315 	 0.49145 	 0.48655 	 1 	 1 	 1 	 1 
POP-47 	 0.503892 	 0.515575 	 0.513283 	 0.510025 	 1 	 1 	 1 	 1 
POP-48 	 0.512117 	 0.496983 	 0.49605 	 0.495075 	 1 	 1 	 1 	 1 
POP-49 	 0.505217 	 0.496367 	 0.4937 	 0.4901 	 1 	 1 	 1 	 1 
POP-50 	 0.497583 	 0.496317 	 0.494958 	 0.498183 	 1 	 1 	 1 	 1 
POP-51 	 0.504692 	 0.502308 	 0.49605 	 0.488175 	 1 	 1 	 1 	 1 
POP-52 	 0.492283 	 0.485233 	 0.490758 	 0.494067 	 1 	 1 	 1 	 1 
POP-53 	 0.501283 	 0.502725 	 0.488592 	 0.491283 	 1 	 1 	 1 	 1 
POP-54 	 0.495517 	 0.494042 	 0.498333 	 0.497667 	 1 	 1 	 1 	 1 
POP-55 	 0.502342 	 0.505275 	 0.498733 	 0.503058 	 1 	 1 	 1 	 1 
POP-56 	 0.501467 	 0.493533 	 0.508017 	 0.497967 	 1 	 1 	 1 	 1 
POP-57 	 0.497458 	 0.499725 	 0.506933 	 0.502608 	 1 	 1 	 1 	 1 
POP-58 	 0.503858 	 0.493892 	 0.501458 	 0.496825 	 1 	 1 	 1 	 1 
POP-59 	 0.494642 	 0.491767 	 0.49485 	 0.501675 	 1 	 1 	 1 	 1 
POP-60 	 0.503567 	 0.507217 	 0.502792 	 0.493042 	 1 	 1 	 1 	 1 
POP-61 	 0.499917 	 0.493625 	 0.497358 	 0.4957 	 1 	 1 	 1 	 1 
POP-62 	 0.503175 	 0.5024 	 0.497558 	 0.504775 	 1 	 1 	 1 	 1 
POP-63 	 0.502083 	 0.49415 	 0.501775 	 0.502858 	 1 	 1 	 1 	 1 
POP-64 	 0.494617 	 0.502942 	 0.500025 	 0.498067 	 1 	 1 	 1 	 1 
POP-65 	 0.507825 	 0.5167 	 0.5298 	 0.53635 	 1 	 1 	 1 	 1 
POP-66 	 0.497042 	 0.500833 	 0.493758 	 0.5013 	 1 	 1 	 1 	 1 
POP-67 	 0.498658 	 0.488233 	 0.481008 	 0.4753 	 1 	 1 	 1 	 1 
POP-68 	 0.504942 	 0.503592 	 0.514808 	 0.523467 	 1 	 1 	 1 	 1 
POP-69 	 0.498492 	 0.491217 	 0.4863 	 0.488992 	 1 	 1 	 1 	 1 
POP-70 	 0.496592 	 0.492675 	 0.489075 	 0.48385 	 1 	 1 	 1 	 1 
POP-71 	 0.496383 	 0.490908 	 0.490492 	 0.489975 	 1 	 1 	 1 	 1 
POP-72 	 0.504975 	 0.507408 	 0.50755 	 0.51285 	 1 	 1 	 1 	 1 
POP-73 	 0.502917 	 0.502217 	 0.503942 	 0.487917 	 1 	 1 	 1 	 1 
POP-74 	 0.49645 	 0.5015 	 0.497017 	 0.498267 	 1 	 1 	 1 	 1 
POP-75 	 0.50615 	 0.505883 	 0.505333 	 0.508225 	 1 	 1 	 1 	 1 
POP-76 	 0.504658 	 0.505775 	 0.511117 	 0.510025 	 1 	 1 	 1 	 1 
POP-77 	 0.494292 	 0.490025 	 0.483508 	 0.48005 	 1 	 1 	 1 	 1 
POP-78 	 0.511867 	 0.50855 	 0.511075 	 0.51745 	 1 	 1 	 1 	 1 
POP-79 	 0.497375 	 0.499933 	 0.504175 	 0.503675 	 1 	 1 	 1 	 1 
POP-80 	 0.497717 	 0.503758 	 0.498108 	 0.503658 	 1 	 1 	 1 	 1 
POP-81 	 0.500942 	 0.495842 	 0.494717 	 0.485467 	 1 	 1 	 1 	 1 
POP-82 	 0.496617 	 0.496475 	 0.495025 	 0.493133 	 1 	 1 	 1 	 1 
POP-83 	 0.495517 	 0.504208 	 0.500742 	 0.501317 	 1 	 1 	 1 	 1 
POP-84 	 0.497008 	 0.491667 	 0.483933 	 0.480883 	 1 	 1 	 1 	 1 
POP-85 	 0.504408 	 0.509292 	 0.51505 	 0.5146 	 1 	 1 	 1 	 1 
POP-86 	 0.501067 	 0.497258 	 0.497133 	 0.503575 	 1 	 1 	 1 	 1 
POP-87 	 0.505583 	 0.498158 	 0.497592 	 0.4976 	 1 	 1 	 1 	 1 
POP-88 	 0.509183 	 0.510492 	 0.503725 	 0.501758 	 1 	 1 	 1 	 1 
POP-89 	 0.496675 	 0.488508 	 0.483092 	 0.480383 	 1 	 1 	 1 	 1 
POP-90 	 0.496242 	 0.486908 	 0.4953 	 0.499892 	 1 	 1 	 1 	 1 
POP-91 	 0.494492 	 0.497083 	 0.497683 	 0.501333 	 1 	 1 	 1 	 1 
POP-92 	 0.490108 	 0.497783 	 0.498092 	 0.501833 	 1 	 1 	 1 	 1 
POP-93 	 0.502058 	 0.5009 	 0.499325 	 0.494492 	 1 	 1 	 1 	 1 
POP-94 	 0.505533 	 0.5009 	 0.4965 	 0.491883 	 1 	 1 	 1 	 1 
POP-95 	 0.491342 	 0.491625 	 0.493233 	 0.498933 	 1 	 1 	 1 	 1 
POP-96 	 0.502983 	 0.500392 	 0.492367 	 0.488908 	 1 	 1 	 1 	 1 
POP-97 	 0.501342 	 0.492142 	 0.482858 	 0.493225 	 1 	 1 	 1 	 1 
POP-98 	 0.500442 	 0.498183 	 0.496983 	 0.50705 	 1 	 1 	 1 	 1 
POP-99 	 0.500967 	 0.501217 	 0.502008 	 0.502975 	 1 	 1 	 1 	 1 
POP-100 	 0.499683 	 0.492908 	 0.496075 	 0.500758 	 1 	 1 	 1 	 1 
