Population	 Frequency at Bottleneck 10	 Frequency at Bottleneck 20	 Frequency at Bottleneck 30	 Frequency at Bottleneck 40	 Frequency at Bottleneck 50	 Frequency at Bottleneck 60	 Whole Population Fitness Average at Bottleneck 10	 Whole Population Fitness Average at Bottleneck 20	 Whole Population Fitness Average at Bottleneck 30	 Whole Population Fitness Average at Bottleneck 40	 Whole Population Fitness Average at Bottleneck 50	 Whole Population Fitness Average at Bottleneck 60
POP-12 	 0.486017 	 0.48475 	 0.47965 	 1 	 1 	 1 	 1 	 1 	 1.00006 	 1.37145 	 1.37146 	 1.37146 
POP-13 	 0.4865 	 0.495992 	 0.498883 	 0.496217 	 0.5196 	 1 	 1 	 1 	 1 	 1 	 1.01326 	 1.30826 
POP-14 	 0.490567 	 0.494325 	 0.493717 	 0.496258 	 0.479825 	 0.4856 	 1 	 1 	 1 	 1 	 1 	 1 
POP-15 	 0.518033 	 0.502417 	 0.515167 	 0.50455 	 0.493708 	 0.493283 	 1 	 1 	 1 	 1 	 1 	 1.00001 
POP-16 	 0.5096 	 0.512025 	 0.511583 	 0.50715 	 0.50665 	 0.54955 	 1 	 1 	 1 	 1 	 1 	 1.02107 
POP-17 	 0.506967 	 0.50555 	 0.515258 	 0.5215 	 0.514442 	 0.517158 	 1 	 1 	 1 	 1 	 1 	 1 
POP-18 	 0.489692 	 0.495258 	 0.500083 	 0.496042 	 0.49415 	 0.509483 	 1 	 1 	 1 	 1 	 1 	 1 
POP-19 	 0.502133 	 0.498683 	 0.496217 	 0.487583 	 0.0011 	 0 	 1 	 1 	 1 	 1.0001 	 1.25242 	 1.57905 
POP-20 	 0.507417 	 0.505817 	 0.953008 	 1 	 1 	 1 	 1 	 1.00003 	 1.18043 	 1.19882 	 1.19882 	 1.19882 
POP-21 	 0.50495 	 0.501033 	 0.4896 	 0.492642 	 0.492908 	 0.498308 	 1 	 1 	 1 	 1 	 1 	 1 
POP-22 	 0.488692 	 0.49675 	 0.505533 	 0.4971 	 0.501492 	 0.50725 	 1 	 1 	 1 	 1 	 1 	 1 
POP-23 	 0.49275 	 0.481967 	 0.491592 	 0.496183 	 0.990775 	 1 	 1 	 1 	 1 	 1 	 1.28309 	 1.28859 
POP-24 	 0.488267 	 0.470458 	 0.479675 	 0.4709 	 0.456342 	 0.460183 	 1 	 1 	 1 	 1 	 1 	 1 
POP-25 	 0.492117 	 0.48315 	 0.487383 	 0.480417 	 0.469217 	 9.16667e-05 	 1 	 1 	 1 	 1 	 1.00012 	 1.30597 
POP-26 	 0.497508 	 0.5038 	 0.512817 	 0.505067 	 0.499617 	 0.495792 	 1 	 1 	 1 	 1 	 1 	 1 
POP-27 	 0.498467 	 0.4998 	 0.0300417 	 0 	 0 	 0 	 1 	 1 	 1.30638 	 1.32535 	 1.32535 	 1.32535 
POP-28 	 0.49205 	 0.50425 	 0.511583 	 0.500258 	 0.50505 	 0.512883 	 1 	 1 	 1 	 1 	 1 	 1 
POP-29 	 0.502075 	 0.999008 	 1 	 1 	 1 	 1 	 1 	 1.37345 	 1.37424 	 1.37424 	 1.37424 	 1.37424 
POP-30 	 0.502233 	 0.507342 	 0.513475 	 0.520183 	 0.536092 	 0.999875 	 1 	 1 	 1 	 1 	 1.00352 	 1.21481 
POP-31 	 0.5075 	 0.503108 	 0.496692 	 0.489658 	 0.48945 	 0.496917 	 1 	 1 	 1 	 1 	 1 	 1 
POP-32 	 0.4823 	 0.000891667 	 0 	 0 	 0 	 0 	 1.00013 	 1.25765 	 1.25813 	 1.69809 	 1.69838 	 1.69838 
POP-33 	 0.496917 	 0.503217 	 0.500792 	 0.509142 	 0.999742 	 1 	 1 	 1 	 1 	 1.00132 	 1.26562 	 1.2657 
POP-34 	 0.514692 	 0.99995 	 1 	 1 	 1 	 1 	 1.01255 	 1.22611 	 1.231 	 1.35852 	 1.36436 	 1.36437 
POP-35 	 0.498092 	 0.500683 	 0.000108333 	 0 	 0 	 0 	 1 	 1.00147 	 1.26172 	 1.2644 	 1.64569 	 1.6457 
POP-36 	 0.479742 	 0.474817 	 0.00714167 	 0 	 0 	 0 	 1 	 1 	 1.41868 	 1.42543 	 1.42543 	 1.42543 
POP-37 	 0.511467 	 0.52455 	 0.516367 	 0.516525 	 0.508375 	 0.00674167 	 1 	 1 	 1 	 1 	 1.0001 	 1.21606 
POP-38 	 0.508667 	 0.514342 	 0.516433 	 0.510983 	 0.497892 	 0.502475 	 1 	 1 	 1 	 1 	 1 	 1 
POP-39 	 0.510992 	 9.16667e-05 	 0 	 0 	 0 	 0 	 1.00053 	 1.2707 	 1.27076 	 1.27076 	 1.27076 	 1.27076 
POP-40 	 0.500033 	 0.000108333 	 0 	 0 	 0 	 0 	 1.00109 	 1.26882 	 1.59966 	 1.60003 	 1.60003 	 1.60003 
POP-41 	 0.512267 	 0.51175 	 0.510408 	 0.513383 	 0.511925 	 0.515717 	 1 	 1 	 1 	 1 	 1 	 1 
POP-42 	 0.494408 	 0.488325 	 0.486742 	 0.498833 	 0.505525 	 0.9917 	 1 	 1 	 1 	 1 	 1.00035 	 1.1865 
POP-43 	 0.497183 	 0.483708 	 0.988858 	 1 	 1 	 1 	 1 	 1 	 1.28855 	 1.29559 	 1.29685 	 1.29916 
POP-44 	 0.498033 	 0.499092 	 0.497 	 0.570525 	 1 	 1 	 1 	 1 	 1 	 1.05551 	 1.38556 	 1.38556 
POP-45 	 0.489733 	 0.4943 	 0.493725 	 0.475017 	 0.00134167 	 0 	 1 	 1 	 1 	 1.00079 	 1.21063 	 1.21123 
POP-46 	 0.510808 	 1 	 1 	 1 	 1 	 1 	 1.00052 	 1.47943 	 2.04582 	 2.04645 	 2.04645 	 2.04645 
POP-47 	 0.504608 	 0.538175 	 0.999842 	 1 	 1 	 1 	 1 	 1.01656 	 1.21965 	 1.21969 	 1.21969 	 1.21977 
POP-48 	 0.496825 	 0.5087 	 0.515158 	 0.513958 	 0.504925 	 0.520492 	 1 	 1 	 1 	 1 	 1 	 1 
POP-49 	 0.487433 	 0.480492 	 0.4782 	 0.495625 	 0.491383 	 0.497158 	 1 	 1 	 1 	 1 	 1 	 1 
POP-50 	 0.478225 	 0.00699167 	 0 	 0 	 0 	 0 	 1 	 1.30845 	 1.31295 	 1.31295 	 1.31295 	 1.31295 
POP-51 	 0.504017 	 0.495308 	 0.494625 	 0.488917 	 0.481958 	 0.48895 	 1 	 1 	 1 	 1 	 1 	 1 
POP-52 	 0.484233 	 0.486542 	 0.511925 	 0.522975 	 0.515075 	 0.509083 	 1 	 1 	 1 	 1 	 1 	 1 
POP-53 	 0.505167 	 0.508517 	 0.504708 	 0.505983 	 0.511442 	 0.546275 	 1 	 1 	 1 	 1 	 1 	 1.01333 
POP-54 	 0.501533 	 0.4966 	 0.488725 	 0.486775 	 0.479142 	 0.472708 	 1 	 1 	 1 	 1 	 1 	 1 
POP-55 	 0.500292 	 0.493467 	 0.488517 	 0.488267 	 0.496642 	 0.984808 	 1 	 1 	 1 	 1 	 1 	 1.31054 
POP-56 	 0.514183 	 0.517567 	 0.500167 	 0.501617 	 0.49805 	 0.502733 	 1 	 1 	 1 	 1 	 1 	 1 
POP-57 	 0.503842 	 0.498433 	 0.498633 	 0.998733 	 1 	 1 	 1 	 1 	 1 	 1.51136 	 1.51264 	 1.51264 
POP-58 	 0.648675 	 0.999992 	 1 	 1 	 1 	 1 	 1.09279 	 1.3048 	 1.30482 	 1.65896 	 1.67766 	 2.11468 
POP-59 	 0.491425 	 0.489517 	 0.484167 	 0.48655 	 0.498917 	 0.491558 	 1 	 1 	 1 	 1 	 1 	 1 
POP-60 	 0.494783 	 0.511308 	 0.510067 	 0.503583 	 0.509625 	 0.511517 	 1 	 1 	 1 	 1 	 1 	 1.00017 
POP-61 	 0.510133 	 0.507633 	 0.549517 	 0.999917 	 1 	 1 	 1 	 1 	 1.01981 	 1.19031 	 1.19034 	 1.19034 
POP-62 	 0.493842 	 0.501225 	 0.50565 	 0.511325 	 0.520508 	 0.518975 	 1 	 1 	 1 	 1 	 1 	 1 
POP-63 	 0.505542 	 0.521517 	 0.531825 	 0.529592 	 1 	 1 	 1 	 1 	 1 	 1.00009 	 1.45509 	 1.79033 
POP-64 	 0.483767 	 0.480625 	 0.49885 	 0.487925 	 0.485108 	 0.475292 	 1 	 1 	 1 	 1 	 1 	 1.00001 
POP-65 	 0.503275 	 0.508708 	 0.512325 	 0.503358 	 0.495558 	 0.531783 	 1 	 1 	 1 	 1 	 1 	 1.02218 
POP-66 	 0.5036 	 0.511183 	 0.513925 	 0.518925 	 0.520225 	 1 	 1 	 1 	 1 	 1 	 1.00008 	 1.41893 
POP-67 	 0.49275 	 0.4962 	 0.489867 	 0.490075 	 0.999808 	 1 	 1 	 1 	 1 	 1.00002 	 1.32861 	 1.32873 
POP-68 	 0.495958 	 0.505333 	 0.509342 	 0.013425 	 0 	 0 	 1 	 1 	 1.00011 	 1.19753 	 1.45276 	 1.47487 
POP-69 	 0.494692 	 0.487633 	 0.479933 	 0.481017 	 0.4851 	 0.500042 	 1 	 1 	 1 	 1 	 1 	 1 
POP-70 	 0.497933 	 0.264375 	 0 	 0 	 0 	 0 	 1 	 1.11809 	 1.25084 	 1.71544 	 2.27706 	 2.27713 
POP-71 	 0.501667 	 0.152975 	 0 	 0 	 0 	 0 	 1 	 1.29852 	 1.42713 	 1.42713 	 1.42713 	 1.42713 
POP-72 	 0.504283 	 0.0102583 	 0 	 0 	 0 	 0 	 1.00014 	 1.19643 	 1.20045 	 1.20045 	 1.20402 	 1.52896 
POP-73 	 0.494408 	 0.48825 	 0.496767 	 0.00165833 	 0 	 0 	 1 	 1 	 1.00002 	 1.2907 	 1.29163 	 1.29163 
POP-74 	 0.502933 	 0.506533 	 0.734583 	 1 	 1 	 1 	 1 	 1 	 1.13237 	 1.29317 	 1.29661 	 1.65534 
POP-75 	 0.497367 	 0.506742 	 0.49245 	 0.507725 	 0.9999 	 1 	 1 	 1 	 1 	 1.00601 	 1.22834 	 1.53615 
POP-76 	 0.509283 	 0.515367 	 0.509517 	 0.511117 	 0.515125 	 0.537242 	 1 	 1 	 1 	 1 	 1 	 1.01338 
POP-77 	 0.482717 	 0.488817 	 0.488408 	 0.187208 	 0 	 0 	 1 	 1 	 1 	 1.19763 	 1.31573 	 1.31573 
POP-78 	 0.496317 	 0.492558 	 0.494733 	 0.48935 	 0.487625 	 0.4872 	 1 	 1 	 1 	 1 	 1 	 1 
POP-79 	 0.506175 	 0.50025 	 0 	 0 	 0 	 0 	 1 	 1.00076 	 1.40175 	 1.40175 	 1.40175 	 1.40175 
POP-80 	 0.494475 	 0.493075 	 0.491867 	 0.498725 	 0.496967 	 0.495117 	 1 	 1 	 1 	 1 	 1 	 1.0006 
POP-81 	 0.494283 	 0.49725 	 0.998425 	 1 	 1 	 1 	 1 	 1.00007 	 1.25771 	 1.25846 	 1.25846 	 1.25846 
POP-82 	 0.499325 	 0.498983 	 0.495892 	 0.498475 	 0.502625 	 0.494708 	 1 	 1 	 1 	 1 	 1 	 1 
POP-83 	 0.499233 	 0.496992 	 0.496033 	 0.504792 	 0.511883 	 0.517942 	 1 	 1 	 1 	 1 	 1 	 1.00015 
POP-84 	 0.494108 	 0.495667 	 0.490925 	 0.483833 	 0.491383 	 0.49325 	 1 	 1 	 1 	 1 	 1 	 1 
POP-85 	 0.499775 	 0.491642 	 0.501567 	 0.505617 	 0.516458 	 0.510133 	 1 	 1 	 1 	 1 	 1 	 1.00445 
POP-86 	 0.501192 	 0.506392 	 0.492508 	 0.000425 	 0 	 0 	 1 	 1 	 1.00561 	 1.18521 	 1.18536 	 1.22386 
POP-87 	 0.501692 	 0.493308 	 0.4829 	 0.44315 	 5e-05 	 0 	 1 	 1 	 1 	 1.02295 	 1.21005 	 1.2108 
POP-88 	 0.453258 	 6.66667e-05 	 0 	 0 	 0 	 0 	 1.01415 	 1.21464 	 1.48908 	 1.48912 	 1.48912 	 1.48912 
POP-89 	 0.511867 	 0.510408 	 0.979892 	 1 	 1 	 1 	 1 	 1.00001 	 1.23016 	 1.24021 	 1.24021 	 1.24021 
POP-90 	 0.491925 	 0.494992 	 0.494433 	 0.489483 	 0.499567 	 0.501567 	 1 	 1 	 1 	 1 	 1 	 1 
POP-91 	 0.496833 	 0.500575 	 0.497592 	 0.495925 	 0.497883 	 0.119492 	 1 	 1 	 1 	 1 	 1.00001 	 1.23103 
POP-92 	 0.496758 	 0.495983 	 0.502142 	 0.474658 	 0 	 0 	 1 	 1 	 1 	 1.01979 	 1.34696 	 1.34696 
POP-93 	 0.493325 	 0.0757 	 0 	 0 	 0 	 0 	 1.00001 	 1.18605 	 1.21681 	 1.21681 	 1.21681 	 1.21681 
POP-94 	 0.491192 	 0.501025 	 0.493433 	 0.498683 	 0.495708 	 0.497692 	 1 	 1 	 1 	 1 	 1 	 1 
POP-95 	 0.504067 	 0.511792 	 0.493542 	 0.480625 	 0.488525 	 0.492667 	 1 	 1 	 1 	 1 	 1 	 1.00417 
POP-96 	 0.483717 	 0.480642 	 0.4771 	 0.479758 	 0.480058 	 0.485508 	 1 	 1 	 1 	 1 	 1 	 1 
POP-97 	 0.501217 	 0.492225 	 0.544442 	 1 	 1 	 1 	 1 	 1 	 1.02537 	 1.26092 	 1.26092 	 1.26092 
POP-98 	 0.510167 	 0.498633 	 0.489767 	 0.487858 	 0.479342 	 0.472217 	 1 	 1 	 1 	 1 	 1 	 1 
POP-99 	 0.509242 	 0.513042 	 0.502617 	 0 	 0 	 0 	 1 	 1 	 1.00352 	 1.32768 	 1.32768 	 1.32768 
POP-100 	 0.4981 	 0.479842 	 0.9386 	 1 	 1 	 1 	 1 	 1 	 1.23538 	 1.26726 	 1.26726 	 1.26726 
