n1,n2,n3,n4,n5,n6,v,pattr,alpha,nt,mu,ns,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,pls1,pls2,pls3,pls4,pls5,pls6,weighting,Score
6.085282594,6.448083807,6.536112574,6.7941087,7.52755376,6.423608075,-2.980906731,0.917029229,0.289310978,1.457625036,-4.770662705,5.237065655,0.587942399,-0.927434957,0.224753313,0.126292092,2.51E-04,0.272201006,-0.172446951,-0.12011316,-0.091595298,-0.195423312,-0.069878811,-0.065236845,-0.036480782,-0.048050707,0.094364055,-0.390933015,0.335633439,0.377004645,0.013198855,0.179485972,0.894982174,-0.943895288,0.097287541,0.009447461,-0.146422753,0.004802309,0.182827919,0.318266275,0.079894187,0.165214103,-1.235917309,0.157455509,-0.128494226,-0.026795018,-0.147451323,0.348542732,0.180473291,0.078514471,-0.2121315,0.05280325,-0.472579155,1.840867818,-0.104153494,-0.156645803,0.446502575,-0.113170267,0.245052794,-0.101320139,-0.079627237,0.050497523,1.906972441,-0.026236822,0.293536089,0.009198984,0.326684737,0.235181361,0.116191341,-0.371515267,0.031734167,-0.117045933,1.611521738,0.035519416,0.346448441,-0.08655299,0.573928473,0.356624126,0.001424886,1.783916069
6.402258631,6.961478335,6.857128756,7.599354405,6.648581444,6.204841108,1.736074331,0.478473239,0.162049085,1.923721164,-3.729803758,5.896282307,-0.421161844,-0.085206839,0.145891105,0.11081101,0.44251696,-0.253715903,0.216564369,-0.389909705,-0.037296808,-0.057895742,-0.023565962,-0.351281856,-0.009840553,0.080288163,-0.190575756,0.063971534,-0.063048578,0.561490158,-0.109145518,0.001456667,1.719065406,-0.356602295,0.303535269,-0.006886735,0.120888594,0.273200112,0.066994107,-0.403974803,0.086837425,-0.074341121,-1.181157473,1.30775999,-0.020174696,-0.16812478,0.312642369,0.022830641,0.315946869,-0.371561733,-0.098097808,0.016454285,-0.929255107,-0.174551941,-0.198398806,0.144084002,0.204820022,-0.075581502,0.130807122,-0.06381851,-0.091148846,0.095552547,1.682306944,-0.990003161,0.494187613,0.116468191,0.489687286,-0.034731665,0.050972693,-0.557754271,0.13399459,-0.155551054,0.846231965,-0.649886102,0.715199933,0.276639851,1.379979475,-0.004026784,6.02E-04,1.905481724
7.069531513,7.284244117,7.013595619,6.644934909,6.484075379,6.500458455,1.641285042,0.96329338,0.209832993,1.907028224,-3.933025963,5.670738262,0.292830243,0.74337916,0.055735969,-0.190329159,0.085977578,-0.022006184,0.167346059,-0.061793197,0.069945031,0.051503075,-0.299428671,1.106263714,-0.192453691,-0.127340894,0.215827897,-0.247897357,0.174950962,0.17367063,-0.068050404,0.079412296,0.575359147,-0.089740429,0.066083669,-0.059992276,-0.028315785,0.169492426,0.207380601,0.079092559,-0.025215942,0.070759384,-1.613235404,0.530198041,0.009994624,-0.063444058,0.1366441,-0.019971604,0.278999283,-0.234631486,-0.083763721,0.043193627,-0.293659326,-0.643093901,-0.038005818,0.256558637,0.237824971,-0.155205761,-0.115897998,0.092325402,-0.006046699,0.033318064,0.862727666,-0.317706825,0.455070586,0.181082959,0.332458977,0.058054694,-0.126204784,-0.340949772,0.075819055,-0.212588458,-0.475406345,1.329299759,0.35642534,-0.00346479,0.980417738,-0.217533786,6.75E-04,1.768796189
7.547940936,6.384665667,6.945562684,6.273894648,6.154623482,6.315967082,-2.405025853,0.777148085,0.127485895,2.225181447,-4.516750728,6.128709465,-0.731829376,1.173095469,4.11E-04,-0.219390141,0.002431226,0.213013101,0.152626063,-0.059273841,-0.045907158,0.059383006,0.797691937,0.115220809,0.018425082,0.021836821,0.108824829,0.010207021,0.016476073,0.08375221,-0.031150186,-0.019553336,0.970638798,-0.135908465,0.262707328,-0.018989868,0.093379144,0.17622087,0.105667285,-0.255660399,0.077008922,-0.023481457,-1.687752504,0.014103163,-0.051101617,0.046269485,0.097321212,0.096023098,0.200281414,-0.270575291,-0.148092334,0.019868216,-0.343818842,-0.451747922,0.084021778,0.249647858,0.37818083,-0.137307477,0.055800998,-0.050172597,-0.027737252,0.003312608,1.575097056,0.571411128,0.097004176,-0.030578706,0.558724902,-0.088324483,0.211494709,-0.386366623,0.02718446,-0.061074652,0.580027069,1.286174182,0.411468189,0.04879545,1.238862144,0.269832129,0.001048687,1.941636239
6.728435871,6.844740559,6.918179179,7.957013314,7.21479758,7.802650055,0.97452173,0.985298244,0.324046301,1.379247154,-4.912210011,5.885881391,1.35363131,-0.142152315,0.194402024,-0.082903581,-0.165182211,0.270143402,-0.010949637,0.085851312,-0.061615291,-0.101213578,0.332315375,0.240881867,0.069327874,-0.021395219,0.207712237,-0.122635367,0.250874086,0.055255164,-0.010308781,0.053679198,1.61005689,-2.496118394,0.447127847,0.145494512,0.012860191,0.174424794,-0.049433648,-0.02725649,0.125389062,0.01231882,-2.617584289,0.911225456,-0.120872259,-0.208759883,-0.285226648,0.250637908,0.285297421,0.306253215,-0.246776283,0.092866777,-0.027603276,0.903021825,-0.150671813,0.015380875,0.388341513,-0.120980079,0.111500133,-0.185526275,-0.048921366,0.020792131,0.542257068,1.44637076,0.252553086,-0.201553662,0.516732055,0.058813649,0.268895219,-0.527304716,-0.005249617,-0.12295332,1.193073078,0.863229199,0.691866759,-0.353736959,0.675237135,0.510404306,9.67E-04,1.867847748
6.709486339,7.609422669,7.909511071,7.515255623,7.880663982,6.762891722,-2.808504712,0.250737109,0.26020719,1.627897029,-3.320023516,5.438767598,0.454163704,-0.402798076,0.146240163,0.034247946,-0.129274177,0.272923056,-0.084931936,0.033471204,-0.064922465,-0.104401662,-0.726505514,0.47353279,0.049518449,0.050166075,0.290888262,-0.152011727,0.281297646,0.021220383,-0.104930797,0.02020567,0.273232768,0.202280514,0.15348721,-0.038791249,0.039999748,0.146244286,0.056215286,-0.103928468,0.001799403,-0.038307231,-1.002628062,0.582956636,0.091312585,-0.091434069,-0.132826671,0.291223719,0.090498842,0.042622591,-0.113849689,-0.037375775,-0.673205986,0.331209413,-0.032144457,0.082363821,0.114436771,0.065924192,0.134487174,0.127440178,-0.075305776,0.065941382,1.909559447,0.153578011,0.282263482,0.052965306,0.53624809,0.039795508,0.089538519,-0.515284599,0.066581353,-0.151494273,0.234616357,1.340759287,0.690677432,0.08951783,0.719472022,0.664099035,0.002278913,1.815598132
6.408715616,6.614909854,6.666077605,6.523898013,6.939206497,7.751602767,1.047135539,0.908206195,0.272297756,1.54537021,-4.225729511,5.431604433,0.616761027,-0.804494298,0.158540189,0.08445716,0.033215886,0.037579064,0.027873367,0.09819697,-0.039138443,-0.066362477,-0.168029535,-0.083296964,-0.174165867,0.001164413,-0.153067059,0.094982838,0.075293772,0.391591346,-0.121831104,0.089783399,0.684826547,-0.120922557,0.128961347,-0.027381791,0.053681931,0.167918753,0.059666105,-0.271614453,0.026796633,-0.037897644,-1.369564936,-0.443487885,-0.159840582,0.055409659,-0.216852318,0.244129883,0.094979072,0.216318503,-0.196306304,0.069154904,-1.055725308,0.215309698,-0.052507999,0.114174682,0.085118292,0.001113303,0.02862108,0.083903201,-0.060777246,0.023648371,0.8643338,1.642801594,0.304071645,-0.307452981,0.371905064,0.171060453,0.333759062,-0.211939405,-0.0200241,-0.078653354,-0.427398404,0.405909589,0.205058732,-0.079628858,0.174001795,0.716784294,6.97E-04,0.969473145
7.839995755,7.164520481,7.793121504,6.740838542,6.227721857,6.712595837,0.148675626,0.990755897,0.207192052,1.719663712,-4.773065575,5.858997595,-1.048456455,0.768752288,0.090456507,-0.195735019,-0.222774229,0.301335054,0.142156209,0.09666774,-0.065550978,0.054436752,0.258065773,0.071782692,0.060128918,-0.003671555,0.102934426,-0.197963381,0.13994956,0.222384233,0.015885424,0.049880059,1.283410179,-0.607398593,0.3524126,0.010540033,-0.124170847,0.170101797,-0.107790191,-0.057705342,0.14376289,-0.081564898,-1.069934486,-0.447342882,0.281968246,0.123313654,-0.140600095,0.330275107,-0.111311862,0.054052118,-0.142688818,-0.170331347,-0.118102084,0.185719385,0.1568985,0.174520033,0.596846152,-0.279241909,0.163533079,-0.380039653,0.044912359,-0.037606139,0.638188624,-0.424350978,0.571197125,0.120377958,0.549084587,-0.043661071,0.195620787,-0.697341578,0.066187227,-0.200966575,-0.056828449,-0.452838088,1.513061896,0.229345105,0.761319994,0.280845597,0.001069723,1.791292737
6.783784199,7.035852419,7.608730181,7.16505135,7.061874858,6.743685875,0.157529587,0.390416757,0.176457831,2.107235404,-3.434497256,5.286949157,-0.571552881,-0.210779625,0.095487396,0.155379294,0.214818429,-0.005222169,0.11980379,-0.10470816,-0.099840052,-0.021342121,0.727191851,-0.024707408,0.035476243,-0.044979807,-0.167319464,0.054282806,0.001568238,0.431617742,-0.051663876,0.009275594,1.158831059,-0.611724008,0.197567246,-0.030468167,-0.045567705,0.260624544,0.13095811,-0.200235428,0.032420183,-0.015082272,-1.224628663,0.008813823,-0.001456595,-0.008178871,0.059290016,0.097664948,0.205270872,-0.230595597,-0.112075041,0.007624272,-0.155173616,0.444208786,0.103578967,0.077907747,0.334003486,-0.082259819,0.006209629,-0.33769589,0.028518837,-0.08496476,1.414336385,-0.009391302,0.337739168,0.157320824,0.481767641,0.072369491,-0.064845289,-0.438709328,0.053676977,-0.196329395,1.349004135,-0.403579734,0.768392425,0.30698102,0.876992403,0.397459802,4.12E-04,1.895901631
6.597559263,7.092161594,6.875836644,7.670628767,7.457922138,7.446326436,-1.64267392,0.495669743,0.465799041,1.114402453,-4.601026155,5.973080981,0.350985928,-0.195468027,0.024520643,0.027337066,-0.056110578,0.256077144,0.024150847,0.057706483,-0.107445548,-0.048043777,0.727118151,-0.709037798,0.271865861,0.068032414,-0.324005543,0.160810868,-0.148891474,0.703175953,-0.028400833,-0.02312562,0.708966449,-0.495228613,-0.034643333,0.001915233,-0.055015304,0.114087396,0.123846901,0.071869117,-0.007687063,0.09152161,-1.463419726,0.994010914,0.010853347,-0.251364806,-0.304888701,0.41486451,0.275092045,0.340195772,-0.223384021,0.041203541,-1.018496282,0.336013637,0.130491964,0.140627316,0.189665781,0.016827901,0.051627504,-0.012030365,-0.069536007,-0.072654211,1.733500705,0.403597991,0.241210669,-0.077693227,0.364012877,0.032055796,0.195265638,-0.31310835,0.083275414,-0.061954063,1.038655225,0.333888103,0.644299151,-0.091146005,-0.186341467,0.994723615,6.42E-04,1.624165368
7.80027789,6.265002467,7.406205729,6.641511461,6.032244737,6.628538985,0.569719333,0.89168762,0.136344522,2.294357171,-4.136169403,5.536771812,-1.149914312,0.969656674,-0.148817039,-0.273802978,-0.25781125,0.295418454,0.193918228,0.258410442,-0.08319086,0.187481229,0.488097864,0.372283002,0.144278578,0.023173747,0.34259076,-0.119013543,0.157607665,-0.174382163,0.026821132,-0.024335477,1.419164445,-0.098719125,0.328172395,-0.093738325,-0.147101612,0.256152777,0.043045309,0.117305687,0.077397499,-0.037130032,-0.951695619,-0.629388499,0.118252253,0.088606772,-0.035789063,0.344261731,0.006296577,-0.252471413,-0.126343862,-0.079062513,0.276367452,-0.90843404,0.214294433,0.073516264,0.374442879,-0.255571802,0.233209435,-0.231838031,0.060911995,0.019304254,1.167893464,-0.304749993,0.172707661,0.03769202,0.466431654,-0.161806365,0.310544254,-0.312265327,0.020211638,-0.012075891,1.249913295,-0.59935198,0.828888281,-0.144552499,0.742763368,0.359441252,8.06E-04,1.819437463
7.77392778,7.428419647,6.444556222,7.143725924,6.63908954,7.384706693,0.351069164,0.248328716,0.255798405,1.596184281,-3.493492117,6.046704916,-0.901247888,0.267728484,0.083039291,0.055708032,0.096324866,0.09133447,0.112972043,-0.080917291,-0.139076713,-0.057194687,0.314352558,0.53657967,-0.121773088,-0.126089621,-0.011095509,-0.115886121,0.157429766,0.35127391,-0.03453202,0.106808697,1.800248342,-1.651416059,0.469228915,0.128076358,-0.318661083,0.311465267,-0.295653972,0.253800594,0.148436596,-0.062216796,-1.397728023,0.41523301,-0.066759336,-0.039386883,-0.122064796,0.272373019,0.074135148,0.004909415,-0.162382299,-0.005222347,0.314685253,-0.156440512,-0.032811156,0.143958119,0.205763941,0.045941893,0.009471651,0.025951119,-0.103073271,-0.033098604,0.607384633,0.252088416,0.280810086,0.019387371,0.406169578,-0.08575876,0.25062415,-0.237179365,-0.007218965,-0.088251667,0.737694875,-0.33622699,0.611734712,0.181653375,0.256436997,0.519469768,6.65E-04,1.183244859
7.368487167,7.781876503,6.239764682,7.321941419,6.066286104,6.945313345,-2.860002363,0.538845756,0.526379714,0.953913962,-3.942932202,5.595316479,0.248027966,0.227552151,0.134330519,-0.179410204,-0.56014363,0.413353362,0.056284961,0.748265422,4.06E-04,0.158781351,-1.332687791,0.726072924,-0.235496268,-0.086275137,-0.135931327,0.026663999,0.233656255,0.604311641,-0.227180366,0.113170609,0.454160684,-1.41336725,0.030125267,0.217617217,-0.2585049,0.147241287,-0.257712562,0.286983916,0.01772188,0.009895663,-1.125875508,0.696057958,-0.100249702,-0.285237051,-0.518944337,0.336734216,0.117705597,0.545762918,-0.114611868,0.136496096,-0.846331803,-1.015619711,-0.042558367,0.301277985,0.169965133,0.012719234,-0.173226925,0.04488677,-0.083849131,0.003178982,1.718040904,0.121464132,0.335076511,-0.019916974,0.183999862,0.238001876,0.115130955,-0.124953522,0.041804204,-0.091126958,-0.884665548,-0.657839796,0.121227959,-0.051944165,-1.1195592,1.174713974,0.001347022,1.966251882
6.598597349,7.321181893,6.165899167,6.361801004,6.071058728,6.416646363,-0.46032886,0.473744228,0.315781595,1.291128394,-3.901371785,5.784697475,-0.183548811,0.190991014,-0.214268897,-0.018694204,0.136737017,-0.062241381,0.22287095,0.059195352,-0.096069054,0.10922109,-0.885488934,1.068223023,-0.207160064,-0.194396044,0.111242294,-0.094526653,0.346254175,0.137527334,-0.17922964,0.088175022,1.359029933,-1.017290686,0.401474863,0.038967061,0.164123412,0.08683604,0.172466288,-0.425998188,0.13923268,-0.036446826,-0.643001378,-0.161090552,0.103337748,0.031280853,-0.301130448,0.349828792,-0.050191274,0.333464139,-0.10890985,-0.006073115,-0.120616365,0.200178153,0.178026276,0.161574116,0.595137028,-0.306987674,0.125386805,-0.452120629,0.094352082,-0.035575891,0.427648228,0.15502185,0.220117293,0.102389267,0.438281613,-0.067962973,0.198000521,-0.245029522,-0.014597955,-0.058715694,-0.045977327,0.436032801,0.48152722,0.12112105,1.144390916,-0.09505385,8.15E-04,1.325685895
7.939733404,7.081075845,7.496480848,6.249830129,6.562591231,6.240981718,-1.437989317,0.704488218,0.291403451,1.466866778,-4.934999964,6.188751847,-0.249599603,1.232490355,-0.043570325,-0.252297638,-0.023561616,0.221728841,0.146253702,0.076400787,-0.06384072,0.05797688,-0.101303167,0.093861241,1.19E-04,0.004319621,-0.021645954,0.065464785,0.072062228,0.17052418,-0.084160115,-0.002790086,0.461918951,0.381816675,0.167451047,-0.132810908,0.046319833,0.11899223,0.13443533,-0.12233482,0.033026201,-0.002274255,-0.563381306,-0.804180055,0.115716109,0.122043771,-0.077842424,0.336949023,7.38E-04,0.051624528,-0.150540547,-0.047027828,-1.034063778,0.089777379,-0.052589037,0.168628964,0.14977795,-0.035259685,-0.031732644,0.015162084,-0.078558166,-0.020976528,2.393632156,-0.598758566,0.383598325,0.060483153,0.568569384,-0.158507745,0.150076513,-0.429273522,0.13016069,-0.128012076,0.907203253,0.395007029,0.570725606,-0.029633038,0.641617174,0.549367449,0.001408114,1.420961408
7.147494431,6.416048735,7.394475021,6.175938714,7.446221669,7.585965551,-2.059215361,0.36977233,0.267000572,1.621951872,-3.499364556,5.382703771,-0.03613904,0.279747166,0.125751568,-0.087455374,0.038327079,-0.019898159,0.207081847,0.039731734,0.030977301,0.053535658,0.352642043,-0.10667076,-0.020997235,-0.050206338,-0.104010931,-0.066158905,0.214537684,0.523181213,-0.04041898,0.134508284,0.041213115,-0.421798976,0.21104744,0.072282669,0.127789856,0.092483526,0.17367414,-0.273745373,-0.012031489,-0.022800826,-0.60616813,-0.385542849,-0.019892709,-0.092943566,-0.150924543,0.111468194,0.331260677,0.157591636,-0.096999978,0.117470491,-0.857831421,0.921618207,0.001183864,-0.131998187,-0.032818112,0.011262015,0.145041378,0.197955104,-0.047885658,0.039282919,1.167748496,-0.143382474,0.562063624,0.033574864,0.082870217,0.231253602,0.011732258,-0.061681158,0.092960714,-0.159598633,0.061465063,0.143970315,0.859156553,-0.256745932,-0.038766434,0.360410273,7.57E-04,0.979781742
7.353755295,7.204014944,6.063859502,7.331764476,6.0464274,7.598284875,-1.06660587,0.288539902,0.328607459,1.28524758,-3.497512239,5.72641747,-0.392310261,0.225900878,-0.08669971,0.023012392,0.053183195,0.120837431,0.102301499,0.023598887,-0.107475358,0.034716184,0.154714428,-0.086529304,-0.12710168,0.102900482,0.170855844,-0.119244791,-0.04499476,0.017783224,-0.03782444,0.001845699,2.410914296,-1.496521766,0.537645452,0.081925955,-0.034199886,0.319517331,-0.147147933,-0.258454594,0.172341855,-0.111584557,-0.707440012,0.622333194,-0.071785361,-0.094116424,-0.057438221,0.293884507,0.115839219,-0.028987484,-0.14119061,0.013061513,-1.310492405,-0.008375069,-0.027329648,0.205395377,0.231301959,-0.271153167,0.094413399,0.180856908,-0.044621154,0.071453425,0.639337765,0.581294607,0.089451028,-0.085037638,0.223968604,0.080804145,0.125593522,-0.172649797,-0.009583451,-0.047623302,0.79472381,-0.16189746,0.314180081,0.234080145,0.587671495,0.424645455,9.29E-04,1.156278906
7.234406827,7.94660142,7.29777762,7.540810174,5.993456575,7.203151725,-1.042125426,0.33061136,0.48624435,1.093892522,-3.89219673,5.849755747,-0.473078905,0.301328889,-0.051655061,0.074442382,0.083583354,0.140561059,0.056039112,0.062027537,-0.117847126,0.015199095,-1.430916245,1.242088229,-0.098410137,-0.168269491,0.050137844,-0.098658044,0.238212172,0.28511855,-0.201804212,-0.007655917,1.370052372,-0.405148685,0.241499355,-0.010253441,-0.02389431,0.264558192,0.034076526,-0.158272917,0.066200999,-0.036213205,-0.96730693,1.240878141,-0.221385186,-0.280344682,-0.145258442,0.327606987,0.266918424,0.231537286,-0.22214566,0.10716883,0.642092616,-2.134831755,0.442702165,0.185138818,0.491879348,0.008569265,-0.236337336,-0.115104138,-0.010022615,-0.106277702,1.508947238,0.057961185,0.342215293,0.092431269,0.514039209,0.115579194,0.096245157,-0.534653927,0.038965105,-0.166221433,0.649790146,0.302276003,0.654966428,-0.106855144,0.970487003,0.758216653,0.001068218,1.571857047
6.94527404,6.965905107,6.977610351,6.419830254,7.633084908,7.392365132,-1.984410134,0.48153887,0.312210771,1.491778043,-4.301223942,5.938746143,0.684452532,-0.099829814,0.171806407,-0.077084287,-0.219257269,0.275617461,-0.02127303,0.090859252,-0.001024945,-0.042137276,0.274294014,0.149530765,0.103628975,-0.015382553,-0.133573645,0.023618268,-0.044286314,0.374923975,0.027405521,0.02424019,0.974392272,-0.175833999,0.240999532,-0.043842783,-0.042009279,0.204792422,0.0598132,-0.079078275,0.088179684,-0.00276916,-0.788567501,-0.090424882,-0.026472977,0.051809774,-0.024541336,0.335465638,0.095681056,-0.080920105,-0.165838177,-0.008842553,-2.376306634,0.515008069,0.255408376,-0.026346539,-0.013311996,-0.295085322,0.263994748,0.31847795,-0.105346262,-0.084897159,-0.045695287,-0.064388295,0.242299728,0.095474527,0.257020551,-0.082446645,0.084621163,-0.171980831,-0.041645446,-0.130537108,-1.277430603,0.234061844,0.98767004,-0.015371862,-0.175672974,0.461961822,3.77E-04,1.704878886
7.872598288,6.193498306,7.832689024,7.247389699,6.761542186,6.936565593,-3.091055496,0.496838541,0.464283226,1.189978312,-4.690412337,5.955852101,-0.780891358,0.102934126,0.17185098,-0.067292282,-0.29144782,0.298139788,0.028026432,0.108644511,-0.052139419,-0.01144938,0.596897856,-1.781621197,0.185927202,-0.042332156,0.079472563,-0.204965573,0.204043547,0.063628501,0.03725779,0.075076235,0.257541453,0.304024247,0.20056471,-0.025437005,0.435034929,-0.24303499,0.324685895,-0.350331307,0.046748161,0.020035785,-0.696704438,0.328146481,-0.047369821,-0.122688479,-0.26623063,0.311889989,0.076295633,0.176784168,-0.137748423,0.017137915,-0.431809708,-0.241428725,0.132878532,0.207399261,0.377853413,0.017247914,-0.043335783,-0.446483623,-0.005966432,-0.09943538,1.516627536,-0.064950012,0.305517931,0.040147334,0.499587638,-0.117534878,0.181916022,-0.410197413,0.084907689,-0.103593583,0.461661341,-1.352895079,0.949369534,-0.010203327,0.834270093,0.061742251,0.001241336,1.909104922
7.542091217,6.989454116,6.534417797,7.458144679,6.314483016,6.679747121,0.884475167,0.500542383,0.188212215,2.004344791,-3.628130938,6.038346494,-0.3727303,0.651228146,-0.088768724,-0.160972056,-0.056548622,0.233443066,0.179900585,-0.014103365,-0.076158411,0.082172609,0.160290002,0.254140436,-0.154705874,-0.021563228,0.009503531,0.095321303,0.143876269,0.228507083,-0.14199255,0.054790971,0.627682793,-1.36675441,0.282766865,0.215789883,0.094597588,0.152598954,-0.064310996,-0.25654366,0.043660973,-0.066717767,-1.582868912,0.672774496,0.117734205,-0.081795119,-0.029714581,0.299922149,0.22436494,-0.119314175,-0.15366346,-0.029226583,-0.225392674,0.262824856,-0.154823093,0.114122455,0.319692313,-0.039252683,0.101928397,-0.157540524,-0.086389695,0.024937579,0.316244583,0.323267162,0.467625876,0.021452222,0.608004324,-0.168926041,0.290238914,-0.740365283,0.083903988,-0.141466735,-1.076774508,0.797480686,0.469829255,0.087034156,0.945534552,0.573106747,5.22E-04,1.801727003
6.41970461,7.501611384,6.570878115,6.462458164,7.702339284,6.504975282,1.6466919,0.85076676,0.051912099,3.710486602,-2.944090977,5.726465165,-1.035195937,-0.666180905,0.01524995,0.085064699,0.112633245,-0.316931987,0.4422274,0.323449193,-0.17271223,0.142120934,-0.411572442,0.666278956,-0.269167564,-0.110109523,-0.036009872,-0.01664468,0.138633535,0.290205201,-0.133792317,0.096975433,0.494002891,-0.884120179,0.003861883,0.069870166,-0.232971083,0.225779617,-0.063620393,0.144394166,-6.89E-04,0.044612472,-1.422587592,-0.585060241,-0.116405081,0.143965431,-0.277461871,0.354895313,-0.060353041,0.349913286,-0.237837284,0.011407401,-1.113164743,1.673148785,-0.287477235,-0.106098142,0.472707334,-0.209612174,0.220522826,-0.191762578,-0.128082533,0.055438381,1.770709306,-0.565373224,0.246058134,0.119842383,0.273966925,0.159345986,-0.069778428,-0.243500623,0.036323466,-0.128175086,-1.717808517,-0.361306808,-0.407879913,0.202535014,0.312864677,0.196832076,0.002923199,1.850789652
6.891832072,7.022082244,6.621465985,6.462350541,7.797293052,6.180057009,-3.646010698,0.303087433,0.494400318,1.193754754,-3.761368341,6.083115406,-0.257534553,-0.061583271,0.071055836,0.045400578,-0.182256831,0.269649976,-0.055932794,0.219771356,-0.103212382,-0.037932989,0.273778524,0.153221354,-0.081696463,-0.051051444,-0.122400859,0.112592569,0.111105177,0.388071429,-0.118707397,0.04942184,1.633185292,-1.420123804,0.383880049,0.099824697,0.094698226,0.010954241,0.129469672,-0.053071694,0.141376382,0.015829073,-1.466197434,0.238399849,-0.165276471,-0.080681549,-0.283369338,0.424302144,0.224944942,0.20578341,-0.2342772,0.098353913,-2.349050741,0.786055017,-0.125649333,-0.051834816,0.085876715,-0.114118936,0.393612474,0.179005563,-0.196286686,0.102408437,1.316336504,-1.009968867,0.354902375,0.211445635,0.476095766,0.024153326,0.100501881,-0.26120319,0.005289665,-0.096221186,-0.849482409,-1.313999721,0.437215994,0.173103102,0.068643681,0.72753332,0.001557221,1.789791839
7.078208369,6.685276571,6.940699183,6.341875896,7.287662818,6.590963115,0.211538786,0.279261203,0.489437733,1.081542614,-3.329100944,5.296074937,-0.531882316,0.070426359,-0.049091132,0.028546141,-0.019814245,0.184720343,0.070908168,-0.008289589,-0.126669943,0.00138998,-0.220142387,0.147985979,-0.041271931,0.015127,0.246113973,-0.263386456,0.12542483,-0.146273378,0.00254479,0.016264049,0.97255233,-0.716095479,0.209267106,0.026511954,-0.044720598,0.20447066,0.109916348,-0.08183042,0.060769345,0.029429479,-1.588081348,-0.037481807,-0.207031263,0.049183867,-0.085995234,0.208523805,0.170918261,0.116594178,-0.242964806,0.060967712,-0.717632756,0.833539984,-0.084605429,0.080059289,0.365565528,-0.149414194,0.007045453,-0.238961749,-4.56E-04,-0.0034299,2.490319386,-0.643283919,0.464908822,-0.004079127,0.038991405,0.19609654,-0.08630129,-0.044813078,0.100639878,-0.149344588,0.405132909,-0.344908883,0.292176173,0.195349123,0.500140829,0.381010697,6.21E-04,0.895507123
6.27844993,6.586769678,6.784411631,6.714291834,7.946849387,6.473302336,0.926301666,0.763280233,0.297032142,1.479881192,-4.504483777,6.098850204,-0.065270194,-0.386284398,0.050051639,0.081251517,0.037830316,0.121231714,0.073684734,0.012098695,-0.086926827,-0.014798196,-0.767354164,-0.515844446,-0.262409424,0.178808125,-0.126391721,-0.043998536,-0.123862654,0.492421546,-0.15062521,0.06325099,1.660857091,-0.724270606,0.269365436,0.10940889,0.233510033,-0.01640566,-0.011900944,-0.283773439,0.144420008,-0.051532285,-1.166892109,0.425865496,0.150085856,0.014190972,0.301319349,0.067417689,0.218272155,-0.528610054,-0.064884995,-0.071035511,-1.438350381,1.729203284,-0.19566717,-0.295370395,0.021008817,-0.032203166,0.252125187,0.361298485,-0.136388468,0.120580769,2.55186125,-0.465760476,0.574473463,0.041066592,0.582190104,0.053404047,0.208852694,-0.57162521,0.110940845,-0.193083563,0.774851493,0.062908856,0.585899799,0.129355701,1.049466897,0.149446087,8.85E-04,1.445018593
7.261753395,6.91816732,7.330547025,6.9885271,7.084631475,7.519432966,-2.802634685,0.445320456,0.500388364,1.148045538,-4.145016842,5.786628187,0.454471377,0.168025072,0.331928225,-0.106337523,-0.288786277,0.294494532,-0.016880874,0.250854083,5.93E-04,-0.070522784,-0.217247432,-0.067516319,-0.078133997,0.084909434,0.038041039,0.041014613,0.028613608,0.160891041,-0.101541721,0.010110745,1.354937123,-0.454675536,0.346159337,-0.022106257,-0.18290855,0.200457572,-0.090943833,0.085237279,0.131794141,-0.054603531,-0.610324744,0.198498674,-0.070461212,-0.06339433,-0.193459818,0.39170547,0.129818883,0.127610676,-0.169091469,0.041757993,-1.73363863,0.288406748,-0.117495674,0.148917096,0.137753989,-0.083262549,2.47E-04,-0.020721129,-0.109960729,-0.006616096,1.393812389,0.978416459,0.325264536,-0.237509248,0.171822848,0.18925531,0.219417442,-0.076184694,0.033011912,-0.078205891,0.642010083,1.111155098,0.737261215,-0.195520828,-0.31753677,1.033664949,4.53E-04,1.843344222
