Bug 1,Bug 2,Carbon,1 on 2: Effect,2 on 1: Effect,monoGrow_x,metDis,monoGrow_y,monoGrow24_x,monoGrow24_y,carbon_component_0,carbon_component_1,carbon_component_2,carbon_component_3,phy_strain_component_0_x,phy_strain_component_1_x,phy_strain_component_0_y,phy_strain_component_1_y 
PR2,BI,Arabinogalactan,0,-0.737122906,-0.813130996,0.55608052,-0.906567829,-0.526636616,-0.628828787,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.639875556,0.005653129,-0.780753714,0.038022539
PH,BI,Arabinogalactan,0,0,-0.949264957,0.652108074,-0.906567829,-0.347974987,-0.628828787,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.675692322,0.010778575,-0.780753714,0.038022539
PP,BI,Arabinogalactan,0,-0.423826324,-0.729457002,0.423031686,-0.906567829,-0.555460998,-0.628828787,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.708237337,0.022892351,-0.780753714,0.038022539
PAl,CF,Arabinogalactan,0,0,-0.997950734,0.108557229,-0.960122466,-0.619228005,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.564351128,-0.250667083,-0.774739165,0.046373732
PAg2,CF,Arabinogalactan,0,0,-0.920310019,0.119695276,-0.960122466,-0.641719944,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.630904166,-0.20157447,-0.774739165,0.046373732
PAg1,CF,Arabinogalactan,0,0,-1.040248087,0.120179844,-0.960122466,-0.676555476,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.644315471,-0.222011822,-0.774739165,0.046373732
PAg3,CF,Arabinogalactan,0,0,-0.970296348,0.108882199,-0.960122466,-0.813263304,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.598951558,-0.248461055,-0.774739165,0.046373732
LA,CF,Arabinogalactan,0,-1.064110549,-0.946111402,0.100318202,-0.960122466,-0.590533994,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.771000309,0.077075392,-0.774739165,0.046373732
EL,CF,Arabinogalactan,0,-0.415623792,-1.233532308,0.098114272,-0.960122466,-0.895958431,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.734730655,-0.044093938,-0.774739165,0.046373732
RP2,CF,Arabinogalactan,0,-0.406131586,-1.077521545,0.099363207,-0.960122466,-0.884491714,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.792851826,0.117358038,-0.774739165,0.046373732
RP1,CF,Arabinogalactan,0,0.525929226,-1.172050247,0.087446718,-0.960122466,-0.927411726,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.796280534,0.113226274,-0.774739165,0.046373732
SF1,CF,Arabinogalactan,0,0,-0.937976926,0.139244743,-0.960122466,-0.922586195,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.735447249,0.247141093,-0.774739165,0.046373732
KA,CF,Arabinogalactan,0,0.971477589,-0.99321828,0.048608138,-0.960122466,-0.643447936,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.761258362,0.059888798,-0.774739165,0.046373732
CF,CF,Arabinogalactan,0,0,-0.960122466,0,-0.960122466,-0.629958176,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.774739165,0.046373732,-0.774739165,0.046373732
EC,CF,Arabinogalactan,0,-0.801854912,-0.665903866,1,-0.960122466,-0.091810967,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.643519307,-0.047828461,-0.774739165,0.046373732
EA,CF,Arabinogalactan,0,0,-0.778099709,0.135580509,-0.960122466,-0.591932062,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.728605914,0.258253314,-0.774739165,0.046373732
PK,CF,Arabinogalactan,0,-0.356921417,-0.761336501,0.69019347,-0.960122466,-0.17921355,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.734465091,0.034364534,-0.774739165,0.046373732
PR1,CF,Arabinogalactan,0,0,-0.96066235,0.597775836,-0.960122466,-0.324125769,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.621486475,-0.002116133,-0.774739165,0.046373732
PAr,CF,Arabinogalactan,0,-0.779740938,-0.92089947,0.443178142,-0.960122466,-0.293086431,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.577952578,-0.014274806,-0.774739165,0.046373732
PR2,CF,Arabinogalactan,0,-0.871350746,-0.813130996,0.554686235,-0.960122466,-0.526636616,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.639875556,0.005653129,-0.774739165,0.046373732
PH,CF,Arabinogalactan,0,0.182783769,-0.949264957,0.664204744,-0.960122466,-0.347974987,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.675692322,0.010778575,-0.774739165,0.046373732
PP,CF,Arabinogalactan,0,0.003935908,-0.729457002,0.440451484,-0.960122466,-0.555460998,-0.629958176,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.708237337,0.022892351,-0.774739165,0.046373732
PAl,EA,Arabinogalactan,0.018835385,0,-0.997950734,0.075876561,-0.778099709,-0.619228005,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.564351128,-0.250667083,-0.728605914,0.258253314
PAg2,EA,Arabinogalactan,0,0,-0.920310019,0.079247865,-0.778099709,-0.641719944,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.630904166,-0.20157447,-0.728605914,0.258253314
PAg1,EA,Arabinogalactan,0,0,-1.040248087,0.122113495,-0.778099709,-0.676555476,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.644315471,-0.222011822,-0.728605914,0.258253314
PAg3,EA,Arabinogalactan,0,0,-0.970296348,0.079634787,-0.778099709,-0.813263304,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.598951558,-0.248461055,-0.728605914,0.258253314
LA,EA,Arabinogalactan,0,-1.060019085,-0.946111402,0.067927636,-0.778099709,-0.590533994,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.771000309,0.077075392,-0.728605914,0.258253314
EL,EA,Arabinogalactan,0,-0.415623792,-1.233532308,0.06876978,-0.778099709,-0.895958431,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.734730655,-0.044093938,-0.728605914,0.258253314
RP2,EA,Arabinogalactan,0,-0.392765184,-1.077521545,0.066582408,-0.778099709,-0.884491714,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.792851826,0.117358038,-0.728605914,0.258253314
RP1,EA,Arabinogalactan,0.268746072,0,-1.172050247,0.090318124,-0.778099709,-0.927411726,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.796280534,0.113226274,-0.728605914,0.258253314
KA,EA,Arabinogalactan,0,-0.14603367,-0.99321828,0.124036295,-0.778099709,-0.643447936,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.761258362,0.059888798,-0.728605914,0.258253314
EC,EA,Arabinogalactan,0,0.054663734,-0.665903866,1,-0.778099709,-0.091810967,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.643519307,-0.047828461,-0.728605914,0.258253314
EA,EA,Arabinogalactan,0,0,-0.778099709,0,-0.778099709,-0.591932062,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.728605914,0.258253314,-0.728605914,0.258253314
PK,EA,Arabinogalactan,0,-0.743634977,-0.761336501,0.685119033,-0.778099709,-0.17921355,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.734465091,0.034364534,-0.728605914,0.258253314
PR1,EA,Arabinogalactan,0,0,-0.96066235,0.590494955,-0.778099709,-0.324125769,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.621486475,-0.002116133,-0.728605914,0.258253314
PAr,EA,Arabinogalactan,0,-1.226097547,-0.92089947,0.440945374,-0.778099709,-0.293086431,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.577952578,-0.014274806,-0.728605914,0.258253314
PR2,EA,Arabinogalactan,0,-0.433457258,-0.813130996,0.536130227,-0.778099709,-0.526636616,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.639875556,0.005653129,-0.728605914,0.258253314
PH,EA,Arabinogalactan,0,0,-0.949264957,0.630749689,-0.778099709,-0.347974987,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.675692322,0.010778575,-0.728605914,0.258253314
PP,EA,Arabinogalactan,0,-0.414027584,-0.729457002,0.399061972,-0.778099709,-0.555460998,-0.591932062,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.708237337,0.022892351,-0.728605914,0.258253314
PAl,EC,Arabinogalactan,-0.931359855,0,-0.997950734,0.960138739,-0.665903866,-0.619228005,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.564351128,-0.250667083,-0.643519307,-0.047828461
PAg2,EC,Arabinogalactan,-1.170850569,0,-0.920310019,0.97190388,-0.665903866,-0.641719944,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.630904166,-0.20157447,-0.643519307,-0.047828461
PAg1,EC,Arabinogalactan,-0.890838788,0,-1.040248087,0.931340802,-0.665903866,-0.676555476,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.644315471,-0.222011822,-0.643519307,-0.047828461
PAg3,EC,Arabinogalactan,-1.170850569,0,-0.970296348,0.957248513,-0.665903866,-0.813263304,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.598951558,-0.248461055,-0.643519307,-0.047828461
LA,EC,Arabinogalactan,-1.074057503,-1.02598646,-0.946111402,0.975866535,-0.665903866,-0.590533994,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.771000309,0.077075392,-0.643519307,-0.047828461
EL,EC,Arabinogalactan,-1.047992993,-0.178269656,-1.233532308,0.961052134,-0.665903866,-0.895958431,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.734730655,-0.044093938,-0.643519307,-0.047828461
RP1,EC,Arabinogalactan,-1.170850569,0,-1.172050247,0.938777707,-0.665903866,-0.927411726,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.796280534,0.113226274,-0.643519307,-0.047828461
SF1,EC,Arabinogalactan,-1.059755574,0,-0.937976926,1,-0.665903866,-0.922586195,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.735447249,0.247141093,-0.643519307,-0.047828461
KA,EC,Arabinogalactan,-0.376529194,0.250474996,-0.99321828,0.907417565,-0.665903866,-0.643447936,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.761258362,0.059888798,-0.643519307,-0.047828461
EC,EC,Arabinogalactan,-0.805309165,-0.805309165,-0.665903866,0,-0.665903866,-0.091810967,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.643519307,-0.047828461,-0.643519307,-0.047828461
PK,EC,Arabinogalactan,-1.170850569,0.113178383,-0.761336501,0.83734229,-0.665903866,-0.17921355,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.734465091,0.034364534,-0.643519307,-0.047828461
PR1,EC,Arabinogalactan,-1.154085926,0,-0.96066235,0.745164122,-0.665903866,-0.324125769,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.621486475,-0.002116133,-0.643519307,-0.047828461
PAr,EC,Arabinogalactan,-1.170850569,0.103854744,-0.92089947,0.845844875,-0.665903866,-0.293086431,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.577952578,-0.014274806,-0.643519307,-0.047828461
PR2,EC,Arabinogalactan,-1.162468248,-0.383409842,-0.813130996,0.904245973,-0.665903866,-0.526636616,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.639875556,0.005653129,-0.643519307,-0.047828461
PH,EC,Arabinogalactan,-0.665460106,0.1357365,-0.949264957,0.989912756,-0.665903866,-0.347974987,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.675692322,0.010778575,-0.643519307,-0.047828461
PP,EC,Arabinogalactan,-0.120082808,-0.408785625,-0.729457002,0.996322113,-0.665903866,-0.555460998,-0.091810967,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.708237337,0.022892351,-0.643519307,-0.047828461
PAl,EL,Arabinogalactan,-0.415623792,0,-0.997950734,0.063502743,-1.233532308,-0.619228005,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.564351128,-0.250667083,-0.734730655,-0.044093938
PAg2,EL,Arabinogalactan,-0.415623792,0,-0.920310019,0.071399273,-1.233532308,-0.641719944,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.630904166,-0.20157447,-0.734730655,-0.044093938
PAg1,EL,Arabinogalactan,-0.415623792,0,-1.040248087,0.098784838,-1.233532308,-0.676555476,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.644315471,-0.222011822,-0.734730655,-0.044093938
PAg3,EL,Arabinogalactan,-0.415623792,0,-0.970296348,0.067659197,-1.233532308,-0.813263304,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.598951558,-0.248461055,-0.734730655,-0.044093938
LA,EL,Arabinogalactan,-0.415623792,-0.745461226,-0.946111402,0.042081063,-1.233532308,-0.590533994,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.771000309,0.077075392,-0.734730655,-0.044093938
EL,EL,Arabinogalactan,-0.256717002,-0.256717002,-1.233532308,0,-1.233532308,-0.895958431,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.734730655,-0.044093938,-0.734730655,-0.044093938
RP2,EL,Arabinogalactan,-0.415623792,-0.052574516,-1.077521545,0.044722211,-1.233532308,-0.884491714,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.792851826,0.117358038,-0.734730655,-0.044093938
RP1,EL,Arabinogalactan,-0.407124867,0,-1.172050247,0.051407016,-1.233532308,-0.927411726,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.796280534,0.113226274,-0.734730655,-0.044093938
SF1,EL,Arabinogalactan,-0.415623792,0,-0.937976926,0.073986512,-1.233532308,-0.922586195,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.735447249,0.247141093,-0.734730655,-0.044093938
KA,EL,Arabinogalactan,-0.364725964,-0.154958744,-0.99321828,0.089333476,-1.233532308,-0.643447936,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.761258362,0.059888798,-0.734730655,-0.044093938
PK,EL,Arabinogalactan,-0.306283497,-0.980423651,-0.761336501,0.667876127,-1.233532308,-0.17921355,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.734465091,0.034364534,-0.734730655,-0.044093938
PR1,EL,Arabinogalactan,-0.415623792,0,-0.96066235,0.581009949,-1.233532308,-0.324125769,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.621486475,-0.002116133,-0.734730655,-0.044093938
PAr,EL,Arabinogalactan,-0.415623792,-1.088715896,-0.92089947,0.431131229,-1.233532308,-0.293086431,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.577952578,-0.014274806,-0.734730655,-0.044093938
PR2,EL,Arabinogalactan,-0.415623792,-0.977847658,-0.813130996,0.532521021,-1.233532308,-0.526636616,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.639875556,0.005653129,-0.734730655,-0.044093938
PH,EL,Arabinogalactan,-0.373527515,0,-0.949264957,0.626557212,-1.233532308,-0.347974987,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.675692322,0.010778575,-0.734730655,-0.044093938
PP,EL,Arabinogalactan,-0.415623792,-0.414027584,-0.729457002,0.403181459,-1.233532308,-0.555460998,-0.895958431,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.708237337,0.022892351,-0.734730655,-0.044093938
PAl,KA,Arabinogalactan,-0.154958744,0,-0.997950734,0.105274762,-0.99321828,-0.619228005,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.564351128,-0.250667083,-0.761258362,0.059888798
PAg2,KA,Arabinogalactan,-0.154958744,0,-0.920310019,0.125785385,-0.99321828,-0.641719944,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.630904166,-0.20157447,-0.761258362,0.059888798
PAg1,KA,Arabinogalactan,-0.154958744,0,-1.040248087,0.113497807,-0.99321828,-0.676555476,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.644315471,-0.222011822,-0.761258362,0.059888798
PAg3,KA,Arabinogalactan,-0.154958744,0,-0.970296348,0.11063744,-0.99321828,-0.813263304,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.598951558,-0.248461055,-0.761258362,0.059888798
LA,KA,Arabinogalactan,-0.154958744,-1.064110549,-0.946111402,0.105549947,-0.99321828,-0.590533994,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.771000309,0.077075392,-0.761258362,0.059888798
RP2,KA,Arabinogalactan,-0.154958744,-0.406131586,-1.077521545,0.093897828,-0.99321828,-0.884491714,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.792851826,0.117358038,-0.761258362,0.059888798
RP1,KA,Arabinogalactan,-0.154958744,0.41799479,-1.172050247,0.078028515,-0.99321828,-0.927411726,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.796280534,0.113226274,-0.761258362,0.059888798
SF1,KA,Arabinogalactan,-0.154958744,0,-0.937976926,0.141154818,-0.99321828,-0.922586195,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.735447249,0.247141093,-0.761258362,0.059888798
KA,KA,Arabinogalactan,-0.154958744,-0.154958744,-0.99321828,0,-0.99321828,-0.643447936,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.761258362,0.059888798,-0.761258362,0.059888798
PK,KA,Arabinogalactan,-0.154958744,-0.52032554,-0.761336501,0.68655047,-0.99321828,-0.17921355,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.734465091,0.034364534,-0.761258362,0.059888798
PR1,KA,Arabinogalactan,0.026229997,0,-0.96066235,0.598109221,-0.99321828,-0.324125769,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.621486475,-0.002116133,-0.761258362,0.059888798
PAr,KA,Arabinogalactan,0.571948184,-0.601602288,-0.92089947,0.446531356,-0.99321828,-0.293086431,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.577952578,-0.014274806,-0.761258362,0.059888798
PR2,KA,Arabinogalactan,-0.154958744,-0.779067118,-0.813130996,0.563801237,-0.99321828,-0.526636616,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.639875556,0.005653129,-0.761258362,0.059888798
PP,KA,Arabinogalactan,0,-0.24232479,-0.729457002,0.449929699,-0.99321828,-0.555460998,-0.643447936,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.708237337,0.022892351,-0.761258362,0.059888798
PAl,LA,Arabinogalactan,-1.064110549,0.135919523,-0.997950734,0.068394371,-0.946111402,-0.619228005,-0.590533994,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.564351128,-0.250667083,-0.771000309,0.077075392
PAg2,LA,Arabinogalactan,-0.791304309,0,-0.920310019,0.068759194,-0.946111402,-0.641719944,-0.590533994,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.630904166,-0.20157447,-0.771000309,0.077075392
PAg1,LA,Arabinogalactan,-1.064110549,0,-1.040248087,0.102129843,-0.946111402,-0.676555476,-0.590533994,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.644315471,-0.222011822,-0.771000309,0.077075392
PAg3,LA,Arabinogalactan,-1.064110549,0,-0.970296348,0.062816981,-0.946111402,-0.813263304,-0.590533994,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.598951558,-0.248461055,-0.771000309,0.077075392
LA,LA,Arabinogalactan,-1.064110549,-1.064110549,-0.946111402,0,-0.946111402,-0.590533994,-0.590533994,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.771000309,0.077075392,-0.771000309,0.077075392
RP2,LA,Arabinogalactan,-1.064110549,-0.361038588,-1.077521545,0.047181543,-0.946111402,-0.884491714,-0.590533994,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.792851826,0.117358038,-0.771000309,0.077075392
RP1,LA,Arabinogalactan,-1.060019085,0.581643938,-1.172050247,0.059722211,-0.946111402,-0.927411726,-0.590533994,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.796280534,0.113226274,-0.771000309,0.077075392
SF1,LA,Arabinogalactan,-1.062064817,0,-0.937976926,0.062575071,-0.946111402,-0.922586195,-0.590533994,-4.106903934,-1.055360276,-0.006732943,0.015511506,-0.735447249,0.247141093,-0.771000309,0.077075392
PK,LA,Arabinogalactan,-1.064110549,-0.755254218,-0.761336501,0.67597086,-0.946111402,-0.17921355,-0.590533994,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.734465091,0.034364534,-0.771000309,0.077075392
PR1,LA,Arabinogalactan,-1.064110549,0,-0.96066235,0.59223636,-0.946111402,-0.324125769,-0.590533994,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.621486475,-0.002116133,-0.771000309,0.077075392
PAr,LA,Arabinogalactan,-1.064110549,-0.832997515,-0.92089947,0.442965607,-0.946111402,-0.293086431,-0.590533994,-4.106903934,-1.055360276,-0.006732943,0.015511506,1.577952578,-0.014274806,-0.771000309,0.077075392
