,0,1,2,3,4,5,6,7,8,9
158,-0.16441414,-0.07955322,-0.28452557,0.19411126,-0.008205682,-0.13088956,-0.08001804,-0.21780747,-0.16099295,-0.064113945
159,-0.016209107,0.08227275,-0.099390715,-0.0052863546,-0.23428753,3.6388636e-05,0.112312675,0.27793258,0.30285162,0.17529327
160,0.0008724034,0.13826057,-0.17616373,-0.26207203,-0.10520569,0.12639418,-0.0717305,0.18745977,-0.25905967,0.3341939
161,0.26440448,0.11109638,0.09599273,-0.2026633,0.18941748,0.2111912,0.0943197,0.015204638,0.07492796,0.13989872
162,0.27158982,0.21977079,-0.058620125,-0.15419197,0.22545141,-0.015206784,-0.21821606,-0.008686334,-0.079283714,-0.34830993
163,-0.0029385984,-0.16777128,0.284109,-0.33756542,-0.18426645,0.17976183,-0.030658305,-0.03658928,-0.0012471005,-0.09863675
164,-0.10581645,-0.008165121,-0.045268208,-0.03408128,-0.007749796,0.24023473,0.24751863,0.29416233,-0.25380903,-0.016267002
165,0.21880251,-0.088327736,0.11838496,0.113195896,-0.16946271,-0.21514732,-0.0683656,-0.16232651,-0.24722558,0.16248554
166,0.28132015,0.08700818,-0.25921267,0.043094277,-0.100447655,0.117531836,0.034686387,0.2581023,-0.056835175,0.5956115
167,-0.35835186,-0.061428696,-0.038879156,-0.23321342,0.19370928,0.049306855,-0.036503077,-0.23808789,0.23031574,-0.10701263
168,0.13883215,0.11808449,-0.018584609,-0.027068723,0.37933773,0.09071761,-0.063052885,0.094064355,0.1449396,0.03245841
169,0.007728219,0.0030436069,-0.10556553,-0.07621932,0.11711067,0.27454925,0.17899998,-0.13188615,0.050331935,0.12168339
170,0.010760903,0.16474548,-0.05629438,0.0077705085,0.12421268,0.014010966,0.3003072,-0.25286704,-0.0015784875,0.20056123
171,-0.164258,0.05233237,-0.057042003,-0.15659405,-0.027269103,0.22741395,0.1115917,0.16334262,0.020985067,0.18709427
172,-0.17448932,0.32797182,-0.047694713,-0.066970766,-0.03193192,-0.11685595,0.28975403,0.065524176,0.031811774,-0.20977801
173,0.25328708,0.05657869,-0.0057318956,-0.03181462,-0.31381446,0.08650902,-0.2902423,-0.049601838,-0.05822772,0.17839971
174,0.052597404,-0.09273046,-0.041469753,-0.13459983,-0.26865178,0.24018395,-0.042433023,-0.20721999,-0.1214492,-0.26691967
175,-0.32977593,-0.11993853,-0.28028715,-0.05374223,-0.14825022,-0.25917035,0.029131114,-0.21017978,-0.20947558,-0.08484498
176,0.05105617,-0.13503367,-0.03861463,0.048320293,-0.0056042587,-0.1633563,0.06434098,-0.08766504,-0.15987313,0.1788019
177,-0.21684575,0.20377398,0.0009420365,-0.23494089,0.15130797,0.0017398894,0.2834673,-0.2392787,0.19483799,-0.14007266
178,0.23377049,-0.085609555,0.20978254,0.21699077,0.18578383,0.022337116,0.34192133,0.009585112,-0.010055639,-0.080654085
179,0.17129102,-0.3089075,-0.07727367,0.14599216,0.060527056,-0.04789087,-0.26364106,-0.2705384,0.016846001,0.08921617
180,-0.22012597,-0.051202044,-0.14248003,-0.00833711,-0.04658556,-0.1487844,0.12832338,-0.17096272,-0.10597992,-0.08556589
181,-0.11174093,0.042897373,-0.10932074,0.18204331,-0.12589285,-0.081489235,0.1910798,-0.19525695,-0.25276205,0.010181896
182,0.101132005,0.36633348,-0.0114578605,0.202622,0.2212739,-0.096948534,-0.2805974,0.10528463,-0.07996121,0.056809485
183,-0.029482547,0.11005047,-0.10233607,0.18552291,-0.17301458,0.035182774,-0.1253767,-0.13398242,-0.1302101,-0.025770545
184,0.24454695,0.1381138,-0.20436835,0.03424114,-0.32053906,-0.11753327,-0.036620587,0.1408515,-0.19947088,-0.081495956
185,-0.12919647,0.3687603,-0.25884575,-0.013907671,0.18886906,0.10622981,0.30749953,0.13958299,-0.26997656,-0.2198196
186,0.22348015,-0.255345,0.056582272,0.28159097,-0.34521532,-0.2715029,-0.036925584,-0.14239445,0.10359681,-0.1759426
187,-0.15302694,-0.30941445,0.24485362,-0.153481,0.09797168,0.0296489,0.010044903,0.2966596,0.19949159,0.15193272
188,0.067831576,-0.31449693,0.14007008,-0.31235838,0.14409584,-0.109471984,-0.004907042,0.24582586,-0.1352221,0.056036144
189,-0.0657793,0.0718084,0.21430546,-0.36473918,0.24903053,-0.04652095,0.070543796,0.08457595,-0.11026761,-0.15139195
190,0.14424688,-0.03574559,0.15129867,0.017342865,0.1319527,-0.043527406,-0.26691657,-0.1204468,-0.20163608,0.10116291
191,-0.0978414,-0.07466674,0.10161607,-0.039600965,0.06964728,-0.21986616,-0.03872281,0.08413783,0.011495233,-0.039806783
192,-0.014708936,-0.09118909,0.16522717,-0.14142007,-0.0020933151,-0.26976418,-0.29578686,0.018489113,-0.03908962,-0.10462123
193,0.048314467,0.047581136,-0.08732122,0.06418657,0.21102786,-0.027062342,0.03163451,-0.14214952,0.14206058,-0.31394005
194,-0.07204017,0.09114556,-0.00012111664,-0.02060134,-0.0918974,0.028276175,-0.018562824,0.08333439,0.1609714,-0.14564942
195,0.0032975674,-0.1037488,0.04759534,-0.02622655,0.20287246,-0.07518923,0.038788676,0.27859133,0.009488232,0.30581802
196,-0.23118937,0.288621,-0.265607,0.06786944,-0.27157706,0.20201355,0.08860776,0.114444494,-0.06646681,0.085711285
197,-0.105688006,0.19150734,-0.196742,0.21693784,0.11200285,0.070813626,0.22931409,0.008470178,-0.18536901,-0.04782015
198,0.0055425465,0.10913277,-0.36189705,0.01783681,0.00015163422,0.089167714,0.013654098,0.008436326,-0.21655935,-0.055745304
199,0.27180964,-0.18356787,-0.02020409,-0.13755715,-0.23977077,-0.0652107,-0.106241524,0.059348345,0.18618694,0.24200353
200,0.12937436,-0.012914851,-0.26220042,0.26843005,0.27763742,0.023241103,0.0009470284,0.11820957,-0.19974193,-0.20204222
201,-0.08944535,-0.07103023,-0.009688854,0.21468234,-0.21370131,0.24786568,-0.05580911,-0.35060686,-0.00026005507,0.26698714
202,-0.07157645,-0.23656797,-0.04491976,-0.002973199,0.16643143,0.0052764416,0.29087502,0.17884508,-0.15833324,-0.055614024
203,0.31826848,0.00899823,0.029937714,0.023040771,-0.04240361,-0.13809761,0.23841298,0.29171145,0.019652694,0.111022994
204,0.09707451,0.19473934,-0.06571135,-0.19248113,0.17225772,0.33365542,-0.11427733,-0.014888734,0.109757364,-0.22728229
205,-0.1409775,-0.2772056,-0.06449506,0.090085514,0.04673946,0.1677047,0.037743792,-0.117902696,0.1509046,-0.014267445
206,0.19241893,-0.2642085,0.087297514,0.061629415,0.11542636,0.2655297,-0.17264837,0.092399,-0.08527066,0.30262434
